 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:01.4	-0.00132178	00:01.4	-0.00185701
00:01.4	-0.0013106	00:01.4	-0.00185618
00:01.4	-0.00129935	00:01.4	-0.00185498
00:01.4	-0.00128809	00:01.4	-0.00185343
00:01.4	-0.00127691	00:01.4	-0.00185158
00:01.4	-0.00126586	00:01.4	-0.00184943
00:01.4	-0.001255	00:01.4	-0.00184702
00:01.4	-0.00124437	00:01.4	-0.00184437
00:01.4	-0.00123393	00:01.4	-0.00184149
00:01.4	-0.0012236	00:01.4	-0.00183841
00:01.4	-0.00121336	00:01.4	-0.00183516
00:01.4	-0.00120323	00:01.4	-0.00183174
00:01.4	-0.0011933	00:01.4	-0.00182817
00:01.4	-0.00118361	00:01.4	-0.00182448
00:01.4	-0.00117423	00:01.4	-0.0018207
00:01.4	-0.00116521	00:01.4	-0.00181691
00:01.4	-0.00115659	00:01.4	-0.0018132
00:01.4	-0.00114844	00:01.4	-0.00180956
00:01.4	-0.00114087	00:01.4	-0.00180593
00:01.4	-0.00113399	00:01.4	-0.00180225
00:01.4	-0.00112786	00:01.4	-0.00179848
00:01.4	-0.00112258	00:01.4	-0.00179455
00:01.4	-0.00111821	00:01.4	-0.0017903
00:01.4	-0.00111476	00:01.4	-0.00178562
00:01.4	-0.00111218	00:01.4	-0.00178044
00:01.4	-0.00111038	00:01.4	-0.00177479
00:01.4	-0.00110933	00:01.4	-0.00176871
00:01.4	-0.00110898	00:01.4	-0.00176224
00:01.4	-0.00110925	00:01.4	-0.00175543
00:01.4	-0.00111014	00:01.4	-0.00174831
00:01.4	-0.00111167	00:01.4	-0.0017409
00:01.4	-0.00111383	00:01.4	-0.00173316
00:01.4	-0.00111664	00:01.4	-0.00172507
00:01.4	-0.0011201	00:01.4	-0.00171667
00:01.4	-0.00112422	00:01.4	-0.00170806
00:01.4	-0.00112902	00:01.4	-0.00169937
00:01.4	-0.00113459	00:01.4	-0.00169063
00:01.5	-0.00114105	00:01.5	-0.00168187
00:01.5	-0.00114849	00:01.5	-0.00167312
00:01.5	-0.00115688	00:01.5	-0.0016644
00:01.5	-0.00116621	00:01.5	-0.00165573
00:01.5	-0.00117641	00:01.5	-0.00164713
00:01.5	-0.00118739	00:01.5	-0.0016386
00:01.5	-0.00119905	00:01.5	-0.00163006
00:01.5	-0.00121135	00:01.5	-0.0016214
00:01.5	-0.00122424	00:01.5	-0.00161259
00:01.5	-0.00123762	00:01.5	-0.00160371
00:01.5	-0.0012514	00:01.5	-0.00159482
00:01.5	-0.00126544	00:01.5	-0.00158592
00:01.5	-0.0012796	00:01.5	-0.00157696
00:01.5	-0.0012938	00:01.5	-0.00156795
00:01.5	-0.00130801	00:01.5	-0.0015589
00:01.5	-0.00132225	00:01.5	-0.00154976
00:01.5	-0.0013365	00:01.5	-0.0015405
00:01.5	-0.00135071	00:01.5	-0.00153114
00:01.5	-0.00136481	00:01.5	-0.00152171
00:01.5	-0.00137879	00:01.5	-0.00151226
00:01.5	-0.00139267	00:01.5	-0.00150291
00:01.5	-0.00140647	00:01.5	-0.00149374
00:01.5	-0.0014202	00:01.5	-0.00148479
00:01.5	-0.00143386	00:01.5	-0.00147608
00:01.5	-0.00144745	00:01.5	-0.00146762
00:01.5	-0.00146091	00:01.5	-0.00145941
00:01.5	-0.00147417	00:01.5	-0.00145138
00:01.5	-0.00148721	00:01.5	-0.00144348
00:01.5	-0.00149999	00:01.5	-0.00143573
00:01.5	-0.00151244	00:01.5	-0.00142823
00:01.5	-0.00152459	00:01.5	-0.00142104
00:01.5	-0.00153644	00:01.5	-0.0014142
00:01.5	-0.00154803	00:01.5	-0.00140772
00:01.5	-0.00155938	00:01.5	-0.00140159
00:01.5	-0.00157051	00:01.5	-0.00139585
00:01.5	-0.00158143	00:01.5	-0.00139055
00:01.5	-0.00159217	00:01.5	-0.00138576
00:01.5	-0.00160274	00:01.5	-0.00138149
00:01.5	-0.00161314	00:01.5	-0.00137774
00:01.5	-0.00162329	00:01.5	-0.00137447
00:01.5	-0.00163307	00:01.5	-0.00137169
00:01.5	-0.0016424	00:01.5	-0.00136937
00:01.5	-0.00165119	00:01.5	-0.0013675
00:01.5	-0.00165933	00:01.5	-0.00136606
00:01.5	-0.0016667	00:01.5	-0.00136502
00:01.5	-0.00167327	00:01.5	-0.00136429
00:01.5	-0.00167909	00:01.5	-0.00136379
00:01.5	-0.00168421	00:01.5	-0.00136349
00:01.5	-0.0016887	00:01.5	-0.00136339
00:01.5	-0.0016926	00:01.5	-0.00136349
00:01.5	-0.00169599	00:01.5	-0.00136378
00:01.5	-0.0016989	00:01.5	-0.00136424
00:01.5	-0.00170138	00:01.5	-0.00136489
00:01.5	-0.00170347	00:01.5	-0.00136571
00:01.5	-0.00170511	00:01.5	-0.00136669
00:01.5	-0.00170622	00:01.5	-0.00136784
00:01.5	-0.00170677	00:01.5	-0.00136913
00:01.5	-0.00170676	00:01.5	-0.00137056
00:01.5	-0.00170617	00:01.5	-0.00137216
00:01.5	-0.00170492	00:01.5	-0.00137397
00:01.5	-0.001703	00:01.5	-0.00137604
00:01.5	-0.00170045	00:01.5	-0.00137829
00:01.5	-0.00169735	00:01.5	-0.00138065
00:01.5	-0.00169377	00:01.5	-0.00138306
00:01.5	-0.00168977	00:01.5	-0.00138544
00:01.5	-0.00168542	00:01.5	-0.00138773
00:01.5	-0.00168077	00:01.5	-0.0013899
00:01.5	-0.00167589	00:01.5	-0.00139196
00:01.5	-0.00167083	00:01.5	-0.00139391
00:01.5	-0.00166562	00:01.5	-0.00139576
00:01.5	-0.00166024	00:01.5	-0.00139751
00:01.5	-0.00165467	00:01.5	-0.00139916
00:01.5	-0.00164892	00:01.5	-0.00140071
00:01.5	-0.00164294	00:01.5	-0.00140218
00:01.5	-0.00163667	00:01.5	-0.00140355
00:01.5	-0.00163005	00:01.5	-0.00140484
00:01.5	-0.00162303	00:01.5	-0.00140604
00:01.5	-0.00161553	00:01.5	-0.00140715
00:01.5	-0.00160745	00:01.5	-0.00140818
00:01.5	-0.0015988	00:01.5	-0.00140913
00:01.5	-0.00158965	00:01.5	-0.00141
00:01.5	-0.00158008	00:01.5	-0.00141079
00:01.5	-0.00157019	00:01.5	-0.00141149
00:01.5	-0.00156014	00:01.5	-0.00141212
00:01.5	-0.00155006	00:01.5	-0.00141267
00:01.5	-0.00154003	00:01.5	-0.00141316
00:01.5	-0.00153011	00:01.5	-0.00141366
00:01.5	-0.00152035	00:01.5	-0.00141423
00:01.5	-0.00151081	00:01.5	-0.0014149
00:01.5	-0.00150151	00:01.5	-0.00141563
00:01.5	-0.00149251	00:01.5	-0.00141643
00:01.5	-0.00148384	00:01.5	-0.00141728
00:01.5	-0.00147555	00:01.5	-0.00141816
00:01.5	-0.00146765	00:01.5	-0.00141907
00:01.5	-0.00146019	00:01.5	-0.00142
00:01.5	-0.00145319	00:01.5	-0.00142094
00:01.5	-0.00144668	00:01.5	-0.00142186
00:01.5	-0.00144067	00:01.5	-0.00142278
00:01.5	-0.00143519	00:01.5	-0.00142367
00:01.5	-0.00143025	00:01.5	-0.00142453
00:01.6	-0.00142587	00:01.6	-0.00142534
00:01.6	-0.00142206	00:01.6	-0.00142611
00:01.6	-0.00141884	00:01.6	-0.00142681
00:01.6	-0.0014162	00:01.6	-0.00142745
00:01.6	-0.00141417	00:01.6	-0.00142801
00:01.6	-0.00141273	00:01.6	-0.00142849
00:01.6	-0.00141187	00:01.6	-0.00142888
00:01.6	-0.00141151	00:01.6	-0.00142918
00:01.6	-0.00141151	00:01.6	-0.00142937
00:01.6	-0.00141179	00:01.6	-0.00142943
00:01.6	-0.00141234	00:01.6	-0.00142929
00:01.6	-0.0014132	00:01.6	-0.00142887
00:01.6	-0.00141436	00:01.6	-0.00142817
00:01.6	-0.00141586	00:01.6	-0.00142715
00:01.6	-0.00141769	00:01.6	-0.00142578
00:01.6	-0.00141988	00:01.6	-0.00142398
00:01.6	-0.00142242	00:01.6	-0.00142175
00:01.6	-0.00142533	00:01.6	-0.00141912
00:01.6	-0.00142859	00:01.6	-0.0014161
00:01.6	-0.00143211	00:01.6	-0.0014127
00:01.6	-0.00143576	00:01.6	-0.00140896
00:01.6	-0.00143947	00:01.6	-0.00140488
00:01.6	-0.00144322	00:01.6	-0.00140046
00:01.6	-0.00144693	00:01.6	-0.00139565
00:01.6	-0.0014505	00:01.6	-0.0013904
00:01.6	-0.00145387	00:01.6	-0.00138472
00:01.6	-0.00145705	00:01.6	-0.00137863
00:01.6	-0.00146008	00:01.6	-0.00137216
00:01.6	-0.00146301	00:01.6	-0.00136534
00:01.6	-0.00146585	00:01.6	-0.00135819
00:01.6	-0.00146865	00:01.6	-0.00135074
00:01.6	-0.00147143	00:01.6	-0.001343
00:01.6	-0.00147422	00:01.6	-0.00133501
00:01.6	-0.00147705	00:01.6	-0.00132679
00:01.6	-0.00147993	00:01.6	-0.00131835
00:01.6	-0.00148289	00:01.6	-0.00130972
00:01.6	-0.00148597	00:01.6	-0.00130092
00:01.6	-0.00148925	00:01.6	-0.00129196
00:01.6	-0.00149282	00:01.6	-0.00128287
00:01.6	-0.00149669	00:01.6	-0.00127366
00:01.6	-0.00150088	00:01.6	-0.00126434
00:01.6	-0.00150537	00:01.6	-0.00125483
00:01.6	-0.00151015	00:01.6	-0.00124511
00:01.6	-0.00151514	00:01.6	-0.00123517
00:01.6	-0.00152027	00:01.6	-0.00122502
00:01.6	-0.00152554	00:01.6	-0.00121461
00:01.6	-0.00153093	00:01.6	-0.00120391
00:01.6	-0.00153647	00:01.6	-0.00119292
00:01.6	-0.00154217	00:01.6	-0.00118167
00:01.6	-0.0015481	00:01.6	-0.0011701
00:01.6	-0.00155433	00:01.6	-0.0011582
00:01.6	-0.00156088	00:01.6	-0.00114599
00:01.6	-0.00156773	00:01.6	-0.00113349
00:01.6	-0.00157486	00:01.6	-0.00112079
00:01.6	-0.00158224	00:01.6	-0.00110797
00:01.6	-0.00158977	00:01.6	-0.00109515
00:01.6	-0.0015973	00:01.6	-0.00108239
00:01.6	-0.00160471	00:01.6	-0.00106978
00:01.6	-0.00161193	00:01.6	-0.0010574
00:01.6	-0.0016189	00:01.6	-0.00104527
00:01.6	-0.00162559	00:01.6	-0.00103332
00:01.6	-0.00163196	00:01.6	-0.00102149
00:01.6	-0.00163795	00:01.6	-0.00100976
00:01.6	-0.00164358	00:01.6	-0.000998067
00:01.6	-0.00164887	00:01.6	-0.000986369
00:01.6	-0.00165386	00:01.6	-0.000974667
00:01.6	-0.00165866	00:01.6	-0.000962985
00:01.6	-0.00166334	00:01.6	-0.000951324
00:01.6	-0.00166794	00:01.6	-0.000939639
00:01.6	-0.00167247	00:01.6	-0.000927888
00:01.6	-0.00167694	00:01.6	-0.000916079
00:01.6	-0.00168132	00:01.6	-0.000904242
00:01.6	-0.00168557	00:01.6	-0.000892408
00:01.6	-0.00168961	00:01.6	-0.000880602
00:01.6	-0.00169345	00:01.6	-0.000868829
00:01.6	-0.00169709	00:01.6	-0.000857046
00:01.6	-0.00170056	00:01.6	-0.000845213
00:01.6	-0.00170387	00:01.6	-0.000833339
00:01.6	-0.00170702	00:01.6	-0.000821435
00:01.6	-0.00171004	00:01.6	-0.000809486
00:01.6	-0.00171293	00:01.6	-0.000797527
00:01.6	-0.00171572	00:01.6	-0.000785636
00:01.6	-0.00171849	00:01.6	-0.000773863
00:01.6	-0.00172132	00:01.6	-0.000762255
00:01.6	-0.00172423	00:01.6	-0.000750926
00:01.6	-0.0017272	00:01.6	-0.000740026
00:01.6	-0.00173023	00:01.6	-0.000729651
00:01.6	-0.00173333	00:01.6	-0.00071982
00:01.6	-0.00173647	00:01.6	-0.000710525
00:01.6	-0.00173966	00:01.6	-0.000701758
00:01.6	-0.00174289	00:01.6	-0.000693512
00:01.6	-0.00174615	00:01.6	-0.000685778
00:01.6	-0.00174944	00:01.6	-0.000678546
00:01.6	-0.00175275	00:01.6	-0.000671807
00:01.6	-0.00175606	00:01.6	-0.00066555
00:01.6	-0.00175939	00:01.6	-0.000659765
00:01.6	-0.00176271	00:01.6	-0.00065444
00:01.6	-0.00176604	00:01.6	-0.000649565
00:01.6	-0.00176947	00:01.6	-0.000645126
00:01.6	-0.00177312	00:01.6	-0.000641113
00:01.6	-0.00177708	00:01.6	-0.000637513
00:01.7	-0.00178141	00:01.7	-0.000634312
00:01.7	-0.00178614	00:01.7	-0.000631522
00:01.7	-0.00179125	00:01.7	-0.000629196
00:01.7	-0.00179671	00:01.7	-0.000627384
00:01.7	-0.00180248	00:01.7	-0.000626085
00:01.7	-0.00180848	00:01.7	-0.000625273
00:01.7	-0.00181461	00:01.7	-0.000624923
00:01.7	-0.00182078	00:01.7	-0.00062501
00:01.7	-0.00182694	00:01.7	-0.000625509
00:01.7	-0.00183304	00:01.7	-0.000626395
00:01.7	-0.00183899	00:01.7	-0.000627644
00:01.7	-0.0018447	00:01.7	-0.000629233
00:01.7	-0.00185015	00:01.7	-0.000631137
00:01.7	-0.00185533	00:01.7	-0.000633334
00:01.7	-0.00186023	00:01.7	-0.000635802
00:01.7	-0.00186484	00:01.7	-0.000638518
00:01.7	-0.00186916	00:01.7	-0.000641436
00:01.7	-0.00187319	00:01.7	-0.000644469
00:01.7	-0.00187691	00:01.7	-0.000647533
00:01.7	-0.00188033	00:01.7	-0.000650594
00:01.7	-0.00188343	00:01.7	-0.000653645
00:01.7	-0.0018862	00:01.7	-0.000656679
00:01.7	-0.00188854	00:01.7	-0.000659687
00:01.7	-0.00189031	00:01.7	-0.000662662
00:01.7	-0.00189144	00:01.7	-0.000665598
00:01.7	-0.00189195	00:01.7	-0.000668486
00:01.7	-0.00189193	00:01.7	-0.00067132
00:01.7	-0.00189146	00:01.7	-0.000674094
00:01.7	-0.00189058	00:01.7	-0.000676801
00:01.7	-0.00188929	00:01.7	-0.000679434
00:01.7	-0.00188761	00:01.7	-0.000681987
00:01.7	-0.00188555	00:01.7	-0.000684431
00:01.7	-0.00188311	00:01.7	-0.000686694
00:01.7	-0.00188028	00:01.7	-0.000688707
00:01.7	-0.001877	00:01.7	-0.000690451
00:01.7	-0.00187322	00:01.7	-0.000691912
00:01.7	-0.00186894	00:01.7	-0.000693006
00:01.7	-0.00186415	00:01.7	-0.000693608
00:01.7	-0.0018588	00:01.7	-0.000693627
00:01.7	-0.00185286	00:01.7	-0.000692979
00:01.7	-0.00184632	00:01.7	-0.000691563
00:01.7	-0.00183912	00:01.7	-0.000689335
00:01.7	-0.00183125	00:01.7	-0.000686321
00:01.7	-0.00182274	00:01.7	-0.00068255
00:01.7	-0.0018137	00:01.7	-0.000678005
00:01.7	-0.00180424	00:01.7	-0.000672695
00:01.7	-0.00179442	00:01.7	-0.000666697
00:01.7	-0.00178438	00:01.7	-0.000660066
00:01.7	-0.00177426	00:01.7	-0.000652806
00:01.7	-0.00176416	00:01.7	-0.000644946
00:01.7	-0.00175411	00:01.7	-0.000636539
00:01.7	-0.0017441	00:01.7	-0.000627636
00:01.7	-0.00173412	00:01.7	-0.000618284
00:01.7	-0.0017241	00:01.7	-0.000608532
00:01.7	-0.00171396	00:01.7	-0.000598424
00:01.7	-0.00170371	00:01.7	-0.000588003
00:01.7	-0.00169332	00:01.7	-0.000577312
00:01.7	-0.00168272	00:01.7	-0.000566391
00:01.7	-0.00167179	00:01.7	-0.000555255
00:01.7	-0.00166046	00:01.7	-0.000543872
00:01.7	-0.00164872	00:01.7	-0.000532216
00:01.7	-0.00163651	00:01.7	-0.000520308
00:01.7	-0.00162372	00:01.7	-0.000508169
00:01.7	-0.00161022	00:01.7	-0.000495772
00:01.7	-0.00159599	00:01.7	-0.000483097
00:01.7	-0.00158107	00:01.7	-0.000470168
00:01.7	-0.00156552	00:01.7	-0.000457034
00:01.7	-0.0015494	00:01.7	-0.000443742
00:01.7	-0.00153277	00:01.7	-0.000430337
00:01.7	-0.00151566	00:01.7	-0.000416861
00:01.7	-0.00149807	00:01.7	-0.000403353
00:01.7	-0.00147997	00:01.7	-0.000389853
00:01.7	-0.0014614	00:01.7	-0.000376396
00:01.7	-0.00144231	00:01.7	-0.000363017
00:01.7	-0.00142263	00:01.7	-0.000349748
00:01.7	-0.00140235	00:01.7	-0.000336621
00:01.7	-0.0013815	00:01.7	-0.000323663
00:01.7	-0.00136006	00:01.7	-0.000310902
00:01.7	-0.00133797	00:01.7	-0.000298363
00:01.7	-0.00131524	00:01.7	-0.000286046
00:01.7	-0.00129191	00:01.7	-0.000273906
00:01.7	-0.00126809	00:01.7	-0.000261901
00:01.7	-0.00124388	00:01.7	-0.000250036
00:01.7	-0.00121942	00:01.7	-0.00023834
00:01.7	-0.00119486	00:01.7	-0.000226842
00:01.7	-0.00117027	00:01.7	-0.000215566
00:01.7	-0.00114562	00:01.7	-0.000204559
00:01.7	-0.00112092	00:01.7	-0.000193912
00:01.7	-0.0010962	00:01.7	-0.000183683
00:01.7	-0.00107151	00:01.7	-0.000173837
00:01.7	-0.00104681	00:01.7	-0.000164316
00:01.7	-0.00102203	00:01.7	-0.000155111
00:01.7	-0.000997135	00:01.7	-0.000146236
00:01.7	-0.000972164	00:01.7	-0.00013773
00:01.7	-0.000947118	00:01.7	-0.00012967
00:01.7	-0.000921998	00:01.7	-0.00012213
00:01.7	-0.000896858	00:01.7	-0.000115131
00:01.7	-0.000871768	00:01.7	-0.000108671
00:01.7	-0.000846797	00:01.7	-0.000102765
00:01.8	-0.000822009	00:01.8	-9.75E-05
00:01.8	-0.000797467	00:01.8	-9.29E-05
00:01.8	-0.000773226	00:01.8	-8.89E-05
00:01.8	-0.000749319	00:01.8	-8.57E-05
00:01.8	-0.000725728	00:01.8	-8.32E-05
00:01.8	-0.000702437	00:01.8	-8.15E-05
00:01.8	-0.000679457	00:01.8	-8.08E-05
00:01.8	-0.000656771	00:01.8	-8.10E-05
00:01.8	-0.000634368	00:01.8	-8.20E-05
00:01.8	-0.00061228	00:01.8	-8.38E-05
00:01.8	-0.00059054	00:01.8	-8.64E-05
00:01.8	-0.000569132	00:01.8	-8.97E-05
00:01.8	-0.000548041	00:01.8	-9.36E-05
00:01.8	-0.000527299	00:01.8	-9.82E-05
00:01.8	-0.00050696	00:01.8	-0.000103422
00:01.8	-0.000487073	00:01.8	-0.000109164
00:01.8	-0.000467708	00:01.8	-0.000115416
00:01.8	-0.000448975	00:01.8	-0.00012214
00:01.8	-0.000430977	00:01.8	-0.000129297
00:01.8	-0.000413763	00:01.8	-0.000136874
00:01.8	-0.000397353	00:01.8	-0.000144901
00:01.8	-0.000381766	00:01.8	-0.000153406
00:01.8	-0.000367018	00:01.8	-0.000162366
00:01.8	-0.000353121	00:01.8	-0.000171736
00:01.8	-0.000340088	00:01.8	-0.000181493
00:01.8	-0.000327927	00:01.8	-0.000191663
00:01.8	-0.000316643	00:01.8	-0.000202265
00:01.8	-0.000306241	00:01.8	-0.000213295
00:01.8	-0.000296724	00:01.8	-0.000224769
00:01.8	-0.00028809	00:01.8	-0.000236699
00:01.8	-0.000280361	00:01.8	-0.000249049
00:01.8	-0.000273601	00:01.8	-0.000261785
00:01.8	-0.00026789	00:01.8	-0.000274916
00:01.8	-0.000263324	00:01.8	-0.000288451
00:01.8	-0.000260036	00:01.8	-0.000302349
00:01.8	-0.000258146	00:01.8	-0.000316572
00:01.8	-0.000257695	00:01.8	-0.000331148
00:01.8	-0.000258646	00:01.8	-0.00034615
00:01.8	-0.000260941	00:01.8	-0.000361599
00:01.8	-0.000264518	00:01.8	-0.000377462
00:01.8	-0.000269318	00:01.8	-0.000393756
00:01.8	-0.000275306	00:01.8	-0.000410539
00:01.8	-0.000282489	00:01.8	-0.000427817
00:01.8	-0.000290872	00:01.8	-0.000445546
00:01.8	-0.00030041	00:01.8	-0.000463731
00:01.8	-0.000311034	00:01.8	-0.000482441
00:01.8	-0.000322697	00:01.8	-0.000501738
00:01.8	-0.000335424	00:01.8	-0.000521632
00:01.8	-0.000349302	00:01.8	-0.000542129
00:01.8	-0.000364432	00:01.8	-0.000563254
00:01.8	-0.000380902	00:01.8	-0.000584981
00:01.8	-0.000398794	00:01.8	-0.000607215
00:01.8	-0.000418153	00:01.8	-0.000629863
00:01.8	-0.000438948	00:01.8	-0.000652904
00:01.8	-0.000461075	00:01.8	-0.000676363
00:01.8	-0.000484412	00:01.8	-0.000700215
00:01.8	-0.000508835	00:01.8	-0.000724385
00:01.8	-0.000534229	00:01.8	-0.000748827
00:01.8	-0.00056048	00:01.8	-0.000773493
00:01.8	-0.000587499	00:01.8	-0.00079829
00:01.8	-0.000615249	00:01.8	-0.000823131
00:01.8	-0.000643687	00:01.8	-0.000847975
00:01.8	-0.000672751	00:01.8	-0.000872785
00:01.8	-0.000702423	00:01.8	-0.000897478
00:01.8	-0.000732728	00:01.8	-0.000921952
00:01.8	-0.000763641	00:01.8	-0.000946108
00:01.8	-0.000795065	00:01.8	-0.000969856
00:01.8	-0.000826908	00:01.8	-0.000993109
00:01.8	-0.000859148	00:01.8	-0.00101578
00:01.8	-0.000891806	00:01.8	-0.00103781
00:01.8	-0.000924879	00:01.8	-0.00105911
00:01.8	-0.000958359	00:01.8	-0.00107962
00:01.8	-0.000992256	00:01.8	-0.00109927
00:01.8	-0.00102653	00:01.8	-0.00111802
00:01.8	-0.00106108	00:01.8	-0.0011358
00:01.8	-0.0010958	00:01.8	-0.00115258
00:01.8	-0.00113066	00:01.8	-0.00116832
00:01.8	-0.00116569	00:01.8	-0.00118308
00:01.8	-0.00120093	00:01.8	-0.00119698
00:01.8	-0.00123635	00:01.8	-0.00121013
00:01.8	-0.00127194	00:01.8	-0.00122256
00:01.8	-0.00130772	00:01.8	-0.00123425
00:01.8	-0.00134374	00:01.8	-0.00124526
00:01.8	-0.00138002	00:01.8	-0.00125564
00:01.8	-0.0014166	00:01.8	-0.00126544
00:01.8	-0.0014535	00:01.8	-0.00127463
00:01.8	-0.00149075	00:01.8	-0.00128324
00:01.8	-0.00152833	00:01.8	-0.00129137
00:01.8	-0.0015662	00:01.8	-0.00129913
00:01.8	-0.00160428	00:01.8	-0.0013066
00:01.8	-0.00164257	00:01.8	-0.00131381
00:01.8	-0.00168106	00:01.8	-0.00132077
00:01.8	-0.00171969	00:01.8	-0.00132748
00:01.8	-0.00175838	00:01.8	-0.00133395
00:01.8	-0.00179714	00:01.8	-0.00134015
00:01.8	-0.00183595	00:01.8	-0.00134604
00:01.8	-0.00187473	00:01.8	-0.00135163
00:01.8	-0.00191342	00:01.8	-0.00135698
00:01.8	-0.00195202	00:01.8	-0.00136207
00:01.8	-0.00199052	00:01.8	-0.00136685
00:01.8	-0.00202893	00:01.8	-0.00137123
00:01.9	-0.00206725	00:01.9	-0.00137512
00:01.9	-0.00210548	00:01.9	-0.00137846
00:01.9	-0.00214358	00:01.9	-0.0013812
00:01.9	-0.00218148	00:01.9	-0.00138335
00:01.9	-0.00221911	00:01.9	-0.001385
00:01.9	-0.00225641	00:01.9	-0.00138616
00:01.9	-0.00229331	00:01.9	-0.00138679
00:01.9	-0.00232962	00:01.9	-0.00138682
00:01.9	-0.0023652	00:01.9	-0.00138618
00:01.9	-0.00239987	00:01.9	-0.00138481
00:01.9	-0.0024335	00:01.9	-0.00138269
00:01.9	-0.00246605	00:01.9	-0.00137984
00:01.9	-0.00249753	00:01.9	-0.00137627
00:01.9	-0.00252798	00:01.9	-0.00137196
00:01.9	-0.00255745	00:01.9	-0.00136686
00:01.9	-0.00258595	00:01.9	-0.00136095
00:01.9	-0.00261342	00:01.9	-0.00135427
00:01.9	-0.00263976	00:01.9	-0.00134684
00:01.9	-0.00266491	00:01.9	-0.00133865
00:01.9	-0.00268879	00:01.9	-0.00132966
00:01.9	-0.00271134	00:01.9	-0.00131983
00:01.9	-0.00273251	00:01.9	-0.00130915
00:01.9	-0.00275235	00:01.9	-0.00129757
00:01.9	-0.00277091	00:01.9	-0.0012851
00:01.9	-0.00278816	00:01.9	-0.00127169
00:01.9	-0.0028041	00:01.9	-0.00125735
00:01.9	-0.00281868	00:01.9	-0.00124207
00:01.9	-0.0028319	00:01.9	-0.00122582
00:01.9	-0.0028437	00:01.9	-0.00120862
00:01.9	-0.00285402	00:01.9	-0.00119046
00:01.9	-0.00286286	00:01.9	-0.00117135
00:01.9	-0.00287026	00:01.9	-0.00115128
00:01.9	-0.00287624	00:01.9	-0.00113026
00:01.9	-0.0028808	00:01.9	-0.00110831
00:01.9	-0.00288403	00:01.9	-0.00108544
00:01.9	-0.00288596	00:01.9	-0.00106168
00:01.9	-0.00288661	00:01.9	-0.00103714
00:01.9	-0.00288592	00:01.9	-0.00101196
00:01.9	-0.00288387	00:01.9	-0.000986256
00:01.9	-0.00288054	00:01.9	-0.000960035
00:01.9	-0.0028759	00:01.9	-0.000933299
00:01.9	-0.00286992	00:01.9	-0.000906051
00:01.9	-0.00286262	00:01.9	-0.000878294
00:01.9	-0.00285403	00:01.9	-0.000850057
00:01.9	-0.00284418	00:01.9	-0.000821439
00:01.9	-0.00283302	00:01.9	-0.000792579
00:01.9	-0.00282058	00:01.9	-0.000763564
00:01.9	-0.00280691	00:01.9	-0.000734407
00:01.9	-0.00279204	00:01.9	-0.000705097
00:01.9	-0.00277593	00:01.9	-0.000675628
00:01.9	-0.00275858	00:01.9	-0.000645994
00:01.9	-0.00273999	00:01.9	-0.000616191
00:01.9	-0.00272013	00:01.9	-0.000586217
00:01.9	-0.00269893	00:01.9	-0.000556072
00:01.9	-0.00267634	00:01.9	-0.000525758
00:01.9	-0.00265232	00:01.9	-0.000495276
00:01.9	-0.00262682	00:01.9	-0.000464632
00:01.9	-0.00259983	00:01.9	-0.000433832
00:01.9	-0.0025713	00:01.9	-0.000402881
00:01.9	-0.00254123	00:01.9	-0.000371765
00:01.9	-0.0025096	00:01.9	-0.000340425
00:01.9	-0.00247639	00:01.9	-0.000308809
00:01.9	-0.00244164	00:01.9	-0.000276916
00:01.9	-0.0024054	00:01.9	-0.000244746
00:01.9	-0.00236778	00:01.9	-0.000212256
00:01.9	-0.00232886	00:01.9	-0.000179409
00:01.9	-0.0022887	00:01.9	-0.000146217
00:01.9	-0.00224734	00:01.9	-0.000112717
00:01.9	-0.00220478	00:01.9	-7.89E-05
00:01.9	-0.00216111	00:01.9	-4.49E-05
00:01.9	-0.00211639	00:01.9	-1.07E-05
00:01.9	-0.00207064	00:01.9	2.36E-05
00:01.9	-0.00202388	00:01.9	5.81E-05
00:01.9	-0.0019761	00:01.9	9.28E-05
00:01.9	-0.00192733	00:01.9	0.000127685
00:01.9	-0.00187757	00:01.9	0.000162652
00:01.9	-0.00182686	00:01.9	0.000197605
00:01.9	-0.0017753	00:01.9	0.000232486
00:01.9	-0.00172297	00:01.9	0.000267264
00:01.9	-0.0016699	00:01.9	0.000301907
00:01.9	-0.00161615	00:01.9	0.000336386
00:01.9	-0.00156181	00:01.9	0.00037067
00:01.9	-0.00150704	00:01.9	0.000404731
00:01.9	-0.00145195	00:01.9	0.000438539
00:01.9	-0.00139657	00:01.9	0.000472069
00:01.9	-0.00134101	00:01.9	0.000505293
00:01.9	-0.00128541	00:01.9	0.000538186
00:01.9	-0.00122985	00:01.9	0.000570723
00:01.9	-0.00117433	00:01.9	0.00060288
00:01.9	-0.00111886	00:01.9	0.000634635
00:01.9	-0.00106343	00:01.9	0.000665965
00:01.9	-0.00100803	00:01.9	0.000696826
00:01.9	-0.000952629	00:01.9	0.00072713
00:01.9	-0.000897173	00:01.9	0.000756795
00:01.9	-0.000841619	00:01.9	0.000785814
00:01.9	-0.00078605	00:01.9	0.000814249
00:01.9	-0.000730616	00:01.9	0.000842159
00:01.9	-0.000675412	00:01.9	0.00086955
00:01.9	-0.000620482	00:01.9	0.000896409
