 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:01.8	0.00120603	00:01.8	0.000565146
00:01.8	0.00117316	00:01.8	0.000560428
00:01.8	0.00114121	00:01.8	0.000555609
00:01.8	0.00111018	00:01.8	0.000550695
00:01.8	0.00108004	00:01.8	0.000545688
00:01.8	0.00105079	00:01.8	0.000540592
00:01.8	0.00102241	00:01.8	0.00053541
00:01.8	0.000994856	00:01.8	0.000530146
00:01.8	0.00096812	00:01.8	0.000524802
00:01.8	0.000942175	00:01.8	0.000519378
00:01.8	0.000916994	00:01.8	0.000513873
00:01.8	0.000892554	00:01.8	0.000508286
00:01.8	0.000868827	00:01.8	0.000502617
00:01.8	0.00084579	00:01.8	0.000496869
00:01.8	0.000823418	00:01.8	0.000491044
00:01.8	0.00080169	00:01.8	0.000485148
00:01.8	0.000780581	00:01.8	0.000479187
00:01.8	0.000760067	00:01.8	0.000473168
00:01.8	0.000740121	00:01.8	0.000467098
00:01.8	0.00072072	00:01.8	0.000460984
00:01.8	0.000701838	00:01.8	0.000454832
00:01.8	0.000683447	00:01.8	0.000448647
00:01.8	0.00066552	00:01.8	0.000442436
00:01.8	0.000648027	00:01.8	0.000436201
00:01.8	0.000630936	00:01.8	0.000429948
00:01.8	0.000614215	00:01.8	0.000423677
00:01.8	0.000597834	00:01.8	0.000417386
00:01.8	0.000581765	00:01.8	0.000411068
00:01.8	0.000565985	00:01.8	0.000404716
00:01.8	0.000550476	00:01.8	0.000398323
00:01.8	0.000535224	00:01.8	0.000391883
00:01.8	0.000520219	00:01.8	0.00038539
00:01.8	0.000505455	00:01.8	0.000378841
00:01.8	0.000490929	00:01.8	0.000372234
00:01.8	0.000476638	00:01.8	0.000365562
00:01.8	0.00046258	00:01.8	0.000358817
00:01.8	0.00044875	00:01.8	0.000351991
00:01.8	0.000435141	00:01.8	0.000345075
00:01.8	0.000421742	00:01.8	0.000338064
00:01.8	0.000408539	00:01.8	0.000330951
00:01.8	0.000395518	00:01.8	0.000323733
00:01.8	0.000382663	00:01.8	0.000316405
00:01.8	0.000369962	00:01.8	0.000308965
00:01.8	0.000357404	00:01.8	0.000301411
00:01.8	0.000344982	00:01.8	0.000293742
00:01.8	0.000332688	00:01.8	0.000285958
00:01.8	0.000320519	00:01.8	0.00027806
00:01.8	0.000308471	00:01.8	0.000270048
00:01.8	0.000296545	00:01.8	0.000261925
00:01.8	0.000284739	00:01.8	0.000253691
00:01.8	0.000273053	00:01.8	0.000245346
00:01.8	0.000261483	00:01.8	0.000236887
00:01.8	0.000250024	00:01.8	0.000228316
00:01.8	0.000238669	00:01.8	0.00021963
00:01.8	0.000227411	00:01.8	0.000210833
00:01.8	0.000216244	00:01.8	0.000201926
00:01.8	0.000205161	00:01.8	0.000192912
00:01.8	0.000194155	00:01.8	0.000183795
00:01.8	0.000183221	00:01.8	0.00017458
00:01.8	0.000172353	00:01.8	0.000165271
00:01.8	0.000161545	00:01.8	0.000155874
00:01.8	0.000150791	00:01.8	0.000146396
00:01.8	0.00014009	00:01.8	0.000136845
00:01.8	0.000129439	00:01.8	0.000127227
00:01.8	0.000118838	00:01.8	0.00011755
00:01.8	0.000108288	00:01.8	0.000107823
00:01.8	9.78E-05	00:01.8	9.81E-05
00:01.8	8.74E-05	00:01.8	8.83E-05
00:01.8	7.70E-05	00:01.8	7.84E-05
00:01.8	6.67E-05	00:01.8	6.86E-05
00:01.8	5.64E-05	00:01.8	5.87E-05
00:01.8	4.62E-05	00:01.8	4.88E-05
00:01.8	3.62E-05	00:01.8	3.90E-05
00:01.8	2.62E-05	00:01.8	2.91E-05
00:01.8	1.63E-05	00:01.8	1.92E-05
00:01.8	6.46E-06	00:01.8	9.34E-06
00:01.8	-3.22E-06	00:01.8	-5.18E-07
00:01.8	-1.28E-05	00:01.8	-1.04E-05
00:01.8	-2.22E-05	00:01.8	-2.02E-05
00:01.8	-3.15E-05	00:01.8	-2.99E-05
00:01.8	-4.07E-05	00:01.8	-3.96E-05
00:01.8	-4.97E-05	00:01.8	-4.93E-05
00:01.8	-5.86E-05	00:01.8	-5.89E-05
00:01.8	-6.72E-05	00:01.8	-6.84E-05
00:01.8	-7.57E-05	00:01.8	-7.78E-05
00:01.8	-8.40E-05	00:01.8	-8.71E-05
00:01.8	-9.21E-05	00:01.8	-9.64E-05
00:01.8	-1.00E-04	00:01.8	-0.000105497
00:01.9	-0.000107661	00:01.9	-0.000114517
00:01.9	-0.00011517	00:01.9	-0.000123422
00:01.9	-0.000122488	00:01.9	-0.000132199
00:01.9	-0.00012962	00:01.9	-0.000140839
00:01.9	-0.000136572	00:01.9	-0.000149328
00:01.9	-0.000143352	00:01.9	-0.000157657
00:01.9	-0.000149974	00:01.9	-0.000165812
00:01.9	-0.000156452	00:01.9	-0.000173784
00:01.9	-0.000162799	00:01.9	-0.000181562
00:01.9	-0.000169027	00:01.9	-0.000189137
00:01.9	-0.000175149	00:01.9	-0.0001965
00:01.9	-0.000181174	00:01.9	-0.000203651
00:01.9	-0.000187114	00:01.9	-0.000210589
00:01.9	-0.00019298	00:01.9	-0.00021732
00:01.9	-0.000198784	00:01.9	-0.000223846
00:01.9	-0.00020454	00:01.9	-0.000230169
00:01.9	-0.000210261	00:01.9	-0.000236288
00:01.9	-0.000215961	00:01.9	-0.000242202
00:01.9	-0.000221654	00:01.9	-0.000247906
00:01.9	-0.000227356	00:01.9	-0.000253393
00:01.9	-0.000233081	00:01.9	-0.000258658
00:01.9	-0.000238842	00:01.9	-0.000263694
00:01.9	-0.000244651	00:01.9	-0.000268496
00:01.9	-0.000250517	00:01.9	-0.000273058
00:01.9	-0.000256451	00:01.9	-0.000277375
00:01.9	-0.000262462	00:01.9	-0.00028144
00:01.9	-0.000268556	00:01.9	-0.000285244
00:01.9	-0.000274741	00:01.9	-0.000288781
00:01.9	-0.000281022	00:01.9	-0.000292045
00:01.9	-0.000287404	00:01.9	-0.000295032
00:01.9	-0.000293892	00:01.9	-0.000297742
00:01.9	-0.000300489	00:01.9	-0.000300173
00:01.9	-0.000307199	00:01.9	-0.000302321
00:01.9	-0.000314023	00:01.9	-0.000304185
00:01.9	-0.000320965	00:01.9	-0.000305759
00:01.9	-0.000328024	00:01.9	-0.000307038
00:01.9	-0.000335203	00:01.9	-0.000308016
00:01.9	-0.000342502	00:01.9	-0.000308689
00:01.9	-0.000349921	00:01.9	-0.000309053
00:01.9	-0.000357459	00:01.9	-0.000309106
00:01.9	-0.000365118	00:01.9	-0.000308842
00:01.9	-0.000372895	00:01.9	-0.000308257
00:01.9	-0.000380789	00:01.9	-0.000307346
00:01.9	-0.000388801	00:01.9	-0.000306102
00:01.9	-0.000396927	00:01.9	-0.000304523
00:01.9	-0.000405167	00:01.9	-0.000302606
00:01.9	-0.00041352	00:01.9	-0.000300349
00:01.9	-0.000421985	00:01.9	-0.000297752
00:01.9	-0.000430567	00:01.9	-0.000294816
00:01.9	-0.000439273	00:01.9	-0.000291544
00:01.9	-0.000448112	00:01.9	-0.000287944
00:01.9	-0.00045709	00:01.9	-0.000284023
00:01.9	-0.000466218	00:01.9	-0.000279791
00:01.9	-0.000475503	00:01.9	-0.000275258
00:01.9	-0.000484957	00:01.9	-0.000270434
00:01.9	-0.000494588	00:01.9	-0.000265329
00:01.9	-0.000504403	00:01.9	-0.000259953
00:01.9	-0.000514409	00:01.9	-0.000254318
00:01.9	-0.000524611	00:01.9	-0.000248433
00:01.9	-0.000535012	00:01.9	-0.00024231
00:01.9	-0.000545616	00:01.9	-0.000235959
00:01.9	-0.000556425	00:01.9	-0.000229394
00:01.9	-0.000567439	00:01.9	-0.000222623
00:01.9	-0.000578658	00:01.9	-0.00021566
00:01.9	-0.000590085	00:01.9	-0.000208516
00:01.9	-0.000601721	00:01.9	-0.000201204
00:01.9	-0.000613572	00:01.9	-0.00019374
00:01.9	-0.000625646	00:01.9	-0.000186142
00:01.9	-0.000637955	00:01.9	-0.000178424
00:01.9	-0.000650515	00:01.9	-0.000170602
00:01.9	-0.000663337	00:01.9	-0.000162687
00:01.9	-0.000676436	00:01.9	-0.000154689
00:01.9	-0.000689819	00:01.9	-0.000146617
00:01.9	-0.000703494	00:01.9	-0.000138482
00:01.9	-0.000717467	00:01.9	-0.000130291
00:01.9	-0.000731743	00:01.9	-0.000122056
00:01.9	-0.000746326	00:01.9	-0.000113785
00:01.9	-0.000761221	00:01.9	-0.000105487
00:01.9	-0.000776424	00:01.9	-9.72E-05
00:01.9	-0.000791934	00:01.9	-8.88E-05
00:01.9	-0.000807742	00:01.9	-8.05E-05
00:01.9	-0.000823842	00:01.9	-7.22E-05
00:01.9	-0.000840226	00:01.9	-6.39E-05
00:01.9	-0.000856884	00:01.9	-5.57E-05
00:01.9	-0.000873804	00:01.9	-4.74E-05
00:01.9	-0.000890976	00:01.9	-3.92E-05
00:01.9	-0.000908389	00:01.9	-3.11E-05
00:01.9	-0.000926035	00:01.9	-2.31E-05
00:01.9	-0.000943903	00:01.9	-1.51E-05
00:01.9	-0.000961985	00:01.9	-7.22E-06
00:01.9	-0.00098027	00:01.9	5.78E-07
00:01.9	-0.000998747	00:01.9	8.28E-06
00:01.9	-0.0010174	00:01.9	1.59E-05
00:01.9	-0.00103623	00:01.9	2.34E-05
00:01.9	-0.00105521	00:01.9	3.07E-05
00:01.9	-0.00107433	00:01.9	3.80E-05
00:01.9	-0.00109359	00:01.9	4.52E-05
00:01.9	-0.00111297	00:01.9	5.22E-05
00:01.9	-0.00113247	00:01.9	5.91E-05
00:02.0	-0.00115207	00:02.0	6.58E-05
00:02.0	-0.00117176	00:02.0	7.24E-05
00:02.0	-0.00119153	00:02.0	7.89E-05
00:02.0	-0.00121137	00:02.0	8.52E-05
00:02.0	-0.00123128	00:02.0	9.14E-05
00:02.0	-0.00125124	00:02.0	9.74E-05
00:02.0	-0.00127124	00:02.0	0.000103278
00:02.0	-0.00129127	00:02.0	0.000108972
00:02.0	-0.00131132	00:02.0	0.0001145
00:02.0	-0.00133136	00:02.0	0.000119862
00:02.0	-0.00135137	00:02.0	0.00012506
00:02.0	-0.00137133	00:02.0	0.000130095
00:02.0	-0.00139123	00:02.0	0.000134972
00:02.0	-0.00141104	00:02.0	0.000139694
00:02.0	-0.00143073	00:02.0	0.000144262
00:02.0	-0.00145031	00:02.0	0.000148679
00:02.0	-0.00146974	00:02.0	0.000152947
00:02.0	-0.00148901	00:02.0	0.000157069
00:02.0	-0.00150811	00:02.0	0.000161047
00:02.0	-0.00152701	00:02.0	0.000164881
00:02.0	-0.00154572	00:02.0	0.000168573
00:02.0	-0.0015642	00:02.0	0.000172126
00:02.0	-0.00158245	00:02.0	0.000175539
00:02.0	-0.00160045	00:02.0	0.000178813
00:02.0	-0.0016182	00:02.0	0.000181943
00:02.0	-0.00163566	00:02.0	0.000184927
00:02.0	-0.00165284	00:02.0	0.000187759
00:02.0	-0.0016697	00:02.0	0.000190436
00:02.0	-0.00168623	00:02.0	0.000192956
00:02.0	-0.0017024	00:02.0	0.000195314
00:02.0	-0.0017182	00:02.0	0.000197509
00:02.0	-0.00173361	00:02.0	0.000199538
00:02.0	-0.00174862	00:02.0	0.000201401
00:02.0	-0.00176322	00:02.0	0.000203096
00:02.0	-0.0017774	00:02.0	0.000204622
00:02.0	-0.00179115	00:02.0	0.000205979
00:02.0	-0.00180448	00:02.0	0.000207166
00:02.0	-0.00181737	00:02.0	0.000208185
00:02.0	-0.00182982	00:02.0	0.000209034
00:02.0	-0.00184181	00:02.0	0.000209717
00:02.0	-0.00185333	00:02.0	0.000210233
00:02.0	-0.00186437	00:02.0	0.000210582
00:02.0	-0.00187493	00:02.0	0.000210762
00:02.0	-0.00188499	00:02.0	0.000210771
00:02.0	-0.00189454	00:02.0	0.000210612
00:02.0	-0.00190357	00:02.0	0.000210288
00:02.0	-0.00191206	00:02.0	0.000209801
00:02.0	-0.00192002	00:02.0	0.000209154
00:02.0	-0.00192743	00:02.0	0.000208348
00:02.0	-0.00193428	00:02.0	0.00020738
00:02.0	-0.00194058	00:02.0	0.000206251
00:02.0	-0.00194631	00:02.0	0.00020496
00:02.0	-0.00195147	00:02.0	0.000203509
00:02.0	-0.00195605	00:02.0	0.000201898
00:02.0	-0.00196007	00:02.0	0.000200129
00:02.0	-0.00196351	00:02.0	0.000198207
00:02.0	-0.00196639	00:02.0	0.000196139
00:02.0	-0.00196871	00:02.0	0.000193932
00:02.0	-0.00197047	00:02.0	0.000191593
00:02.0	-0.00197167	00:02.0	0.000189128
00:02.0	-0.00197232	00:02.0	0.000186539
00:02.0	-0.00197244	00:02.0	0.000183829
00:02.0	-0.00197202	00:02.0	0.000181003
00:02.0	-0.00197107	00:02.0	0.000178068
00:02.0	-0.00196961	00:02.0	0.000175033
00:02.0	-0.00196764	00:02.0	0.000171912
00:02.0	-0.00196518	00:02.0	0.00016872
00:02.0	-0.00196224	00:02.0	0.000165474
00:02.0	-0.00195882	00:02.0	0.000162189
00:02.0	-0.00195496	00:02.0	0.000158883
00:02.0	-0.00195067	00:02.0	0.000155573
00:02.0	-0.00194597	00:02.0	0.00015228
00:02.0	-0.00194088	00:02.0	0.000149022
00:02.0	-0.00193541	00:02.0	0.00014582
00:02.0	-0.0019296	00:02.0	0.000142692
00:02.0	-0.00192347	00:02.0	0.000139659
00:02.0	-0.00191704	00:02.0	0.000136739
00:02.0	-0.00191034	00:02.0	0.000133952
00:02.0	-0.00190339	00:02.0	0.000131316
00:02.0	-0.00189622	00:02.0	0.000128846
00:02.0	-0.00188885	00:02.0	0.000126556
00:02.0	-0.00188132	00:02.0	0.000124459
00:02.0	-0.00187364	00:02.0	0.000122566
00:02.0	-0.00186585	00:02.0	0.000120886
00:02.0	-0.00185797	00:02.0	0.000119425
00:02.0	-0.00185003	00:02.0	0.000118188
00:02.0	-0.00184206	00:02.0	0.000117177
00:02.0	-0.00183408	00:02.0	0.000116388
00:02.0	-0.00182612	00:02.0	0.000115819
00:02.0	-0.00181821	00:02.0	0.000115468
00:02.0	-0.00181036	00:02.0	0.000115331
00:02.0	-0.00180259	00:02.0	0.000115408
00:02.0	-0.00179493	00:02.0	0.0001157
00:02.0	-0.00178738	00:02.0	0.000116205
00:02.0	-0.00177996	00:02.0	0.000116921
00:02.0	-0.00177268	00:02.0	0.000117847
00:02.0	-0.00176554	00:02.0	0.00011898
00:02.0	-0.00175856	00:02.0	0.000120313
00:02.0	-0.00175174	00:02.0	0.000121844
00:02.0	-0.00174511	00:02.0	0.000123567
00:02.1	-0.00173868	00:02.1	0.000125474
00:02.1	-0.00173245	00:02.1	0.00012756
00:02.1	-0.00172646	00:02.1	0.000129817
00:02.1	-0.00172071	00:02.1	0.000132235
00:02.1	-0.00171522	00:02.1	0.0001348
00:02.1	-0.00171001	00:02.1	0.000137493
00:02.1	-0.00170508	00:02.1	0.000140295
00:02.1	-0.00170044	00:02.1	0.000143189
00:02.1	-0.00169608	00:02.1	0.000146157
00:02.1	-0.001692	00:02.1	0.000149186
00:02.1	-0.00168819	00:02.1	0.000152264
00:02.1	-0.00168466	00:02.1	0.000155381
00:02.1	-0.00168139	00:02.1	0.000158527
00:02.1	-0.00167839	00:02.1	0.000161689
00:02.1	-0.00167564	00:02.1	0.000164859
00:02.1	-0.00167315	00:02.1	0.000168026
00:02.1	-0.00167091	00:02.1	0.00017118
00:02.1	-0.00166892	00:02.1	0.000174312
00:02.1	-0.00166718	00:02.1	0.000177413
00:02.1	-0.00166569	00:02.1	0.000180475
00:02.1	-0.00166443	00:02.1	0.000183487
00:02.1	-0.00166342	00:02.1	0.000186443
00:02.1	-0.00166263	00:02.1	0.000189331
00:02.1	-0.00166206	00:02.1	0.000192141
00:02.1	-0.00166172	00:02.1	0.000194861
00:02.1	-0.00166158	00:02.1	0.00019748
00:02.1	-0.00166166	00:02.1	0.00019999
00:02.1	-0.00166194	00:02.1	0.000202388
00:02.1	-0.00166241	00:02.1	0.000204668
00:02.1	-0.00166307	00:02.1	0.000206824
00:02.1	-0.00166391	00:02.1	0.000208847
00:02.1	-0.00166494	00:02.1	0.000210725
00:02.1	-0.00166613	00:02.1	0.00021245
00:02.1	-0.0016675	00:02.1	0.000214014
00:02.1	-0.00166903	00:02.1	0.000215412
00:02.1	-0.00167072	00:02.1	0.000216643
00:02.1	-0.00167259	00:02.1	0.000217706
00:02.1	-0.00167462	00:02.1	0.000218598
00:02.1	-0.00167682	00:02.1	0.000219314
00:02.1	-0.00167919	00:02.1	0.00021985
00:02.1	-0.00168174	00:02.1	0.000220205
00:02.1	-0.00168446	00:02.1	0.000220374
00:02.1	-0.00168736	00:02.1	0.000220357
00:02.1	-0.00169043	00:02.1	0.00022015
00:02.1	-0.00169368	00:02.1	0.000219748
00:02.1	-0.00169711	00:02.1	0.000219146
00:02.1	-0.00170072	00:02.1	0.000218339
00:02.1	-0.00170452	00:02.1	0.000217324
00:02.1	-0.0017085	00:02.1	0.000216098
00:02.1	-0.00171267	00:02.1	0.00021466
00:02.1	-0.00171705	00:02.1	0.000213008
00:02.1	-0.00172164	00:02.1	0.000211143
00:02.1	-0.00172645	00:02.1	0.000209065
00:02.1	-0.0017315	00:02.1	0.000206777
00:02.1	-0.00173681	00:02.1	0.00020428
00:02.1	-0.00174239	00:02.1	0.000201577
00:02.1	-0.00174825	00:02.1	0.000198673
00:02.1	-0.00175442	00:02.1	0.000195571
00:02.1	-0.00176089	00:02.1	0.000192277
00:02.1	-0.00176769	00:02.1	0.000188795
00:02.1	-0.00177483	00:02.1	0.000185132
00:02.1	-0.0017823	00:02.1	0.000181294
00:02.1	-0.00179011	00:02.1	0.000177288
00:02.1	-0.00179825	00:02.1	0.00017312
00:02.1	-0.00180674	00:02.1	0.000168797
00:02.1	-0.00181557	00:02.1	0.000164322
00:02.1	-0.00182474	00:02.1	0.000159697
00:02.1	-0.00183426	00:02.1	0.000154925
00:02.1	-0.00184414	00:02.1	0.000150004
00:02.1	-0.00185438	00:02.1	0.000144935
00:02.1	-0.001865	00:02.1	0.000139717
00:02.1	-0.00187599	00:02.1	0.000134353
00:02.1	-0.00188736	00:02.1	0.000128841
00:02.1	-0.0018991	00:02.1	0.000123183
00:02.1	-0.00191121	00:02.1	0.000117375
00:02.1	-0.0019237	00:02.1	0.00011142
00:02.1	-0.00193655	00:02.1	0.000105317
00:02.1	-0.00194977	00:02.1	9.91E-05
00:02.1	-0.00196336	00:02.1	9.27E-05
00:02.1	-0.00197731	00:02.1	8.61E-05
00:02.1	-0.00199163	00:02.1	7.94E-05
00:02.1	-0.00200631	00:02.1	7.26E-05
00:02.1	-0.00202135	00:02.1	6.55E-05
00:02.1	-0.00203677	00:02.1	5.83E-05
00:02.1	-0.00205256	00:02.1	5.09E-05
00:02.1	-0.00206874	00:02.1	4.33E-05
00:02.1	-0.00208533	00:02.1	3.55E-05
00:02.1	-0.00210233	00:02.1	2.76E-05
00:02.1	-0.00211978	00:02.1	1.94E-05
00:02.1	-0.00213766	00:02.1	1.09E-05
00:02.1	-0.00215601	00:02.1	2.26E-06
00:02.1	-0.00217483	00:02.1	-6.66E-06
00:02.1	-0.00219414	00:02.1	-1.59E-05
00:02.1	-0.00221395	00:02.1	-2.53E-05
00:02.1	-0.00223427	00:02.1	-3.51E-05
00:02.1	-0.00225513	00:02.1	-4.52E-05
00:02.1	-0.00227652	00:02.1	-5.56E-05
00:02.1	-0.00229848	00:02.1	-6.64E-05
00:02.1	-0.00232102	00:02.1	-7.75E-05
00:02.1	-0.00234415	00:02.1	-8.90E-05
00:02.1	-0.00236789	00:02.1	-0.000100795
00:02.2	-0.00239227	00:02.2	-0.000113022
00:02.2	-0.00241732	00:02.2	-0.000125645
00:02.2	-0.00244307	00:02.2	-0.000138673
00:02.2	-0.00246954	00:02.2	-0.000152113
00:02.2	-0.00249677	00:02.2	-0.000165975
00:02.2	-0.00252478	00:02.2	-0.000180263
00:02.2	-0.00255361	00:02.2	-0.000194985
00:02.2	-0.00258329	00:02.2	-0.000210148
00:02.2	-0.00261382	00:02.2	-0.00022576
00:02.2	-0.00264525	00:02.2	-0.000241831
00:02.2	-0.00267759	00:02.2	-0.000258368
00:02.2	-0.00271085	00:02.2	-0.000275384
00:02.2	-0.00274507	00:02.2	-0.000292887
00:02.2	-0.00278026	00:02.2	-0.00031089
00:02.2	-0.00281645	00:02.2	-0.000329409
00:02.2	-0.00285366	00:02.2	-0.000348463
00:02.2	-0.00289191	00:02.2	-0.000368071
00:02.2	-0.00293123	00:02.2	-0.00038825
00:02.2	-0.00297165	00:02.2	-0.000409019
00:02.2	-0.0030132	00:02.2	-0.00043039
00:02.2	-0.00305589	00:02.2	-0.000452376
00:02.2	-0.00309976	00:02.2	-0.000474983
00:02.2	-0.00314483	00:02.2	-0.000498217
00:02.2	-0.00319113	00:02.2	-0.000522088
00:02.2	-0.00323868	00:02.2	-0.000546604
00:02.2	-0.0032875	00:02.2	-0.000571775
00:02.2	-0.0033376	00:02.2	-0.000597608
00:02.2	-0.003389	00:02.2	-0.00062411
00:02.2	-0.00344171	00:02.2	-0.000651281
00:02.2	-0.00349575	00:02.2	-0.000679124
00:02.2	-0.00355113	00:02.2	-0.000707642
00:02.2	-0.00360785	00:02.2	-0.000736833
00:02.2	-0.00366593	00:02.2	-0.000766696
00:02.2	-0.00372539	00:02.2	-0.000797226
00:02.2	-0.00378623	00:02.2	-0.000828415
00:02.2	-0.00384847	00:02.2	-0.000860253
00:02.2	-0.00391211	00:02.2	-0.000892728
00:02.2	-0.00397717	00:02.2	-0.000925825
00:02.2	-0.00404365	00:02.2	-0.000959533
00:02.2	-0.00411157	00:02.2	-0.000993835
00:02.2	-0.00418091	00:02.2	-0.00102872
00:02.2	-0.0042517	00:02.2	-0.00106415
00:02.2	-0.00432392	00:02.2	-0.00110013
00:02.2	-0.00439759	00:02.2	-0.00113661
00:02.2	-0.0044727	00:02.2	-0.00117359
00:02.2	-0.00454925	00:02.2	-0.00121102
00:02.2	-0.00462722	00:02.2	-0.00124888
00:02.2	-0.00470661	00:02.2	-0.00128714
00:02.2	-0.00478741	00:02.2	-0.00132578
00:02.2	-0.00486962	00:02.2	-0.00136477
00:02.2	-0.00495322	00:02.2	-0.00140406
00:02.2	-0.0050382	00:02.2	-0.00144363
00:02.2	-0.00512454	00:02.2	-0.00148344
00:02.2	-0.00521222	00:02.2	-0.00152343
00:02.2	-0.00530121	00:02.2	-0.00156358
00:02.2	-0.00539149	00:02.2	-0.00160384
00:02.2	-0.005483	00:02.2	-0.00164416
00:02.2	-0.00557572	00:02.2	-0.00168449
00:02.2	-0.0056696	00:02.2	-0.0017248
00:02.2	-0.00576458	00:02.2	-0.00176502
00:02.2	-0.00586061	00:02.2	-0.00180512
00:02.2	-0.00595763	00:02.2	-0.00184503
00:02.2	-0.00605556	00:02.2	-0.00188472
00:02.2	-0.00615435	00:02.2	-0.00192412
00:02.2	-0.00625392	00:02.2	-0.0019632
00:02.2	-0.00635422	00:02.2	-0.0020019
00:02.2	-0.00645518	00:02.2	-0.00204018
00:02.2	-0.00655672	00:02.2	-0.00207799
00:02.2	-0.00665878	00:02.2	-0.00211527
00:02.2	-0.00676129	00:02.2	-0.00215198
00:02.2	-0.00686415	00:02.2	-0.00218808
00:02.2	-0.00696731	00:02.2	-0.0022235
00:02.2	-0.00707068	00:02.2	-0.00225821
00:02.2	-0.00717417	00:02.2	-0.00229215
00:02.2	-0.0072777	00:02.2	-0.00232528
00:02.2	-0.00738117	00:02.2	-0.00235754
00:02.2	-0.0074845	00:02.2	-0.00238891
00:02.2	-0.00758759	00:02.2	-0.00241933
00:02.2	-0.00769032	00:02.2	-0.00244876
00:02.2	-0.00779261	00:02.2	-0.00247714
00:02.2	-0.00789435	00:02.2	-0.00250445
00:02.2	-0.00799544	00:02.2	-0.00253062
00:02.2	-0.00809578	00:02.2	-0.00255562
00:02.2	-0.00819525	00:02.2	-0.0025794
00:02.2	-0.00829377	00:02.2	-0.00260193
00:02.2	-0.00839122	00:02.2	-0.00262318
00:02.2	-0.0084875	00:02.2	-0.0026431
00:02.2	-0.0085825	00:02.2	-0.00266166
00:02.2	-0.00867611	00:02.2	-0.00267884
00:02.2	-0.00876823	00:02.2	-0.0026946
00:02.2	-0.00885877	00:02.2	-0.00270891
00:02.2	-0.00894762	00:02.2	-0.00272176
00:02.2	-0.00903467	00:02.2	-0.00273313
00:02.2	-0.00911983	00:02.2	-0.002743
00:02.2	-0.009203	00:02.2	-0.00275135
00:02.2	-0.00928407	00:02.2	-0.00275815
00:02.2	-0.00936293	00:02.2	-0.00276341
00:02.2	-0.0094395	00:02.2	-0.00276711
00:02.2	-0.00951366	00:02.2	-0.00276924
00:02.3	-0.00958534	00:02.3	-0.0027698
00:02.3	-0.00965443	00:02.3	-0.00276879
00:02.3	-0.00972085	00:02.3	-0.0027662
00:02.3	-0.00978452	00:02.3	-0.00276204
00:02.3	-0.00984535	00:02.3	-0.0027563
00:02.3	-0.00990328	00:02.3	-0.00274898
00:02.3	-0.00995823	00:02.3	-0.00274009
00:02.3	-0.0100101	00:02.3	-0.00272962
00:02.3	-0.0100589	00:02.3	-0.00271759
00:02.3	-0.0101045	00:02.3	-0.00270399
00:02.3	-0.0101468	00:02.3	-0.00268884
00:02.3	-0.0101857	00:02.3	-0.00267213
00:02.3	-0.0102213	00:02.3	-0.00265387
00:02.3	-0.0102533	00:02.3	-0.00263407
00:02.3	-0.0102819	00:02.3	-0.00261274
00:02.3	-0.0103068	00:02.3	-0.00258988
00:02.3	-0.0103281	00:02.3	-0.00256549
00:02.3	-0.0103457	00:02.3	-0.00253957
00:02.3	-0.0103596	00:02.3	-0.00251212
00:02.3	-0.0103697	00:02.3	-0.00248315
00:02.3	-0.010376	00:02.3	-0.00245267
00:02.3	-0.0103785	00:02.3	-0.00242068
00:02.3	-0.0103771	00:02.3	-0.00238719
00:02.3	-0.0103719	00:02.3	-0.00235221
00:02.3	-0.0103627	00:02.3	-0.00231575
00:02.3	-0.0103496	00:02.3	-0.00227782
00:02.3	-0.0103326	00:02.3	-0.00223843
00:02.3	-0.0103116	00:02.3	-0.00219761
00:02.3	-0.0102865	00:02.3	-0.00215538
00:02.3	-0.0102575	00:02.3	-0.00211175
00:02.3	-0.0102245	00:02.3	-0.00206675
00:02.3	-0.0101875	00:02.3	-0.00202042
00:02.3	-0.0101465	00:02.3	-0.00197277
00:02.3	-0.0101015	00:02.3	-0.00192385
00:02.3	-0.0100525	00:02.3	-0.0018737
00:02.3	-0.00999947	00:02.3	-0.00182234
00:02.3	-0.00994252	00:02.3	-0.00176983
00:02.3	-0.00988165	00:02.3	-0.00171619
00:02.3	-0.00981687	00:02.3	-0.00166149
00:02.3	-0.00974822	00:02.3	-0.00160574
00:02.3	-0.00967572	00:02.3	-0.00154901
00:02.3	-0.00959942	00:02.3	-0.00149132
00:02.3	-0.00951935	00:02.3	-0.00143273
00:02.3	-0.00943554	00:02.3	-0.00137327
00:02.3	-0.00934806	00:02.3	-0.001313
00:02.3	-0.00925693	00:02.3	-0.00125196
00:02.3	-0.0091622	00:02.3	-0.0011902
00:02.3	-0.00906394	00:02.3	-0.00112775
00:02.3	-0.00896219	00:02.3	-0.00106466
00:02.3	-0.00885701	00:02.3	-0.00100098
00:02.3	-0.00874847	00:02.3	-0.000936742
00:02.3	-0.00863662	00:02.3	-0.000871995
00:02.3	-0.00852155	00:02.3	-0.000806779
00:02.3	-0.00840332	00:02.3	-0.000741134
00:02.3	-0.00828202	00:02.3	-0.000675104
00:02.3	-0.00815772	00:02.3	-0.000608729
00:02.3	-0.0080305	00:02.3	-0.000542048
00:02.3	-0.00790043	00:02.3	-0.000475104
00:02.3	-0.00776761	00:02.3	-0.000407937
00:02.3	-0.00763211	00:02.3	-0.000340586
