 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:00.2	-0.00254063	00:00.2	-0.00224067
00:00.2	-0.00239602	00:00.2	-0.00211771
00:00.2	-0.00225264	00:00.2	-0.0019961
00:00.2	-0.00211055	00:00.2	-0.00187589
00:00.2	-0.00196981	00:00.2	-0.00175713
00:00.2	-0.00183047	00:00.2	-0.00163985
00:00.2	-0.00169259	00:00.2	-0.0015241
00:00.2	-0.00155623	00:00.2	-0.00140992
00:00.2	-0.00142142	00:00.2	-0.00129734
00:00.2	-0.00128823	00:00.2	-0.00118639
00:00.2	-0.0011567	00:00.2	-0.00107711
00:00.2	-0.00102687	00:00.2	-0.0009695
00:00.2	-0.000898783	00:00.2	-0.000863591
00:00.2	-0.000772468	00:00.2	-0.000759395
00:00.2	-0.000647969	00:00.2	-0.000656925
00:00.2	-0.000525321	00:00.2	-0.000556193
00:00.2	-0.000404557	00:00.2	-0.000457206
00:00.2	-0.000285706	00:00.2	-0.000359973
00:00.2	-0.000168797	00:00.2	-0.000264496
00:00.2	-5.39E-05	00:00.2	-0.000170779
00:00.2	5.91E-05	00:00.2	-7.88E-05
00:00.2	0.000170045	00:00.2	1.14E-05
00:00.2	0.00027896	00:00.2	9.99E-05
00:00.2	0.000385832	00:00.2	0.000186589
00:00.2	0.000490651	00:00.2	0.000271601
00:00.2	0.000593411	00:00.2	0.000354905
00:00.2	0.000694108	00:00.2	0.000436516
00:00.2	0.000792744	00:00.2	0.000516448
00:00.2	0.000889324	00:00.2	0.000594718
00:00.2	0.000983853	00:00.2	0.000671343
00:00.2	0.00107634	00:00.2	0.000746339
00:00.2	0.00116681	00:00.2	0.000819722
00:00.2	0.00125525	00:00.2	0.000891506
00:00.2	0.00134169	00:00.2	0.000961707
00:00.2	0.00142615	00:00.2	0.00103035
00:00.2	0.00150864	00:00.2	0.00109744
00:00.2	0.00158918	00:00.2	0.00116303
00:00.2	0.0016678	00:00.2	0.00122712
00:00.2	0.00174452	00:00.2	0.00128974
00:00.2	0.00181937	00:00.2	0.00135091
00:00.2	0.00189238	00:00.2	0.00141066
00:00.2	0.00196358	00:00.2	0.00146901
00:00.2	0.002033	00:00.2	0.00152598
00:00.2	0.00210066	00:00.2	0.0015816
00:00.2	0.00216661	00:00.2	0.00163589
00:00.2	0.00223086	00:00.2	0.00168889
00:00.2	0.00229345	00:00.2	0.00174061
00:00.2	0.00235441	00:00.2	0.00179108
00:00.2	0.00241377	00:00.2	0.00184033
00:00.2	0.00247155	00:00.2	0.00188839
00:00.2	0.00252777	00:00.2	0.00193526
00:00.2	0.00258247	00:00.2	0.00198099
00:00.2	0.00263569	00:00.2	0.0020256
00:00.2	0.00268746	00:00.2	0.0020691
00:00.2	0.00273782	00:00.2	0.00211154
00:00.2	0.00278681	00:00.2	0.00215293
00:00.2	0.0028345	00:00.2	0.00219331
00:00.2	0.00288091	00:00.2	0.00223271
00:00.2	0.00292609	00:00.2	0.00227115
00:00.2	0.00297009	00:00.2	0.00230866
00:00.2	0.00301295	00:00.2	0.00234527
00:00.2	0.00305473	00:00.2	0.00238102
00:00.2	0.00309546	00:00.2	0.00241592
00:00.3	0.00313518	00:00.3	0.00245
00:00.3	0.00317395	00:00.3	0.00248329
00:00.3	0.00321179	00:00.3	0.00251581
00:00.3	0.00324876	00:00.3	0.00254759
00:00.3	0.00328488	00:00.3	0.00257866
00:00.3	0.00332019	00:00.3	0.00260903
00:00.3	0.00335474	00:00.3	0.00263873
00:00.3	0.00338854	00:00.3	0.00266779
00:00.3	0.00342164	00:00.3	0.00269622
00:00.3	0.00345407	00:00.3	0.00272404
00:00.3	0.00348587	00:00.3	0.00275127
00:00.3	0.00351706	00:00.3	0.00277791
00:00.3	0.00354767	00:00.3	0.00280398
00:00.3	0.00357775	00:00.3	0.00282949
00:00.3	0.00360733	00:00.3	0.00285447
00:00.3	0.00363642	00:00.3	0.00287893
00:00.3	0.00366507	00:00.3	0.00290288
00:00.3	0.00369329	00:00.3	0.00292635
00:00.3	0.0037211	00:00.3	0.00294936
00:00.3	0.00374852	00:00.3	0.00297193
00:00.3	0.00377558	00:00.3	0.00299408
00:00.3	0.00380228	00:00.3	0.00301582
00:00.3	0.00382866	00:00.3	0.00303719
00:00.3	0.00385474	00:00.3	0.00305821
00:00.3	0.00388054	00:00.3	0.00307889
00:00.3	0.00390607	00:00.3	0.00309926
00:00.3	0.00393135	00:00.3	0.00311933
00:00.3	0.00395641	00:00.3	0.00313913
00:00.3	0.00398125	00:00.3	0.00315867
00:00.3	0.0040059	00:00.3	0.00317797
00:00.3	0.00403036	00:00.3	0.00319705
00:00.3	0.00405466	00:00.3	0.00321592
00:00.3	0.0040788	00:00.3	0.00323461
00:00.3	0.0041028	00:00.3	0.00325312
00:00.3	0.00412666	00:00.3	0.00327147
00:00.3	0.0041504	00:00.3	0.00328966
00:00.3	0.004174	00:00.3	0.0033077
00:00.3	0.00419746	00:00.3	0.00332561
00:00.3	0.00422077	00:00.3	0.00334339
00:00.3	0.00424393	00:00.3	0.00336105
00:00.3	0.00426691	00:00.3	0.0033786
00:00.3	0.00428972	00:00.3	0.00339606
00:00.3	0.00431234	00:00.3	0.00341342
00:00.3	0.00433478	00:00.3	0.0034307
00:00.3	0.00435701	00:00.3	0.0034479
00:00.3	0.00437904	00:00.3	0.00346503
00:00.3	0.00440085	00:00.3	0.0034821
00:00.3	0.00442244	00:00.3	0.00349909
00:00.3	0.00444381	00:00.3	0.00351602
00:00.3	0.00446495	00:00.3	0.00353289
00:00.3	0.00448585	00:00.3	0.00354968
00:00.3	0.00450651	00:00.3	0.0035664
00:00.3	0.0045269	00:00.3	0.00358305
00:00.3	0.00454704	00:00.3	0.00359962
00:00.3	0.00456691	00:00.3	0.00361613
00:00.3	0.00458651	00:00.3	0.00363256
00:00.3	0.00460584	00:00.3	0.00364891
00:00.3	0.00462489	00:00.3	0.00366517
00:00.3	0.00464365	00:00.3	0.00368133
00:00.3	0.00466213	00:00.3	0.00369736
00:00.3	0.00468031	00:00.3	0.00371325
00:00.3	0.0046982	00:00.3	0.00372898
00:00.3	0.00471578	00:00.3	0.00374453
00:00.3	0.00473307	00:00.3	0.00375989
00:00.3	0.00475006	00:00.3	0.00377503
00:00.3	0.00476675	00:00.3	0.00378995
00:00.3	0.00478312	00:00.3	0.0038046
00:00.3	0.00479915	00:00.3	0.00381898
00:00.3	0.00481485	00:00.3	0.00383305
00:00.3	0.00483018	00:00.3	0.00384678
00:00.3	0.00484512	00:00.3	0.00386016
00:00.3	0.00485965	00:00.3	0.00387316
00:00.3	0.00487375	00:00.3	0.00388575
00:00.3	0.00488739	00:00.3	0.00389793
00:00.3	0.00490055	00:00.3	0.00390967
00:00.3	0.00491321	00:00.3	0.00392096
00:00.3	0.00492535	00:00.3	0.00393178
00:00.3	0.00493696	00:00.3	0.00394212
00:00.3	0.00494801	00:00.3	0.00395196
00:00.3	0.0049585	00:00.3	0.00396131
00:00.3	0.00496841	00:00.3	0.00397015
00:00.3	0.00497769	00:00.3	0.00397847
00:00.3	0.00498635	00:00.3	0.00398627
00:00.3	0.00499434	00:00.3	0.00399354
00:00.3	0.00500164	00:00.3	0.00400028
00:00.3	0.00500822	00:00.3	0.00400648
00:00.3	0.00501404	00:00.3	0.00401215
00:00.3	0.00501907	00:00.3	0.00401729
00:00.3	0.00502326	00:00.3	0.0040219
00:00.3	0.00502658	00:00.3	0.00402598
00:00.3	0.00502898	00:00.3	0.00402953
00:00.3	0.00503044	00:00.3	0.00403255
00:00.3	0.0050309	00:00.3	0.00403506
00:00.3	0.00503035	00:00.3	0.00403705
00:00.3	0.00502874	00:00.3	0.00403854
00:00.3	0.00502606	00:00.3	0.00403953
00:00.3	0.00502228	00:00.3	0.00404001
00:00.3	0.00501737	00:00.3	0.00404
00:00.3	0.00501131	00:00.3	0.00403949
00:00.3	0.00500407	00:00.3	0.00403849
00:00.3	0.00499561	00:00.3	0.00403699
00:00.4	0.00498591	00:00.4	0.00403499
00:00.4	0.00497494	00:00.4	0.00403251
00:00.4	0.00496266	00:00.4	0.00402954
00:00.4	0.00494905	00:00.4	0.00402608
00:00.4	0.00493408	00:00.4	0.00402214
00:00.4	0.00491775	00:00.4	0.00401773
00:00.4	0.00490002	00:00.4	0.00401285
00:00.4	0.00488089	00:00.4	0.0040075
00:00.4	0.00486034	00:00.4	0.00400171
00:00.4	0.00483835	00:00.4	0.00399548
00:00.4	0.00481493	00:00.4	0.00398885
00:00.4	0.00479007	00:00.4	0.00398182
00:00.4	0.00476378	00:00.4	0.00397444
00:00.4	0.00473605	00:00.4	0.00396672
00:00.4	0.00470689	00:00.4	0.00395868
00:00.4	0.00467631	00:00.4	0.00395035
00:00.4	0.0046443	00:00.4	0.00394175
00:00.4	0.00461089	00:00.4	0.00393289
00:00.4	0.00457608	00:00.4	0.0039238
00:00.4	0.0045399	00:00.4	0.00391449
00:00.4	0.00450237	00:00.4	0.00390499
00:00.4	0.00446351	00:00.4	0.00389531
00:00.4	0.00442334	00:00.4	0.00388547
00:00.4	0.00438191	00:00.4	0.00387549
00:00.4	0.00433923	00:00.4	0.0038654
00:00.4	0.00429535	00:00.4	0.00385521
00:00.4	0.00425032	00:00.4	0.00384496
00:00.4	0.00420419	00:00.4	0.00383467
00:00.4	0.004157	00:00.4	0.00382439
00:00.4	0.00410882	00:00.4	0.00381413
00:00.4	0.0040597	00:00.4	0.00380393
00:00.4	0.00400969	00:00.4	0.00379383
00:00.4	0.00395884	00:00.4	0.00378388
00:00.4	0.00390722	00:00.4	0.00377409
00:00.4	0.00385487	00:00.4	0.00376452
00:00.4	0.00380185	00:00.4	0.00375519
00:00.4	0.00374821	00:00.4	0.00374614
00:00.4	0.003694	00:00.4	0.0037374
00:00.4	0.00363928	00:00.4	0.003729
00:00.4	0.00358411	00:00.4	0.00372097
00:00.4	0.00352855	00:00.4	0.00371335
00:00.4	0.00347265	00:00.4	0.00370616
00:00.4	0.00341647	00:00.4	0.00369943
00:00.4	0.00336009	00:00.4	0.0036932
00:00.4	0.00330354	00:00.4	0.00368749
00:00.4	0.00324689	00:00.4	0.00368232
00:00.4	0.00319021	00:00.4	0.00367773
00:00.4	0.00313354	00:00.4	0.00367373
00:00.4	0.00307694	00:00.4	0.00367034
00:00.4	0.00302047	00:00.4	0.00366761
00:00.4	0.00296418	00:00.4	0.00366554
00:00.4	0.00290812	00:00.4	0.00366416
00:00.4	0.00285233	00:00.4	0.00366349
00:00.4	0.00279688	00:00.4	0.00366357
00:00.4	0.0027418	00:00.4	0.0036644
00:00.4	0.00268716	00:00.4	0.00366602
00:00.4	0.00263301	00:00.4	0.00366844
00:00.4	0.00257942	00:00.4	0.0036717
00:00.4	0.00252642	00:00.4	0.00367581
00:00.4	0.0024741	00:00.4	0.0036808
00:00.4	0.0024225	00:00.4	0.00368668
00:00.4	0.00237167	00:00.4	0.00369348
00:00.4	0.00232169	00:00.4	0.0037012
00:00.4	0.00227259	00:00.4	0.00370986
00:00.4	0.00222444	00:00.4	0.00371948
00:00.4	0.00217728	00:00.4	0.00373006
00:00.4	0.00213117	00:00.4	0.00374161
00:00.4	0.00208615	00:00.4	0.00375415
00:00.4	0.00204225	00:00.4	0.00376769
00:00.4	0.00199953	00:00.4	0.00378222
00:00.4	0.00195801	00:00.4	0.00379774
00:00.4	0.00191772	00:00.4	0.00381427
00:00.4	0.0018787	00:00.4	0.00383179
00:00.4	0.00184097	00:00.4	0.0038503
00:00.4	0.00180458	00:00.4	0.00386977
00:00.4	0.00176954	00:00.4	0.0038902
00:00.4	0.0017359	00:00.4	0.00391157
00:00.4	0.00170368	00:00.4	0.00393385
00:00.4	0.00167292	00:00.4	0.00395702
00:00.4	0.00164364	00:00.4	0.00398107
00:00.4	0.00161586	00:00.4	0.00400596
00:00.4	0.00158962	00:00.4	0.00403168
00:00.4	0.00156493	00:00.4	0.0040582
00:00.4	0.00154181	00:00.4	0.00408551
00:00.4	0.00152029	00:00.4	0.00411357
00:00.4	0.00150037	00:00.4	0.00414236
00:00.4	0.00148209	00:00.4	0.00417187
00:00.4	0.00146545	00:00.4	0.00420207
00:00.4	0.00145046	00:00.4	0.00423293
00:00.4	0.00143716	00:00.4	0.00426443
00:00.4	0.00142555	00:00.4	0.00429655
00:00.4	0.00141565	00:00.4	0.00432926
00:00.4	0.00140747	00:00.4	0.00436253
00:00.4	0.00140102	00:00.4	0.00439634
00:00.4	0.00139634	00:00.4	0.00443066
00:00.4	0.00139342	00:00.4	0.00446547
00:00.4	0.0013923	00:00.4	0.00450073
00:00.4	0.00139297	00:00.4	0.00453642
00:00.4	0.00139547	00:00.4	0.00457252
00:00.5	0.00139979	00:00.5	0.004609
00:00.5	0.00140596	00:00.5	0.00464583
00:00.5	0.00141398	00:00.5	0.00468298
00:00.5	0.00142384	00:00.5	0.00472044
00:00.5	0.00143556	00:00.5	0.00475818
00:00.5	0.00144912	00:00.5	0.00479615
00:00.5	0.00146452	00:00.5	0.00483433
00:00.5	0.00148177	00:00.5	0.00487268
00:00.5	0.00150087	00:00.5	0.00491117
00:00.5	0.00152181	00:00.5	0.00494977
00:00.5	0.00154461	00:00.5	0.00498843
00:00.5	0.00156928	00:00.5	0.00502713
00:00.5	0.00159582	00:00.5	0.00506582
00:00.5	0.00162424	00:00.5	0.00510446
00:00.5	0.00165455	00:00.5	0.00514302
00:00.5	0.00168674	00:00.5	0.00518146
00:00.5	0.00172081	00:00.5	0.00521974
00:00.5	0.00175675	00:00.5	0.00525782
00:00.5	0.00179456	00:00.5	0.00529566
00:00.5	0.00183422	00:00.5	0.00533324
00:00.5	0.0018757	00:00.5	0.00537051
00:00.5	0.001919	00:00.5	0.00540744
00:00.5	0.00196409	00:00.5	0.005444
00:00.5	0.00201095	00:00.5	0.00548016
00:00.5	0.00205956	00:00.5	0.00551588
00:00.5	0.00210989	00:00.5	0.00555113
00:00.5	0.00216192	00:00.5	0.00558589
00:00.5	0.00221565	00:00.5	0.00562014
00:00.5	0.00227105	00:00.5	0.00565385
00:00.5	0.00232811	00:00.5	0.00568699
00:00.5	0.00238681	00:00.5	0.00571954
00:00.5	0.00244713	00:00.5	0.00575148
00:00.5	0.00250905	00:00.5	0.00578278
00:00.5	0.00257254	00:00.5	0.00581342
00:00.5	0.00263756	00:00.5	0.00584338
00:00.5	0.00270409	00:00.5	0.00587262
00:00.5	0.00277207	00:00.5	0.00590114
00:00.5	0.00284148	00:00.5	0.00592891
00:00.5	0.00291225	00:00.5	0.0059559
00:00.5	0.00298434	00:00.5	0.00598209
00:00.5	0.00305771	00:00.5	0.00600745
00:00.5	0.0031323	00:00.5	0.00603197
00:00.5	0.00320806	00:00.5	0.00605563
00:00.5	0.00328495	00:00.5	0.00607841
00:00.5	0.00336293	00:00.5	0.00610029
00:00.5	0.00344196	00:00.5	0.00612126
00:00.5	0.00352198	00:00.5	0.0061413
00:00.5	0.00360296	00:00.5	0.00616038
00:00.5	0.00368486	00:00.5	0.00617849
00:00.5	0.00376762	00:00.5	0.00619562
00:00.5	0.00385118	00:00.5	0.00621174
00:00.5	0.00393551	00:00.5	0.00622685
00:00.5	0.00402053	00:00.5	0.00624092
00:00.5	0.00410618	00:00.5	0.00625394
00:00.5	0.00419241	00:00.5	0.00626588
00:00.5	0.00427914	00:00.5	0.00627672
00:00.5	0.00436631	00:00.5	0.00628646
00:00.5	0.00445384	00:00.5	0.00629507
00:00.5	0.00454169	00:00.5	0.00630254
00:00.5	0.00462978	00:00.5	0.00630886
00:00.5	0.00471805	00:00.5	0.00631402
00:00.5	0.00480645	00:00.5	0.00631802
00:00.5	0.00489492	00:00.5	0.00632085
00:00.5	0.00498341	00:00.5	0.00632252
00:00.5	0.00507186	00:00.5	0.006323
00:00.5	0.00516022	00:00.5	0.00632231
00:00.5	0.00524843	00:00.5	0.00632044
00:00.5	0.00533644	00:00.5	0.00631739
00:00.5	0.00542421	00:00.5	0.00631315
00:00.5	0.00551167	00:00.5	0.00630775
00:00.5	0.00559878	00:00.5	0.00630119
00:00.5	0.00568549	00:00.5	0.00629349
00:00.5	0.00577173	00:00.5	0.00628466
00:00.5	0.00585746	00:00.5	0.00627473
00:00.5	0.00594262	00:00.5	0.00626371
00:00.5	0.00602718	00:00.5	0.00625163
00:00.5	0.00611108	00:00.5	0.0062385
00:00.5	0.00619428	00:00.5	0.00622435
00:00.5	0.00627672	00:00.5	0.0062092
00:00.5	0.00635837	00:00.5	0.00619309
00:00.5	0.00643918	00:00.5	0.00617603
00:00.5	0.00651911	00:00.5	0.00615806
00:00.5	0.00659811	00:00.5	0.00613919
00:00.5	0.00667615	00:00.5	0.00611946
00:00.5	0.00675317	00:00.5	0.00609887
00:00.5	0.00682915	00:00.5	0.00607745
00:00.5	0.00690405	00:00.5	0.00605523
00:00.5	0.00697784	00:00.5	0.00603222
00:00.5	0.00705047	00:00.5	0.00600845
00:00.5	0.00712193	00:00.5	0.00598396
00:00.5	0.00719217	00:00.5	0.00595876
00:00.5	0.00726117	00:00.5	0.00593289
00:00.5	0.0073289	00:00.5	0.00590636
00:00.5	0.00739533	00:00.5	0.00587921
00:00.5	0.00746045	00:00.5	0.00585146
00:00.5	0.00752422	00:00.5	0.00582313
00:00.5	0.00758665	00:00.5	0.00579425
00:00.5	0.00764772	00:00.5	0.00576484
00:00.5	0.00770742	00:00.5	0.00573493
00:00.5	0.00776574	00:00.5	0.00570453
00:00.6	0.00782266	00:00.6	0.00567367
00:00.6	0.00787818	00:00.6	0.00564236
00:00.6	0.00793227	00:00.6	0.00561063
00:00.6	0.00798493	00:00.6	0.0055785
00:00.6	0.00803611	00:00.6	0.00554599
00:00.6	0.00808581	00:00.6	0.00551312
00:00.6	0.00813401	00:00.6	0.00547992
00:00.6	0.00818068	00:00.6	0.0054464
00:00.6	0.00822582	00:00.6	0.00541259
00:00.6	0.00826942	00:00.6	0.00537851
00:00.6	0.00831146	00:00.6	0.00534419
00:00.6	0.00835194	00:00.6	0.00530965
