 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:01.8	0.00418133	00:01.8	0.00284664
00:01.8	0.00420444	00:01.8	0.00284969
00:01.8	0.00422656	00:01.8	0.00285259
00:01.8	0.00424766	00:01.8	0.00285536
00:01.8	0.00426771	00:01.8	0.00285799
00:01.8	0.00428669	00:01.8	0.00286048
00:01.8	0.00430457	00:01.8	0.00286282
00:01.8	0.00432133	00:01.8	0.00286501
00:01.8	0.00433695	00:01.8	0.00286704
00:01.8	0.00435143	00:01.8	0.00286891
00:01.8	0.00436476	00:01.8	0.00287062
00:01.8	0.00437695	00:01.8	0.00287217
00:01.8	0.00438801	00:01.8	0.00287355
00:01.8	0.00439794	00:01.8	0.00287477
00:01.8	0.00440675	00:01.8	0.00287582
00:01.8	0.00441445	00:01.8	0.00287671
00:01.8	0.00442106	00:01.8	0.00287741
00:01.8	0.00442659	00:01.8	0.00287793
00:01.8	0.00443104	00:01.8	0.00287825
00:01.8	0.00443443	00:01.8	0.00287836
00:01.8	0.00443678	00:01.8	0.00287826
00:01.8	0.00443808	00:01.8	0.00287794
00:01.8	0.00443838	00:01.8	0.0028774
00:01.8	0.00443767	00:01.8	0.00287662
00:01.8	0.004436	00:01.8	0.00287561
00:01.8	0.00443339	00:01.8	0.00287438
00:01.8	0.00442986	00:01.8	0.00287291
00:01.8	0.00442546	00:01.8	0.00287122
00:01.8	0.00442022	00:01.8	0.00286931
00:01.8	0.00441418	00:01.8	0.00286718
00:01.8	0.00440737	00:01.8	0.00286485
00:01.8	0.00439982	00:01.8	0.00286232
00:01.8	0.00439156	00:01.8	0.00285959
00:01.8	0.00438261	00:01.8	0.00285668
00:01.8	0.004373	00:01.8	0.0028536
00:01.8	0.00436274	00:01.8	0.00285035
00:01.8	0.00435185	00:01.8	0.00284695
00:01.8	0.00434032	00:01.8	0.0028434
00:01.8	0.00432819	00:01.8	0.00283972
00:01.8	0.00431545	00:01.8	0.00283591
00:01.8	0.00430212	00:01.8	0.00283197
00:01.8	0.0042882	00:01.8	0.00282791
00:01.8	0.0042737	00:01.8	0.00282374
00:01.8	0.00425863	00:01.8	0.00281946
00:01.8	0.00424302	00:01.8	0.00281508
00:01.8	0.00422686	00:01.8	0.00281061
00:01.8	0.00421018	00:01.8	0.00280607
00:01.8	0.004193	00:01.8	0.00280147
00:01.8	0.00417532	00:01.8	0.00279682
00:01.8	0.00415718	00:01.8	0.00279215
00:01.8	0.00413858	00:01.8	0.00278747
00:01.8	0.00411954	00:01.8	0.0027828
00:01.8	0.00410007	00:01.8	0.00277815
00:01.8	0.0040802	00:01.8	0.00277354
00:01.8	0.00405992	00:01.8	0.002769
00:01.8	0.00403924	00:01.8	0.00276452
00:01.8	0.00401818	00:01.8	0.00276013
00:01.8	0.00399675	00:01.8	0.00275585
00:01.8	0.00397495	00:01.8	0.00275168
00:01.8	0.00395279	00:01.8	0.00274765
00:01.8	0.0039303	00:01.8	0.00274376
00:01.8	0.00390749	00:01.8	0.00274004
00:01.8	0.00388437	00:01.8	0.00273648
00:01.8	0.00386099	00:01.8	0.0027331
00:01.9	0.00383735	00:01.9	0.0027299
00:01.9	0.00381349	00:01.9	0.00272691
00:01.9	0.00378942	00:01.9	0.00272413
00:01.9	0.00376518	00:01.9	0.00272158
00:01.9	0.00374079	00:01.9	0.00271925
00:01.9	0.00371624	00:01.9	0.00271715
00:01.9	0.00369156	00:01.9	0.00271529
00:01.9	0.00366676	00:01.9	0.00271366
00:01.9	0.00364183	00:01.9	0.00271229
00:01.9	0.00361681	00:01.9	0.00271115
00:01.9	0.0035917	00:01.9	0.00271026
00:01.9	0.00356652	00:01.9	0.00270962
00:01.9	0.00354129	00:01.9	0.00270923
00:01.9	0.00351603	00:01.9	0.0027091
00:01.9	0.00349078	00:01.9	0.00270923
00:01.9	0.00346555	00:01.9	0.00270962
00:01.9	0.00344038	00:01.9	0.00271028
00:01.9	0.0034153	00:01.9	0.00271119
00:01.9	0.00339033	00:01.9	0.00271237
00:01.9	0.00336551	00:01.9	0.00271381
00:01.9	0.00334087	00:01.9	0.0027155
00:01.9	0.00331644	00:01.9	0.00271745
00:01.9	0.00329223	00:01.9	0.00271963
00:01.9	0.00326827	00:01.9	0.00272206
00:01.9	0.00324459	00:01.9	0.00272471
00:01.9	0.00322119	00:01.9	0.00272758
00:01.9	0.00319811	00:01.9	0.00273065
00:01.9	0.00317537	00:01.9	0.00273393
00:01.9	0.003153	00:01.9	0.00273741
00:01.9	0.00313102	00:01.9	0.00274108
00:01.9	0.00310947	00:01.9	0.00274492
00:01.9	0.00308838	00:01.9	0.00274894
00:01.9	0.00306779	00:01.9	0.0027531
00:01.9	0.00304773	00:01.9	0.00275741
00:01.9	0.00302824	00:01.9	0.00276185
00:01.9	0.00300934	00:01.9	0.00276641
00:01.9	0.00299108	00:01.9	0.00277108
00:01.9	0.00297346	00:01.9	0.00277584
00:01.9	0.00295653	00:01.9	0.00278071
00:01.9	0.00294031	00:01.9	0.00278565
00:01.9	0.00292481	00:01.9	0.00279068
00:01.9	0.00291006	00:01.9	0.00279577
00:01.9	0.00289608	00:01.9	0.00280091
00:01.9	0.00288289	00:01.9	0.0028061
00:01.9	0.0028705	00:01.9	0.00281132
00:01.9	0.00285892	00:01.9	0.00281656
00:01.9	0.00284818	00:01.9	0.00282182
00:01.9	0.0028383	00:01.9	0.00282706
00:01.9	0.00282929	00:01.9	0.00283228
00:01.9	0.00282118	00:01.9	0.00283746
00:01.9	0.00281397	00:01.9	0.00284258
00:01.9	0.00280771	00:01.9	0.00284763
00:01.9	0.00280238	00:01.9	0.00285258
00:01.9	0.00279802	00:01.9	0.00285741
00:01.9	0.00279462	00:01.9	0.00286211
00:01.9	0.00279219	00:01.9	0.00286667
00:01.9	0.00279073	00:01.9	0.00287106
00:01.9	0.00279023	00:01.9	0.00287527
00:01.9	0.00279068	00:01.9	0.00287928
00:01.9	0.00279208	00:01.9	0.00288308
00:01.9	0.00279441	00:01.9	0.00288665
00:01.9	0.00279765	00:01.9	0.00288996
00:01.9	0.00280181	00:01.9	0.00289301
00:01.9	0.00280685	00:01.9	0.00289578
00:01.9	0.00281278	00:01.9	0.00289824
00:01.9	0.00281957	00:01.9	0.00290038
00:01.9	0.00282722	00:01.9	0.00290219
00:01.9	0.00283569	00:01.9	0.00290367
00:01.9	0.00284497	00:01.9	0.0029048
00:01.9	0.00285504	00:01.9	0.00290558
00:01.9	0.00286587	00:01.9	0.00290602
00:01.9	0.00287741	00:01.9	0.0029061
00:01.9	0.00288965	00:01.9	0.00290583
00:01.9	0.00290254	00:01.9	0.0029052
00:01.9	0.00291603	00:01.9	0.00290422
00:01.9	0.00293009	00:01.9	0.00290287
00:01.9	0.00294468	00:01.9	0.00290115
00:01.9	0.00295975	00:01.9	0.00289907
00:01.9	0.00297526	00:01.9	0.00289663
00:01.9	0.00299116	00:01.9	0.00289383
00:01.9	0.0030074	00:01.9	0.00289069
00:01.9	0.00302393	00:01.9	0.0028872
00:01.9	0.00304072	00:01.9	0.00288337
00:01.9	0.00305771	00:01.9	0.00287921
00:01.9	0.00307486	00:01.9	0.00287473
00:01.9	0.00309212	00:01.9	0.00286993
00:01.9	0.00310945	00:01.9	0.00286482
00:01.9	0.00312679	00:01.9	0.00285939
00:01.9	0.0031441	00:01.9	0.00285366
00:01.9	0.00316132	00:01.9	0.00284762
00:01.9	0.00317843	00:01.9	0.00284128
00:01.9	0.00319536	00:01.9	0.00283465
00:01.9	0.00321208	00:01.9	0.00282774
00:01.9	0.00322855	00:01.9	0.00282054
00:01.9	0.00324473	00:01.9	0.00281306
00:01.9	0.0032606	00:01.9	0.00280533
00:01.9	0.00327611	00:01.9	0.00279733
00:01.9	0.00329126	00:01.9	0.00278909
00:01.9	0.00330601	00:01.9	0.00278062
00:02.0	0.00332035	00:02.0	0.00277192
00:02.0	0.00333425	00:02.0	0.002763
00:02.0	0.00334771	00:02.0	0.00275388
00:02.0	0.0033607	00:02.0	0.00274456
00:02.0	0.00337321	00:02.0	0.00273505
00:02.0	0.0033852	00:02.0	0.00272537
00:02.0	0.00339668	00:02.0	0.00271552
00:02.0	0.0034076	00:02.0	0.0027055
00:02.0	0.00341794	00:02.0	0.00269533
00:02.0	0.0034277	00:02.0	0.00268501
00:02.0	0.00343683	00:02.0	0.00267454
00:02.0	0.00344533	00:02.0	0.00266396
00:02.0	0.00345317	00:02.0	0.00265326
00:02.0	0.00346036	00:02.0	0.00264246
00:02.0	0.00346687	00:02.0	0.00263158
00:02.0	0.0034727	00:02.0	0.00262065
00:02.0	0.00347785	00:02.0	0.00260966
00:02.0	0.00348231	00:02.0	0.00259866
00:02.0	0.00348608	00:02.0	0.00258766
00:02.0	0.00348919	00:02.0	0.00257668
00:02.0	0.00349161	00:02.0	0.00256574
00:02.0	0.00349336	00:02.0	0.00255486
00:02.0	0.00349445	00:02.0	0.00254405
00:02.0	0.00349486	00:02.0	0.00253334
00:02.0	0.00349462	00:02.0	0.00252273
00:02.0	0.00349372	00:02.0	0.00251225
00:02.0	0.00349218	00:02.0	0.0025019
00:02.0	0.00349	00:02.0	0.00249168
00:02.0	0.0034872	00:02.0	0.00248162
00:02.0	0.00348378	00:02.0	0.00247171
00:02.0	0.00347978	00:02.0	0.00246196
00:02.0	0.0034752	00:02.0	0.00245237
00:02.0	0.00347008	00:02.0	0.00244295
00:02.0	0.00346444	00:02.0	0.0024337
00:02.0	0.00345831	00:02.0	0.00242462
00:02.0	0.00345172	00:02.0	0.0024157
00:02.0	0.00344472	00:02.0	0.00240696
00:02.0	0.00343733	00:02.0	0.0023984
00:02.0	0.0034296	00:02.0	0.00239002
00:02.0	0.00342154	00:02.0	0.00238183
00:02.0	0.00341321	00:02.0	0.00237381
00:02.0	0.00340461	00:02.0	0.00236599
00:02.0	0.00339579	00:02.0	0.00235836
00:02.0	0.00338675	00:02.0	0.00235092
00:02.0	0.00337752	00:02.0	0.00234369
00:02.0	0.00336813	00:02.0	0.00233665
00:02.0	0.00335859	00:02.0	0.00232982
00:02.0	0.00334894	00:02.0	0.00232319
00:02.0	0.0033392	00:02.0	0.00231677
00:02.0	0.00332943	00:02.0	0.00231056
00:02.0	0.00331963	00:02.0	0.00230456
00:02.0	0.00330985	00:02.0	0.00229879
00:02.0	0.00330011	00:02.0	0.00229322
00:02.0	0.00329044	00:02.0	0.00228788
00:02.0	0.00328086	00:02.0	0.00228275
00:02.0	0.00327139	00:02.0	0.00227784
00:02.0	0.00326205	00:02.0	0.00227314
00:02.0	0.00325285	00:02.0	0.00226867
00:02.0	0.00324379	00:02.0	0.00226441
00:02.0	0.0032349	00:02.0	0.00226037
00:02.0	0.00322619	00:02.0	0.00225657
00:02.0	0.00321766	00:02.0	0.002253
00:02.0	0.00320932	00:02.0	0.00224967
00:02.0	0.00320119	00:02.0	0.00224658
00:02.0	0.00319327	00:02.0	0.00224373
00:02.0	0.00318556	00:02.0	0.00224111
00:02.0	0.00317807	00:02.0	0.00223873
00:02.0	0.0031708	00:02.0	0.00223658
00:02.0	0.00316376	00:02.0	0.00223466
00:02.0	0.00315697	00:02.0	0.00223296
00:02.0	0.00315043	00:02.0	0.00223149
00:02.0	0.00314415	00:02.0	0.00223023
00:02.0	0.00313815	00:02.0	0.00222918
00:02.0	0.00313242	00:02.0	0.00222832
00:02.0	0.00312697	00:02.0	0.00222766
00:02.0	0.0031218	00:02.0	0.00222717
00:02.0	0.00311691	00:02.0	0.00222685
00:02.0	0.0031123	00:02.0	0.00222667
00:02.0	0.00310796	00:02.0	0.00222664
00:02.0	0.00310391	00:02.0	0.00222672
00:02.0	0.00310014	00:02.0	0.00222692
00:02.0	0.00309664	00:02.0	0.0022272
00:02.0	0.00309342	00:02.0	0.00222756
00:02.0	0.00309048	00:02.0	0.00222798
00:02.0	0.00308781	00:02.0	0.00222844
00:02.0	0.0030854	00:02.0	0.00222894
00:02.0	0.00308327	00:02.0	0.00222945
00:02.0	0.0030814	00:02.0	0.00222995
00:02.0	0.0030798	00:02.0	0.00223043
00:02.0	0.00307846	00:02.0	0.00223086
00:02.0	0.0030774	00:02.0	0.00223124
00:02.0	0.0030766	00:02.0	0.00223153
00:02.0	0.00307606	00:02.0	0.00223173
00:02.0	0.00307577	00:02.0	0.00223182
00:02.0	0.00307573	00:02.0	0.00223179
00:02.0	0.00307592	00:02.0	0.00223163
00:02.0	0.00307635	00:02.0	0.00223134
00:02.0	0.00307702	00:02.0	0.00223092
00:02.0	0.00307794	00:02.0	0.00223035
00:02.0	0.00307911	00:02.0	0.00222965
00:02.1	0.00308054	00:02.1	0.00222882
00:02.1	0.00308225	00:02.1	0.00222784
00:02.1	0.00308422	00:02.1	0.00222673
00:02.1	0.00308647	00:02.1	0.00222548
00:02.1	0.00308899	00:02.1	0.00222408
00:02.1	0.00309178	00:02.1	0.00222253
00:02.1	0.00309485	00:02.1	0.00222084
00:02.1	0.00309818	00:02.1	0.00221899
00:02.1	0.00310176	00:02.1	0.00221699
00:02.1	0.00310557	00:02.1	0.00221484
00:02.1	0.00310961	00:02.1	0.00221254
00:02.1	0.00311386	00:02.1	0.00221008
00:02.1	0.0031183	00:02.1	0.00220745
00:02.1	0.00312292	00:02.1	0.00220466
00:02.1	0.0031277	00:02.1	0.00220169
00:02.1	0.00313262	00:02.1	0.00219855
00:02.1	0.00313767	00:02.1	0.00219522
00:02.1	0.00314285	00:02.1	0.0021917
00:02.1	0.00314812	00:02.1	0.00218801
00:02.1	0.00315349	00:02.1	0.00218412
00:02.1	0.00315892	00:02.1	0.00218005
00:02.1	0.0031644	00:02.1	0.0021758
00:02.1	0.00316989	00:02.1	0.00217135
00:02.1	0.00317538	00:02.1	0.00216671
00:02.1	0.00318083	00:02.1	0.00216188
00:02.1	0.00318621	00:02.1	0.00215687
00:02.1	0.0031915	00:02.1	0.00215168
00:02.1	0.00319666	00:02.1	0.00214632
00:02.1	0.00320168	00:02.1	0.00214081
00:02.1	0.00320651	00:02.1	0.00213515
00:02.1	0.00321113	00:02.1	0.00212934
00:02.1	0.00321552	00:02.1	0.00212339
00:02.1	0.00321966	00:02.1	0.0021173
00:02.1	0.00322351	00:02.1	0.00211108
00:02.1	0.00322708	00:02.1	0.00210473
00:02.1	0.00323033	00:02.1	0.00209826
00:02.1	0.00323327	00:02.1	0.00209168
00:02.1	0.00323586	00:02.1	0.00208501
00:02.1	0.00323811	00:02.1	0.00207824
00:02.1	0.00324	00:02.1	0.0020714
00:02.1	0.00324151	00:02.1	0.00206447
00:02.1	0.00324261	00:02.1	0.00205748
00:02.1	0.0032433	00:02.1	0.00205042
00:02.1	0.00324355	00:02.1	0.00204331
00:02.1	0.00324335	00:02.1	0.00203615
00:02.1	0.00324269	00:02.1	0.00202894
00:02.1	0.00324156	00:02.1	0.00202171
00:02.1	0.00323994	00:02.1	0.00201444
00:02.1	0.00323782	00:02.1	0.00200715
00:02.1	0.00323521	00:02.1	0.00199983
00:02.1	0.0032321	00:02.1	0.00199248
00:02.1	0.0032285	00:02.1	0.0019851
00:02.1	0.0032244	00:02.1	0.00197767
00:02.1	0.00321981	00:02.1	0.00197021
00:02.1	0.00321473	00:02.1	0.0019627
00:02.1	0.00320918	00:02.1	0.00195514
00:02.1	0.00320316	00:02.1	0.00194753
00:02.1	0.00319667	00:02.1	0.00193985
00:02.1	0.00318973	00:02.1	0.00193211
00:02.1	0.00318235	00:02.1	0.00192432
00:02.1	0.00317452	00:02.1	0.00191647
00:02.1	0.00316626	00:02.1	0.00190855
00:02.1	0.00315758	00:02.1	0.00190058
00:02.1	0.00314847	00:02.1	0.00189253
00:02.1	0.00313897	00:02.1	0.00188442
00:02.1	0.00312907	00:02.1	0.00187623
00:02.1	0.0031188	00:02.1	0.00186796
00:02.1	0.00310819	00:02.1	0.00185962
00:02.1	0.00309726	00:02.1	0.00185119
00:02.1	0.00308603	00:02.1	0.00184267
00:02.1	0.00307451	00:02.1	0.00183405
00:02.1	0.00306272	00:02.1	0.00182532
00:02.1	0.00305069	00:02.1	0.00181646
00:02.1	0.00303842	00:02.1	0.00180748
00:02.1	0.00302591	00:02.1	0.00179836
00:02.1	0.00301318	00:02.1	0.0017891
00:02.1	0.00300022	00:02.1	0.0017797
00:02.1	0.00298705	00:02.1	0.00177015
00:02.1	0.00297365	00:02.1	0.00176046
00:02.1	0.00296003	00:02.1	0.00175061
00:02.1	0.00294619	00:02.1	0.00174062
00:02.1	0.00293214	00:02.1	0.00173047
00:02.1	0.00291786	00:02.1	0.00172016
00:02.1	0.00290338	00:02.1	0.0017097
00:02.1	0.00288869	00:02.1	0.00169908
00:02.1	0.00287379	00:02.1	0.00168831
00:02.1	0.0028587	00:02.1	0.00167737
00:02.1	0.0028434	00:02.1	0.00166629
00:02.1	0.0028279	00:02.1	0.00165507
00:02.1	0.0028122	00:02.1	0.0016437
00:02.1	0.00279631	00:02.1	0.00163221
00:02.1	0.00278021	00:02.1	0.00162059
00:02.1	0.00276392	00:02.1	0.00160886
00:02.1	0.00274742	00:02.1	0.00159704
00:02.1	0.00273073	00:02.1	0.00158514
00:02.1	0.00271385	00:02.1	0.00157317
00:02.1	0.00269678	00:02.1	0.00156114
00:02.1	0.00267953	00:02.1	0.00154907
00:02.1	0.00266211	00:02.1	0.00153696
00:02.1	0.00264451	00:02.1	0.00152482
00:02.1	0.00262676	00:02.1	0.00151265
00:02.2	0.00260884	00:02.2	0.00150047
00:02.2	0.00259079	00:02.2	0.00148827
00:02.2	0.00257258	00:02.2	0.00147608
00:02.2	0.00255424	00:02.2	0.00146389
00:02.2	0.00253575	00:02.2	0.00145172
00:02.2	0.00251712	00:02.2	0.00143957
00:02.2	0.00249833	00:02.2	0.00142745
00:02.2	0.00247939	00:02.2	0.00141537
00:02.2	0.00246028	00:02.2	0.00140333
00:02.2	0.002441	00:02.2	0.00139134
00:02.2	0.00242154	00:02.2	0.00137942
00:02.2	0.00240188	00:02.2	0.00136757
00:02.2	0.00238203	00:02.2	0.00135578
00:02.2	0.00236198	00:02.2	0.00134408
00:02.2	0.00234173	00:02.2	0.00133246
00:02.2	0.00232128	00:02.2	0.00132092
00:02.2	0.00230064	00:02.2	0.00130947
00:02.2	0.0022798	00:02.2	0.00129812
00:02.2	0.00225877	00:02.2	0.00128687
00:02.2	0.00223756	00:02.2	0.00127573
00:02.2	0.00221617	00:02.2	0.0012647
00:02.2	0.00219462	00:02.2	0.0012538
00:02.2	0.00217289	00:02.2	0.00124302
00:02.2	0.002151	00:02.2	0.00123237
00:02.2	0.00212896	00:02.2	0.00122186
00:02.2	0.00210677	00:02.2	0.00121147
00:02.2	0.00208444	00:02.2	0.00120121
00:02.2	0.00206198	00:02.2	0.00119108
00:02.2	0.00203941	00:02.2	0.00118105
00:02.2	0.00201673	00:02.2	0.00117115
00:02.2	0.00199397	00:02.2	0.00116135
00:02.2	0.00197113	00:02.2	0.00115165
00:02.2	0.00194826	00:02.2	0.00114206
00:02.2	0.00192535	00:02.2	0.00113255
00:02.2	0.00190244	00:02.2	0.00112314
00:02.2	0.00187956	00:02.2	0.0011138
00:02.2	0.00185672	00:02.2	0.00110454
00:02.2	0.00183395	00:02.2	0.00109534
00:02.2	0.00181126	00:02.2	0.0010862
00:02.2	0.00178868	00:02.2	0.0010771
00:02.2	0.00176623	00:02.2	0.00106805
00:02.2	0.0017439	00:02.2	0.00105903
00:02.2	0.00172172	00:02.2	0.00105002
00:02.2	0.0016997	00:02.2	0.00104103
00:02.2	0.00167782	00:02.2	0.00103205
00:02.2	0.0016561	00:02.2	0.00102306
00:02.2	0.00163454	00:02.2	0.00101406
00:02.2	0.00161313	00:02.2	0.00100505
00:02.2	0.00159189	00:02.2	0.000996018
00:02.2	0.0015708	00:02.2	0.000986957
00:02.2	0.00154989	00:02.2	0.000977868
00:02.2	0.00152914	00:02.2	0.000968751
00:02.2	0.00150856	00:02.2	0.000959604
00:02.2	0.00148816	00:02.2	0.000950426
00:02.2	0.00146792	00:02.2	0.000941214
00:02.2	0.00144784	00:02.2	0.000931962
00:02.2	0.00142791	00:02.2	0.000922666
00:02.2	0.0014081	00:02.2	0.000913318
00:02.2	0.00138841	00:02.2	0.000903916
00:02.2	0.00136882	00:02.2	0.00089446
00:02.2	0.0013493	00:02.2	0.000884951
00:02.2	0.00132985	00:02.2	0.000875387
00:02.2	0.00131045	00:02.2	0.000865771
00:02.2	0.00129109	00:02.2	0.000856103
00:02.2	0.00127176	00:02.2	0.000846385
00:02.2	0.00125245	00:02.2	0.000836619
00:02.2	0.00123315	00:02.2	0.000826806
00:02.2	0.00121384	00:02.2	0.000816943
00:02.2	0.0011945	00:02.2	0.000807026
00:02.2	0.00117513	00:02.2	0.000797049
00:02.2	0.00115572	00:02.2	0.000787005
00:02.2	0.00113624	00:02.2	0.000776891
00:02.2	0.0011167	00:02.2	0.0007667
00:02.2	0.00109708	00:02.2	0.000756425
00:02.2	0.00107738	00:02.2	0.000746061
00:02.2	0.00105759	00:02.2	0.000735597
00:02.2	0.0010377	00:02.2	0.000725029
00:02.2	0.0010177	00:02.2	0.000714349
00:02.2	0.000997587	00:02.2	0.000703553
00:02.2	0.000977341	00:02.2	0.000692631
00:02.2	0.00095696	00:02.2	0.000681572
00:02.2	0.000936442	00:02.2	0.000670368
00:02.2	0.000915785	00:02.2	0.000659012
00:02.2	0.000894987	00:02.2	0.000647497
00:02.2	0.000874046	00:02.2	0.000635818
00:02.2	0.000852958	00:02.2	0.000623969
00:02.2	0.000831716	00:02.2	0.000611944
00:02.2	0.000810313	00:02.2	0.000599736
00:02.2	0.000788739	00:02.2	0.000587339
00:02.2	0.000766981	00:02.2	0.000574748
00:02.2	0.000745024	00:02.2	0.000561955
00:02.2	0.00072285	00:02.2	0.000548955
00:02.2	0.000700442	00:02.2	0.000535741
00:02.2	0.000677785	00:02.2	0.00052231
00:02.2	0.000654867	00:02.2	0.000508654
00:02.2	0.000631676	00:02.2	0.000494771
00:02.2	0.000608204	00:02.2	0.000480654
00:02.2	0.00058444	00:02.2	0.000466301
00:02.2	0.000560381	00:02.2	0.000451707
00:02.3	0.000536021	00:02.3	0.00043687
00:02.3	0.000511359	00:02.3	0.00042179
00:02.3	0.000486395	00:02.3	0.000406469
00:02.3	0.00046113	00:02.3	0.00039091
00:02.3	0.000435565	00:02.3	0.000375119
00:02.3	0.000409701	00:02.3	0.000359098
00:02.3	0.000383535	00:02.3	0.000342854
00:02.3	0.00035707	00:02.3	0.00032639
00:02.3	0.000330309	00:02.3	0.000309712
00:02.3	0.000303254	00:02.3	0.000292825
00:02.3	0.000275907	00:02.3	0.000275733
00:02.3	0.000248267	00:02.3	0.000258443
00:02.3	0.000220332	00:02.3	0.00024096
00:02.3	0.0001921	00:02.3	0.000223291
00:02.3	0.000163573	00:02.3	0.000205441
00:02.3	0.000134756	00:02.3	0.000187416
00:02.3	0.00010566	00:02.3	0.000169223
00:02.3	7.63E-05	00:02.3	0.000150863
00:02.3	4.67E-05	00:02.3	0.000132339
00:02.3	1.69E-05	00:02.3	0.000113657
00:02.3	-1.32E-05	00:02.3	9.48E-05
00:02.3	-4.34E-05	00:02.3	7.59E-05
00:02.3	-7.39E-05	00:02.3	5.68E-05
00:02.3	-0.000104446	00:02.3	3.76E-05
00:02.3	-0.000135175	00:02.3	1.83E-05
00:02.3	-0.000166039	00:02.3	-1.02E-06
00:02.3	-0.000197024	00:02.3	-2.04E-05
00:02.3	-0.000228118	00:02.3	-3.97E-05
00:02.3	-0.000259308	00:02.3	-5.91E-05
00:02.3	-0.000290581	00:02.3	-7.83E-05
00:02.3	-0.000321916	00:02.3	-9.75E-05
00:02.3	-0.000353295	00:02.3	-0.000116553
00:02.3	-0.000384691	00:02.3	-0.000135453
00:02.3	-0.000416078	00:02.3	-0.000154182
00:02.3	-0.000447428	00:02.3	-0.000172713
00:02.3	-0.000478715	00:02.3	-0.000191024
00:02.3	-0.000509914	00:02.3	-0.00020909
00:02.3	-0.000541	00:02.3	-0.000226889
00:02.3	-0.000571947	00:02.3	-0.000244398
00:02.3	-0.000602732	00:02.3	-0.000261594
00:02.3	-0.000633335	00:02.3	-0.000278449
00:02.3	-0.000663737	00:02.3	-0.000294938
00:02.3	-0.000693919	00:02.3	-0.000311033
00:02.3	-0.000723864	00:02.3	-0.000326711
00:02.3	-0.000753552	00:02.3	-0.000341947
00:02.3	-0.000782965	00:02.3	-0.00035672
00:02.3	-0.000812081	00:02.3	-0.000371009
00:02.3	-0.00084088	00:02.3	-0.000384793
00:02.3	-0.00086934	00:02.3	-0.00039805
00:02.3	-0.000897437	00:02.3	-0.000410758
00:02.3	-0.00092515	00:02.3	-0.000422896
00:02.3	-0.000952455	00:02.3	-0.00043444
00:02.3	-0.00097933	00:02.3	-0.00044537
00:02.3	-0.00100576	00:02.3	-0.000455666
00:02.3	-0.00103172	00:02.3	-0.000465307
00:02.3	-0.0010572	00:02.3	-0.000474273
00:02.3	-0.00108219	00:02.3	-0.000482541
00:02.3	-0.00110667	00:02.3	-0.00049009
00:02.3	-0.00113065	00:02.3	-0.0004969
00:02.3	-0.00115409	00:02.3	-0.000502949
00:02.3	-0.00117701	00:02.3	-0.000508219
00:02.3	-0.00119937	00:02.3	-0.00051269
00:02.3	-0.00122118	00:02.3	-0.000516343
00:02.3	-0.00124243	00:02.3	-0.00051916
00:02.3	-0.00126311	00:02.3	-0.000521125
00:02.3	-0.00128321	00:02.3	-0.000522228
00:02.3	-0.00130272	00:02.3	-0.000522464
00:02.3	-0.00132163	00:02.3	-0.000521834
00:02.3	-0.00133993	00:02.3	-0.00052034
00:02.3	-0.00135762	00:02.3	-0.000517988
00:02.3	-0.00137471	00:02.3	-0.000514784
00:02.3	-0.00139118	00:02.3	-0.000510735
00:02.3	-0.00140704	00:02.3	-0.000505848
00:02.3	-0.00142231	00:02.3	-0.00050013
00:02.3	-0.00143698	00:02.3	-0.000493592
00:02.3	-0.00145106	00:02.3	-0.000486249
00:02.3	-0.00146456	00:02.3	-0.000478117
00:02.3	-0.00147749	00:02.3	-0.000469212
00:02.3	-0.00148985	00:02.3	-0.00045955
00:02.3	-0.00150166	00:02.3	-0.000449148
00:02.3	-0.00151293	00:02.3	-0.00043802
00:02.3	-0.00152366	00:02.3	-0.000426187
00:02.3	-0.00153385	00:02.3	-0.000413665
00:02.3	-0.00154351	00:02.3	-0.000400477
00:02.3	-0.00155265	00:02.3	-0.000386645
00:02.3	-0.00156127	00:02.3	-0.000372192
00:02.3	-0.00156937	00:02.3	-0.000357144
00:02.3	-0.00157696	00:02.3	-0.000341529
00:02.3	-0.00158405	00:02.3	-0.000325377
00:02.3	-0.00159066	00:02.3	-0.000308719
00:02.3	-0.0015968	00:02.3	-0.000291583
00:02.3	-0.00160249	00:02.3	-0.000274
00:02.3	-0.00160774	00:02.3	-0.000256001
00:02.3	-0.00161258	00:02.3	-0.000237621
00:02.3	-0.00161703	00:02.3	-0.000218894
00:02.3	-0.0016211	00:02.3	-0.000199859
00:02.3	-0.00162483	00:02.3	-0.000180554
00:02.3	-0.00162822	00:02.3	-0.000161018
00:02.3	-0.0016313	00:02.3	-0.000141289
00:02.3	-0.00163407	00:02.3	-0.000121404
00:02.4	-0.00163655	00:02.4	-0.000101405
00:02.4	-0.00163876	00:02.4	-8.13E-05
00:02.4	-0.00164071	00:02.4	-6.12E-05
00:02.4	-0.00164242	00:02.4	-4.11E-05
00:02.4	-0.00164391	00:02.4	-2.10E-05
00:02.4	-0.0016452	00:02.4	-1.03E-06
00:02.4	-0.00164631	00:02.4	1.89E-05
00:02.4	-0.00164727	00:02.4	3.86E-05
00:02.4	-0.00164811	00:02.4	5.81E-05
00:02.4	-0.00164883	00:02.4	7.75E-05
00:02.4	-0.00164949	00:02.4	9.66E-05
