 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:00.0	-0.00210409	00:00.0	-0.00222337
00:00.0	-0.00226778	00:00.0	-0.00239746
00:00.0	-0.00243833	00:00.0	-0.00257894
00:00.0	-0.0026157	00:00.0	-0.00276774
00:00.0	-0.00279984	00:00.0	-0.00296378
00:00.0	-0.00299064	00:00.0	-0.00316698
00:00.0	-0.00318803	00:00.0	-0.00337721
00:00.0	-0.00339188	00:00.0	-0.00359435
00:00.0	-0.00360208	00:00.0	-0.00381826
00:00.0	-0.0038185	00:00.0	-0.00404878
00:00.0	-0.00404097	00:00.0	-0.00428573
00:00.1	-0.00426933	00:00.1	-0.0045289
00:00.1	-0.0045034	00:00.1	-0.0047781
00:00.1	-0.00474298	00:00.1	-0.0050331
00:00.1	-0.00498786	00:00.1	-0.00529367
00:00.1	-0.00523782	00:00.1	-0.00555955
00:00.1	-0.00549263	00:00.1	-0.0058305
00:00.1	-0.00575205	00:00.1	-0.00610622
00:00.1	-0.00601581	00:00.1	-0.00638645
00:00.1	-0.00628367	00:00.1	-0.0066709
00:00.1	-0.00655533	00:00.1	-0.00695925
00:00.1	-0.00683052	00:00.1	-0.0072512
00:00.1	-0.00710894	00:00.1	-0.00754645
00:00.1	-0.00739031	00:00.1	-0.00784467
00:00.1	-0.00767431	00:00.1	-0.00814553
00:00.1	-0.00796063	00:00.1	-0.00844869
00:00.1	-0.00824895	00:00.1	-0.00875383
00:00.1	-0.00853895	00:00.1	-0.0090606
00:00.1	-0.0088303	00:00.1	-0.00936865
00:00.1	-0.00912269	00:00.1	-0.00967763
00:00.1	-0.00941577	00:00.1	-0.0099872
00:00.1	-0.00970922	00:00.1	-0.010297
00:00.1	-0.0100027	00:00.1	-0.0106067
00:00.1	-0.0102959	00:00.1	-0.0109159
00:00.1	-0.0105886	00:00.1	-0.0112242
00:00.1	-0.0108802	00:00.1	-0.0115314
00:00.1	-0.0111706	00:00.1	-0.0118371
00:00.1	-0.0114594	00:00.1	-0.012141
00:00.1	-0.0117462	00:00.1	-0.0124426
00:00.1	-0.0120308	00:00.1	-0.0127418
00:00.1	-0.0123128	00:00.1	-0.0130381
00:00.1	-0.0125918	00:00.1	-0.0133311
00:00.1	-0.0128676	00:00.1	-0.0136207
00:00.1	-0.0131399	00:00.1	-0.0139064
00:00.1	-0.0134083	00:00.1	-0.014188
00:00.1	-0.0136726	00:00.1	-0.0144651
00:00.1	-0.0139324	00:00.1	-0.0147374
00:00.1	-0.0141875	00:00.1	-0.0150046
00:00.1	-0.0144376	00:00.1	-0.0152665
00:00.1	-0.0146824	00:00.1	-0.0155227
00:00.1	-0.0149217	00:00.1	-0.0157731
00:00.1	-0.0151552	00:00.1	-0.0160172
00:00.1	-0.0153827	00:00.1	-0.016255
00:00.1	-0.0156039	00:00.1	-0.016486
00:00.1	-0.0158187	00:00.1	-0.0167102
00:00.1	-0.0160267	00:00.1	-0.0169272
00:00.1	-0.0162279	00:00.1	-0.0171369
00:00.1	-0.0164219	00:00.1	-0.0173389
00:00.1	-0.0166087	00:00.1	-0.0175332
00:00.1	-0.0167879	00:00.1	-0.0177194
00:00.1	-0.0169595	00:00.1	-0.0178976
00:00.1	-0.0171232	00:00.1	-0.0180673
00:00.1	-0.0172789	00:00.1	-0.0182285
00:00.1	-0.0174264	00:00.1	-0.0183811
00:00.1	-0.0175656	00:00.1	-0.0185248
00:00.1	-0.0176964	00:00.1	-0.0186595
00:00.1	-0.0178186	00:00.1	-0.0187852
00:00.1	-0.0179322	00:00.1	-0.0189017
00:00.1	-0.018037	00:00.1	-0.0190088
00:00.1	-0.0181331	00:00.1	-0.0191067
00:00.1	-0.0182202	00:00.1	-0.019195
00:00.1	-0.0182984	00:00.1	-0.0192739
00:00.1	-0.0183675	00:00.1	-0.0193432
00:00.1	-0.0184277	00:00.1	-0.0194029
00:00.1	-0.0184788	00:00.1	-0.019453
00:00.1	-0.0185208	00:00.1	-0.0194934
00:00.1	-0.0185537	00:00.1	-0.0195242
00:00.1	-0.0185775	00:00.1	-0.0195453
00:00.1	-0.0185921	00:00.1	-0.0195567
00:00.1	-0.0185977	00:00.1	-0.0195585
00:00.1	-0.0185941	00:00.1	-0.0195507
00:00.1	-0.0185815	00:00.1	-0.0195333
00:00.1	-0.0185599	00:00.1	-0.0195064
00:00.1	-0.0185293	00:00.1	-0.0194701
00:00.1	-0.0184899	00:00.1	-0.0194244
00:00.1	-0.0184416	00:00.1	-0.0193693
00:00.1	-0.0183846	00:00.1	-0.0193051
00:00.1	-0.0183191	00:00.1	-0.0192317
00:00.1	-0.0182449	00:00.1	-0.0191493
00:00.1	-0.0181624	00:00.1	-0.019058
00:00.1	-0.0180715	00:00.1	-0.0189579
00:00.1	-0.0179725	00:00.1	-0.0188491
00:00.1	-0.0178654	00:00.1	-0.0187318
00:00.1	-0.0177504	00:00.1	-0.018606
00:00.1	-0.0176276	00:00.1	-0.018472
00:00.1	-0.0174972	00:00.1	-0.0183299
00:00.1	-0.0173593	00:00.1	-0.0181799
00:00.1	-0.017214	00:00.1	-0.0180221
00:00.1	-0.0170615	00:00.1	-0.0178567
00:00.1	-0.0169019	00:00.1	-0.0176839
00:00.1	-0.0167355	00:00.1	-0.0175038
00:00.1	-0.0165624	00:00.1	-0.0173167
00:00.1	-0.0163828	00:00.1	-0.0171228
00:00.1	-0.0161969	00:00.1	-0.0169221
00:00.1	-0.0160049	00:00.1	-0.0167151
00:00.1	-0.0158068	00:00.1	-0.0165017
00:00.1	-0.0156031	00:00.1	-0.0162823
00:00.1	-0.0153938	00:00.1	-0.0160571
00:00.1	-0.0151791	00:00.1	-0.0158263
00:00.1	-0.0149593	00:00.1	-0.01559
00:00.2	-0.0147345	00:00.2	-0.0153485
00:00.2	-0.0145049	00:00.2	-0.0151021
00:00.2	-0.0142709	00:00.2	-0.0148508
00:00.2	-0.0140325	00:00.2	-0.0145951
00:00.2	-0.0137899	00:00.2	-0.014335
00:00.2	-0.0135435	00:00.2	-0.0140707
00:00.2	-0.0132934	00:00.2	-0.0138026
00:00.2	-0.0130399	00:00.2	-0.0135309
00:00.2	-0.0127831	00:00.2	-0.0132557
00:00.2	-0.0125234	00:00.2	-0.0129772
00:00.2	-0.0122609	00:00.2	-0.0126958
00:00.2	-0.0119959	00:00.2	-0.0124116
00:00.2	-0.0117286	00:00.2	-0.0121249
00:00.2	-0.0114592	00:00.2	-0.0118358
00:00.2	-0.011188	00:00.2	-0.0115446
00:00.2	-0.0109152	00:00.2	-0.0112516
00:00.2	-0.010641	00:00.2	-0.0109568
00:00.2	-0.0103656	00:00.2	-0.0106606
00:00.2	-0.0100892	00:00.2	-0.0103631
00:00.2	-0.00981212	00:00.2	-0.0100645
00:00.2	-0.00953448	00:00.2	-0.00976513
00:00.2	-0.00925651	00:00.2	-0.00946504
00:00.2	-0.0089784	00:00.2	-0.00916448
00:00.2	-0.00870037	00:00.2	-0.00886364
00:00.2	-0.0084226	00:00.2	-0.00856271
00:00.2	-0.00814531	00:00.2	-0.00826188
00:00.2	-0.00786867	00:00.2	-0.00796132
00:00.2	-0.00759287	00:00.2	-0.00766123
00:00.2	-0.00731809	00:00.2	-0.00736178
00:00.2	-0.00704449	00:00.2	-0.00706314
00:00.2	-0.00677225	00:00.2	-0.00676549
00:00.2	-0.00650151	00:00.2	-0.00646899
00:00.2	-0.00623242	00:00.2	-0.00617382
00:00.2	-0.00596512	00:00.2	-0.00588012
00:00.2	-0.00569975	00:00.2	-0.00558805
00:00.2	-0.00543644	00:00.2	-0.00529774
00:00.2	-0.00517532	00:00.2	-0.00500934
00:00.2	-0.0049165	00:00.2	-0.00472299
00:00.2	-0.00466011	00:00.2	-0.00443881
00:00.2	-0.00440626	00:00.2	-0.00415692
00:00.2	-0.00415508	00:00.2	-0.00387747
00:00.2	-0.00390667	00:00.2	-0.00360056
00:00.2	-0.00366113	00:00.2	-0.00332631
00:00.2	-0.00341855	00:00.2	-0.00305483
00:00.2	-0.00317904	00:00.2	-0.00278622
00:00.2	-0.00294266	00:00.2	-0.00252058
00:00.2	-0.0027095	00:00.2	-0.002258
00:00.2	-0.00247963	00:00.2	-0.00199858
00:00.2	-0.0022531	00:00.2	-0.00174241
00:00.2	-0.00202996	00:00.2	-0.00148958
00:00.2	-0.00181027	00:00.2	-0.00124015
00:00.2	-0.00159405	00:00.2	-0.000994222
00:00.2	-0.00138133	00:00.2	-0.000751849
00:00.2	-0.00117214	00:00.2	-0.000513101
00:00.2	-0.000966501	00:00.2	-0.000278034
00:00.2	-0.000764413	00:00.2	-4.67E-05
00:00.2	-0.000565888	00:00.2	0.000180865
00:00.2	-0.000370927	00:00.2	0.000404616
00:00.2	-0.000179531	00:00.2	0.000624519
00:00.2	8.30E-06	00:00.2	0.000840546
00:00.2	0.000192587	00:00.2	0.00105267
00:00.2	0.000373328	00:00.2	0.00126088
00:00.2	0.000550543	00:00.2	0.00146516
00:00.2	0.000724251	00:00.2	0.00166549
00:00.2	0.000894475	00:00.2	0.00186187
00:00.2	0.00106125	00:00.2	0.00205431
00:00.2	0.0012246	00:00.2	0.00224279
00:00.2	0.00138457	00:00.2	0.00242734
00:00.2	0.0015412	00:00.2	0.00260797
00:00.2	0.00169453	00:00.2	0.00278469
00:00.2	0.00184461	00:00.2	0.00295751
00:00.2	0.00199148	00:00.2	0.00312646
00:00.2	0.00213517	00:00.2	0.00329156
00:00.2	0.00227574	00:00.2	0.00345283
00:00.2	0.0024132	00:00.2	0.00361031
00:00.2	0.00254762	00:00.2	0.00376403
00:00.2	0.00267902	00:00.2	0.00391403
00:00.2	0.00280745	00:00.2	0.00406035
00:00.2	0.00293297	00:00.2	0.00420305
00:00.2	0.00305562	00:00.2	0.00434216
00:00.2	0.00317546	00:00.2	0.00447774
00:00.2	0.00329255	00:00.2	0.00460984
00:00.2	0.00340695	00:00.2	0.00473852
00:00.2	0.00351871	00:00.2	0.00486382
00:00.2	0.0036279	00:00.2	0.00498581
00:00.2	0.00373458	00:00.2	0.00510454
00:00.2	0.00383882	00:00.2	0.00522007
00:00.2	0.00394068	00:00.2	0.00533246
00:00.2	0.00404023	00:00.2	0.00544177
00:00.2	0.00413753	00:00.2	0.00554808
00:00.2	0.00423266	00:00.2	0.00565144
00:00.2	0.00432568	00:00.2	0.00575191
00:00.2	0.00441666	00:00.2	0.00584957
00:00.2	0.00450566	00:00.2	0.00594448
00:00.2	0.00459276	00:00.2	0.00603672
00:00.2	0.00467801	00:00.2	0.00612636
00:00.2	0.00476148	00:00.2	0.00621346
00:00.2	0.00484324	00:00.2	0.00629809
00:00.2	0.00492336	00:00.2	0.00638033
00:00.2	0.0050019	00:00.2	0.00646024
00:00.3	0.00507893	00:00.3	0.00653788
00:00.3	0.00515451	00:00.3	0.00661331
00:00.3	0.0052287	00:00.3	0.00668661
00:00.3	0.00530155	00:00.3	0.00675783
00:00.3	0.00537312	00:00.3	0.00682705
00:00.3	0.00544346	00:00.3	0.00689433
00:00.3	0.0055126	00:00.3	0.00695974
00:00.3	0.00558058	00:00.3	0.00702336
00:00.3	0.00564743	00:00.3	0.00708524
00:00.3	0.00571319	00:00.3	0.00714547
00:00.3	0.00577789	00:00.3	0.00720411
00:00.3	0.00584156	00:00.3	0.00726123
00:00.3	0.00590423	00:00.3	0.00731689
00:00.3	0.00596594	00:00.3	0.00737116
00:00.3	0.00602671	00:00.3	0.00742408
00:00.3	0.00608658	00:00.3	0.00747573
00:00.3	0.00614557	00:00.3	0.00752617
00:00.3	0.00620372	00:00.3	0.00757545
00:00.3	0.00626104	00:00.3	0.00762363
00:00.3	0.00631756	00:00.3	0.00767078
00:00.3	0.0063733	00:00.3	0.00771696
00:00.3	0.00642828	00:00.3	0.00776222
00:00.3	0.00648251	00:00.3	0.00780662
00:00.3	0.00653602	00:00.3	0.00785022
00:00.3	0.00658883	00:00.3	0.00789308
00:00.3	0.00664097	00:00.3	0.00793524
00:00.3	0.00669243	00:00.3	0.00797676
00:00.3	0.00674326	00:00.3	0.00801768
00:00.3	0.00679347	00:00.3	0.00805805
00:00.3	0.00684307	00:00.3	0.00809793
00:00.3	0.00689209	00:00.3	0.00813735
00:00.3	0.00694056	00:00.3	0.00817637
00:00.3	0.0069885	00:00.3	0.00821502
00:00.3	0.00703592	00:00.3	0.00825334
00:00.3	0.00708286	00:00.3	0.00829137
00:00.3	0.00712933	00:00.3	0.00832915
00:00.3	0.00717534	00:00.3	0.00836671
00:00.3	0.00722091	00:00.3	0.00840409
00:00.3	0.00726606	00:00.3	0.0084413
00:00.3	0.00731079	00:00.3	0.00847839
00:00.3	0.00735513	00:00.3	0.00851536
00:00.3	0.00739906	00:00.3	0.00855223
00:00.3	0.00744262	00:00.3	0.00858903
00:00.3	0.00748578	00:00.3	0.00862575
00:00.3	0.00752858	00:00.3	0.00866242
00:00.3	0.00757099	00:00.3	0.00869905
00:00.3	0.00761304	00:00.3	0.00873566
00:00.3	0.00765472	00:00.3	0.00877225
00:00.3	0.00769602	00:00.3	0.00880884
00:00.3	0.00773697	00:00.3	0.00884545
00:00.3	0.00777755	00:00.3	0.00888208
00:00.3	0.00781778	00:00.3	0.00891875
00:00.3	0.00785765	00:00.3	0.00895545
00:00.3	0.00789717	00:00.3	0.00899219
00:00.3	0.00793632	00:00.3	0.00902896
00:00.3	0.0079751	00:00.3	0.00906579
00:00.3	0.00801349	00:00.3	0.00910265
00:00.3	0.00805149	00:00.3	0.00913956
00:00.3	0.0080891	00:00.3	0.00917652
00:00.3	0.00812629	00:00.3	0.00921353
00:00.3	0.00816306	00:00.3	0.00925059
00:00.3	0.00819941	00:00.3	0.0092877
00:00.3	0.00823533	00:00.3	0.00932485
00:00.3	0.00827081	00:00.3	0.00936203
00:00.3	0.00830587	00:00.3	0.00939924
00:00.3	0.00834049	00:00.3	0.00943648
00:00.3	0.00837469	00:00.3	0.00947373
00:00.3	0.00840845	00:00.3	0.00951098
00:00.3	0.00844179	00:00.3	0.00954822
00:00.3	0.00847471	00:00.3	0.00958546
00:00.3	0.0085072	00:00.3	0.00962268
00:00.3	0.00853929	00:00.3	0.00965987
00:00.3	0.00857095	00:00.3	0.00969704
00:00.3	0.00860219	00:00.3	0.00973416
00:00.3	0.00863301	00:00.3	0.00977125
00:00.3	0.00866339	00:00.3	0.00980828
00:00.3	0.00869332	00:00.3	0.00984525
00:00.3	0.0087228	00:00.3	0.00988215
00:00.3	0.00875182	00:00.3	0.00991897
00:00.3	0.00878036	00:00.3	0.00995569
00:00.3	0.00880841	00:00.3	0.0099923
00:00.3	0.00883597	00:00.3	0.0100288
00:00.3	0.00886304	00:00.3	0.0100652
00:00.3	0.00888961	00:00.3	0.0101014
00:00.3	0.00891569	00:00.3	0.0101375
00:00.3	0.00894128	00:00.3	0.0101735
00:00.3	0.00896641	00:00.3	0.0102093
00:00.3	0.00899107	00:00.3	0.0102449
00:00.3	0.00901527	00:00.3	0.0102803
00:00.3	0.009039	00:00.3	0.0103156
00:00.3	0.00906227	00:00.3	0.0103506
00:00.3	0.00908508	00:00.3	0.0103855
00:00.3	0.00910742	00:00.3	0.0104201
00:00.3	0.0091293	00:00.3	0.0104545
00:00.3	0.00915072	00:00.3	0.0104887
00:00.3	0.0091717	00:00.3	0.0105226
00:00.3	0.00919224	00:00.3	0.0105563
00:00.3	0.00921237	00:00.3	0.0105897
00:00.3	0.00923211	00:00.3	0.0106229
00:00.3	0.00925146	00:00.3	0.0106558
00:00.3	0.00927045	00:00.3	0.0106883
00:00.4	0.00928911	00:00.4	0.0107206
00:00.4	0.00930743	00:00.4	0.0107526
00:00.4	0.00932545	00:00.4	0.0107843
00:00.4	0.00934317	00:00.4	0.0108156
00:00.4	0.00936061	00:00.4	0.0108466
00:00.4	0.00937778	00:00.4	0.0108772
00:00.4	0.00939467	00:00.4	0.0109074
00:00.4	0.00941131	00:00.4	0.0109372
00:00.4	0.0094277	00:00.4	0.0109665
00:00.4	0.00944384	00:00.4	0.0109955
00:00.4	0.00945976	00:00.4	0.0110239
00:00.4	0.00947546	00:00.4	0.0110519
00:00.4	0.00949097	00:00.4	0.0110794
00:00.4	0.00950631	00:00.4	0.0111064
00:00.4	0.00952149	00:00.4	0.0111328
00:00.4	0.00953654	00:00.4	0.0111587
00:00.4	0.00955149	00:00.4	0.0111841
00:00.4	0.00956635	00:00.4	0.0112089
00:00.4	0.00958114	00:00.4	0.0112331
00:00.4	0.00959589	00:00.4	0.0112567
00:00.4	0.00961061	00:00.4	0.0112797
00:00.4	0.00962532	00:00.4	0.0113021
00:00.4	0.00964002	00:00.4	0.0113238
00:00.4	0.00965474	00:00.4	0.0113449
00:00.4	0.00966948	00:00.4	0.0113652
00:00.4	0.00968426	00:00.4	0.0113849
00:00.4	0.0096991	00:00.4	0.0114039
00:00.4	0.009714	00:00.4	0.0114222
00:00.4	0.00972898	00:00.4	0.0114397
00:00.4	0.00974408	00:00.4	0.0114565
00:00.4	0.00975929	00:00.4	0.0114726
00:00.4	0.00977465	00:00.4	0.011488
00:00.4	0.00979017	00:00.4	0.0115026
00:00.4	0.00980587	00:00.4	0.0115164
00:00.4	0.00982176	00:00.4	0.0115295
00:00.4	0.00983785	00:00.4	0.0115419
00:00.4	0.00985416	00:00.4	0.0115535
00:00.4	0.00987071	00:00.4	0.0115643
00:00.4	0.00988748	00:00.4	0.0115743
00:00.4	0.0099045	00:00.4	0.0115836
00:00.4	0.00992175	00:00.4	0.011592
00:00.4	0.00993924	00:00.4	0.0115997
00:00.4	0.00995696	00:00.4	0.0116067
00:00.4	0.00997491	00:00.4	0.0116128
00:00.4	0.0099931	00:00.4	0.0116181
00:00.4	0.0100115	00:00.4	0.0116226
00:00.4	0.0100302	00:00.4	0.0116264
00:00.4	0.0100491	00:00.4	0.0116293
00:00.4	0.0100683	00:00.4	0.0116315
00:00.4	0.0100877	00:00.4	0.0116329
00:00.4	0.0101075	00:00.4	0.0116334
00:00.4	0.0101275	00:00.4	0.0116332
00:00.4	0.0101479	00:00.4	0.0116323
00:00.4	0.0101686	00:00.4	0.0116305
00:00.4	0.0101896	00:00.4	0.011628
00:00.4	0.0102109	00:00.4	0.0116247
00:00.4	0.0102325	00:00.4	0.0116206
00:00.4	0.0102545	00:00.4	0.0116158
00:00.4	0.0102768	00:00.4	0.0116102
00:00.4	0.0102994	00:00.4	0.0116039
00:00.4	0.0103224	00:00.4	0.0115969
00:00.4	0.0103457	00:00.4	0.0115891
00:00.4	0.0103693	00:00.4	0.0115806
00:00.4	0.0103933	00:00.4	0.0115714
00:00.4	0.0104175	00:00.4	0.0115615
00:00.4	0.0104421	00:00.4	0.0115509
00:00.4	0.0104671	00:00.4	0.0115395
00:00.4	0.0104923	00:00.4	0.0115275
00:00.4	0.0105178	00:00.4	0.0115149
00:00.4	0.0105437	00:00.4	0.0115016
00:00.4	0.0105698	00:00.4	0.0114876
00:00.4	0.0105962	00:00.4	0.011473
00:00.4	0.0106229	00:00.4	0.0114578
00:00.4	0.0106499	00:00.4	0.0114419
00:00.4	0.010677	00:00.4	0.0114255
00:00.4	0.0107044	00:00.4	0.0114084
00:00.4	0.0107321	00:00.4	0.0113907
00:00.4	0.0107598	00:00.4	0.0113725
00:00.4	0.0107878	00:00.4	0.0113536
00:00.4	0.0108159	00:00.4	0.0113342
00:00.4	0.0108441	00:00.4	0.0113143
00:00.4	0.0108725	00:00.4	0.0112938
00:00.4	0.0109009	00:00.4	0.0112728
00:00.4	0.0109294	00:00.4	0.0112513
00:00.4	0.0109579	00:00.4	0.0112294
00:00.4	0.0109865	00:00.4	0.0112069
00:00.4	0.0110151	00:00.4	0.011184
00:00.4	0.0110437	00:00.4	0.0111606
00:00.4	0.0110723	00:00.4	0.0111368
00:00.4	0.0111008	00:00.4	0.0111126
00:00.4	0.0111292	00:00.4	0.011088
00:00.4	0.0111576	00:00.4	0.0110629
00:00.4	0.0111858	00:00.4	0.0110375
00:00.4	0.0112138	00:00.4	0.0110117
00:00.4	0.0112417	00:00.4	0.0109856
00:00.4	0.0112694	00:00.4	0.0109591
00:00.4	0.0112969	00:00.4	0.0109323
00:00.4	0.0113241	00:00.4	0.0109051
00:00.4	0.0113512	00:00.4	0.0108777
00:00.5	0.011378	00:00.5	0.0108499
00:00.5	0.0114045	00:00.5	0.0108219
00:00.5	0.0114308	00:00.5	0.0107937
00:00.5	0.0114567	00:00.5	0.0107652
00:00.5	0.0114824	00:00.5	0.0107365
00:00.5	0.0115078	00:00.5	0.0107076
00:00.5	0.0115327	00:00.5	0.0106785
00:00.5	0.0115574	00:00.5	0.0106493
00:00.5	0.0115816	00:00.5	0.0106199
00:00.5	0.0116054	00:00.5	0.0105903
00:00.5	0.0116287	00:00.5	0.0105607
00:00.5	0.0116516	00:00.5	0.0105309
00:00.5	0.011674	00:00.5	0.0105011
00:00.5	0.0116958	00:00.5	0.0104711
00:00.5	0.0117171	00:00.5	0.0104411
00:00.5	0.0117379	00:00.5	0.010411
00:00.5	0.011758	00:00.5	0.0103808
00:00.5	0.0117775	00:00.5	0.0103507
00:00.5	0.0117964	00:00.5	0.0103204
00:00.5	0.0118146	00:00.5	0.0102902
00:00.5	0.0118322	00:00.5	0.0102599
00:00.5	0.011849	00:00.5	0.0102296
00:00.5	0.0118652	00:00.5	0.0101993
00:00.5	0.0118805	00:00.5	0.010169
00:00.5	0.0118951	00:00.5	0.0101388
00:00.5	0.0119089	00:00.5	0.0101085
00:00.5	0.0119219	00:00.5	0.0100783
00:00.5	0.011934	00:00.5	0.0100481
00:00.5	0.0119452	00:00.5	0.010018
00:00.5	0.0119555	00:00.5	0.009988
00:00.5	0.0119649	00:00.5	0.00995804
00:00.5	0.0119733	00:00.5	0.00992818
00:00.5	0.0119807	00:00.5	0.00989841
00:00.5	0.0119872	00:00.5	0.00986874
00:00.5	0.0119926	00:00.5	0.00983917
00:00.5	0.011997	00:00.5	0.00980971
00:00.5	0.0120003	00:00.5	0.00978036
00:00.5	0.0120027	00:00.5	0.00975112
00:00.5	0.0120039	00:00.5	0.00972198
00:00.5	0.0120041	00:00.5	0.00969296
00:00.5	0.0120032	00:00.5	0.00966404
00:00.5	0.0120013	00:00.5	0.00963522
00:00.5	0.0119982	00:00.5	0.0096065
00:00.5	0.011994	00:00.5	0.00957786
00:00.5	0.0119887	00:00.5	0.00954932
00:00.5	0.0119822	00:00.5	0.00952084
00:00.5	0.0119746	00:00.5	0.00949242
00:00.5	0.0119658	00:00.5	0.00946404
00:00.5	0.0119559	00:00.5	0.0094357
00:00.5	0.0119448	00:00.5	0.00940738
00:00.5	0.0119325	00:00.5	0.00937907
00:00.5	0.011919	00:00.5	0.00935076
00:00.5	0.0119044	00:00.5	0.00932243
00:00.5	0.0118886	00:00.5	0.00929407
00:00.5	0.0118716	00:00.5	0.00926568
00:00.5	0.0118533	00:00.5	0.00923723
00:00.5	0.0118339	00:00.5	0.00920873
00:00.5	0.0118133	00:00.5	0.00918015
00:00.5	0.0117914	00:00.5	0.0091515
00:00.5	0.0117684	00:00.5	0.00912278
00:00.5	0.0117441	00:00.5	0.00909396
00:00.5	0.0117186	00:00.5	0.00906505
00:00.5	0.011692	00:00.5	0.00903603
00:00.5	0.0116642	00:00.5	0.00900692
00:00.5	0.0116353	00:00.5	0.00897769
00:00.5	0.0116052	00:00.5	0.00894834
00:00.5	0.011574	00:00.5	0.00891888
00:00.5	0.0115417	00:00.5	0.00888931
00:00.5	0.0115083	00:00.5	0.00885961
00:00.5	0.0114738	00:00.5	0.00882978
00:00.5	0.0114383	00:00.5	0.00879982
00:00.5	0.0114018	00:00.5	0.00876972
00:00.5	0.0113642	00:00.5	0.00873948
00:00.5	0.0113257	00:00.5	0.00870909
00:00.5	0.0112862	00:00.5	0.00867854
00:00.5	0.0112457	00:00.5	0.00864783
00:00.5	0.0112043	00:00.5	0.00861695
00:00.5	0.0111619	00:00.5	0.0085859
00:00.5	0.0111187	00:00.5	0.00855466
00:00.5	0.0110746	00:00.5	0.00852323
00:00.5	0.0110296	00:00.5	0.0084916
00:00.5	0.0109838	00:00.5	0.00845977
00:00.5	0.0109372	00:00.5	0.00842773
00:00.5	0.0108899	00:00.5	0.00839546
00:00.5	0.0108418	00:00.5	0.00836296
00:00.5	0.010793	00:00.5	0.00833022
00:00.5	0.0107436	00:00.5	0.00829722
00:00.5	0.0106935	00:00.5	0.00826396
00:00.5	0.0106428	00:00.5	0.00823042
00:00.5	0.0105914	00:00.5	0.00819662
00:00.5	0.0105396	00:00.5	0.00816254
00:00.5	0.0104871	00:00.5	0.00812817
00:00.5	0.0104342	00:00.5	0.00809352
00:00.5	0.0103807	00:00.5	0.00805858
00:00.5	0.0103268	00:00.5	0.00802334
00:00.5	0.0102724	00:00.5	0.0079878
00:00.5	0.0102175	00:00.5	0.00795197
00:00.5	0.0101622	00:00.5	0.00791584
00:00.5	0.0101066	00:00.5	0.00787944
00:00.5	0.0100505	00:00.5	0.00784276
00:00.6	0.00999408	00:00.6	0.00780581
00:00.6	0.00993732	00:00.6	0.0077686
00:00.6	0.00988024	00:00.6	0.00773112
00:00.6	0.00982286	00:00.6	0.00769339
00:00.6	0.0097652	00:00.6	0.00765541
00:00.6	0.00970727	00:00.6	0.00761718
00:00.6	0.00964909	00:00.6	0.00757871
00:00.6	0.00959065	00:00.6	0.00754001
00:00.6	0.00953198	00:00.6	0.00750108
00:00.6	0.00947309	00:00.6	0.00746194
00:00.6	0.00941398	00:00.6	0.0074226
00:00.6	0.00935467	00:00.6	0.00738307
00:00.6	0.00929515	00:00.6	0.00734336
