 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:00.0	4.61E-08	00:00.0	-6.92E-08
00:00.0	2.97E-07	00:00.0	-4.79E-07
00:00.0	9.68E-07	00:00.0	-1.69E-06
00:00.0	2.26E-06	00:00.0	-4.20E-06
00:00.0	4.38E-06	00:00.0	-8.47E-06
00:00.0	7.53E-06	00:00.0	-1.49E-05
00:00.0	1.18E-05	00:00.0	-2.38E-05
00:00.0	1.74E-05	00:00.0	-3.55E-05
00:00.0	2.43E-05	00:00.0	-5.02E-05
00:00.0	3.26E-05	00:00.0	-6.81E-05
00:00.0	4.23E-05	00:00.0	-8.96E-05
00:00.0	5.33E-05	00:00.0	-0.000114859
00:00.0	6.57E-05	00:00.0	-0.000144119
00:00.0	7.94E-05	00:00.0	-0.000177597
00:00.0	9.44E-05	00:00.0	-0.000215472
00:00.0	0.000110587	00:00.0	-0.000257899
00:00.0	0.000128101	00:00.0	-0.000305005
00:00.0	0.000146951	00:00.0	-0.000356898
00:00.0	0.000167176	00:00.0	-0.000413658
00:00.0	0.000188807	00:00.0	-0.000475349
00:00.0	0.00021187	00:00.0	-0.000542012
00:00.0	0.000236359	00:00.0	-0.000613644
00:00.0	0.000262218	00:00.0	-0.00069018
00:00.0	0.00028939	00:00.0	-0.000771544
00:00.0	0.000317838	00:00.0	-0.000857668
00:00.0	0.000347478	00:00.0	-0.000948447
00:00.0	0.000378181	00:00.0	-0.00104377
00:00.0	0.000409865	00:00.0	-0.00114355
00:00.0	0.000442498	00:00.0	-0.00124774
00:00.0	0.000475999	00:00.0	-0.00135623
00:00.0	0.00051024	00:00.0	-0.00146895
00:00.0	0.000545122	00:00.0	-0.00158578
00:00.0	0.00058055	00:00.0	-0.00170659
00:00.0	0.000616381	00:00.0	-0.00183116
00:00.0	0.000652483	00:00.0	-0.00195922
00:00.0	0.000688797	00:00.0	-0.00209056
00:00.0	0.000725309	00:00.0	-0.00222501
00:00.0	0.000761983	00:00.0	-0.00236245
00:00.0	0.000798782	00:00.0	-0.00250272
00:00.0	0.000835691	00:00.0	-0.00264569
00:00.0	0.000872646	00:00.0	-0.00279118
00:00.0	0.000909519	00:00.0	-0.00293904
00:00.0	0.000946163	00:00.0	-0.0030891
00:00.0	0.000982437	00:00.0	-0.00324117
00:00.0	0.00101819	00:00.0	-0.003395
00:00.0	0.00105323	00:00.0	-0.00355036
00:00.0	0.00108737	00:00.0	-0.00370703
00:00.0	0.0011205	00:00.0	-0.00386487
00:00.0	0.00115252	00:00.0	-0.00402366
00:00.0	0.00118335	00:00.0	-0.00418317
00:00.0	0.00121292	00:00.0	-0.00434315
00:00.1	0.00124115	00:00.1	-0.00450339
00:00.1	0.00126797	00:00.1	-0.00466364
00:00.1	0.00129334	00:00.1	-0.0048236
00:00.1	0.00131719	00:00.1	-0.00498302
00:00.1	0.00133946	00:00.1	-0.00514175
00:00.1	0.00136	00:00.1	-0.00529964
00:00.1	0.00137864	00:00.1	-0.00545655
00:00.1	0.0013952	00:00.1	-0.00561235
00:00.1	0.00140956	00:00.1	-0.00576688
00:00.1	0.0014216	00:00.1	-0.00592002
00:00.1	0.00143111	00:00.1	-0.00607164
00:00.1	0.00143789	00:00.1	-0.00622159
00:00.1	0.0014418	00:00.1	-0.00636974
00:00.1	0.00144276	00:00.1	-0.00651597
00:00.1	0.00144073	00:00.1	-0.00666016
00:00.1	0.00143572	00:00.1	-0.00680214
00:00.1	0.00142767	00:00.1	-0.00694172
00:00.1	0.00141652	00:00.1	-0.00707865
00:00.1	0.00140224	00:00.1	-0.00721273
00:00.1	0.00138486	00:00.1	-0.00734386
00:00.1	0.00136442	00:00.1	-0.00747195
00:00.1	0.00134091	00:00.1	-0.00759693
00:00.1	0.00131431	00:00.1	-0.00771872
00:00.1	0.00128459	00:00.1	-0.00783721
00:00.1	0.00125167	00:00.1	-0.00795228
00:00.1	0.0012154	00:00.1	-0.0080638
00:00.1	0.00117565	00:00.1	-0.00817169
00:00.1	0.00113238	00:00.1	-0.0082759
00:00.1	0.00108553	00:00.1	-0.00837639
00:00.1	0.00103505	00:00.1	-0.00847313
00:00.1	0.000980937	00:00.1	-0.00856607
00:00.1	0.000923183	00:00.1	-0.00865518
00:00.1	0.000861777	00:00.1	-0.00874043
00:00.1	0.000796768	00:00.1	-0.0088218
00:00.1	0.000728259	00:00.1	-0.00889927
00:00.1	0.000656314	00:00.1	-0.00897278
00:00.1	0.000580935	00:00.1	-0.00904227
00:00.1	0.000502115	00:00.1	-0.00910765
00:00.1	0.00041986	00:00.1	-0.00916891
00:00.1	0.000334188	00:00.1	-0.00922605
00:00.1	0.00024513	00:00.1	-0.00927908
00:00.1	0.00015273	00:00.1	-0.00932802
00:00.1	5.70E-05	00:00.1	-0.00937288
00:00.1	-4.20E-05	00:00.1	-0.00941367
00:00.1	-0.000144478	00:00.1	-0.00945033
00:00.1	-0.000250311	00:00.1	-0.00948282
00:00.1	-0.000359465	00:00.1	-0.00951117
00:00.1	-0.000471906	00:00.1	-0.00953542
00:00.1	-0.000587636	00:00.1	-0.00955561
00:00.1	-0.000706595	00:00.1	-0.00957179
00:00.1	-0.000828664	00:00.1	-0.00958401
00:00.1	-0.000953765	00:00.1	-0.00959232
00:00.1	-0.00108185	00:00.1	-0.00959678
00:00.1	-0.00121285	00:00.1	-0.00959744
00:00.1	-0.00134668	00:00.1	-0.00959434
00:00.1	-0.00148327	00:00.1	-0.00958748
00:00.1	-0.00162259	00:00.1	-0.00957684
00:00.1	-0.00176458	00:00.1	-0.00956248
00:00.1	-0.00190919	00:00.1	-0.00954448
00:00.1	-0.00205632	00:00.1	-0.00952291
00:00.1	-0.0022059	00:00.1	-0.00949786
00:00.1	-0.00235784	00:00.1	-0.00946941
00:00.1	-0.00251201	00:00.1	-0.00943763
00:00.1	-0.00266831	00:00.1	-0.00940261
00:00.1	-0.00282661	00:00.1	-0.00936443
00:00.1	-0.00298679	00:00.1	-0.00932318
00:00.1	-0.00314871	00:00.1	-0.0092789
00:00.1	-0.00331223	00:00.1	-0.00923163
00:00.1	-0.00347717	00:00.1	-0.00918137
00:00.1	-0.00364333	00:00.1	-0.00912808
00:00.1	-0.00381048	00:00.1	-0.00907172
00:00.1	-0.00397844	00:00.1	-0.00901223
00:00.1	-0.0041471	00:00.1	-0.00894966
00:00.1	-0.00431636	00:00.1	-0.00888412
00:00.1	-0.00448614	00:00.1	-0.00881572
00:00.1	-0.00465628	00:00.1	-0.0087446
00:00.1	-0.00482665	00:00.1	-0.0086709
00:00.1	-0.00499716	00:00.1	-0.00859473
00:00.1	-0.00516777	00:00.1	-0.00851619
00:00.1	-0.00533838	00:00.1	-0.00843537
00:00.1	-0.00550885	00:00.1	-0.00835238
00:00.1	-0.00567904	00:00.1	-0.00826741
00:00.1	-0.00584884	00:00.1	-0.00818058
00:00.1	-0.00601806	00:00.1	-0.00809201
00:00.1	-0.0061865	00:00.1	-0.00800182
00:00.1	-0.006354	00:00.1	-0.00791011
00:00.1	-0.00652042	00:00.1	-0.00781699
00:00.1	-0.00668567	00:00.1	-0.00772258
00:00.1	-0.00684966	00:00.1	-0.00762696
00:00.1	-0.00701233	00:00.1	-0.00753024
00:00.1	-0.0071736	00:00.1	-0.00743252
00:00.1	-0.00733336	00:00.1	-0.00733387
00:00.1	-0.00749161	00:00.1	-0.0072343
00:00.1	-0.00764837	00:00.1	-0.00713376
00:00.1	-0.00780367	00:00.1	-0.00703227
00:00.1	-0.00795749	00:00.1	-0.0069299
00:00.1	-0.00810978	00:00.1	-0.00682668
00:00.1	-0.00826044	00:00.1	-0.00672266
00:00.1	-0.00840932	00:00.1	-0.00661792
00:00.2	-0.00855623	00:00.2	-0.00651258
00:00.2	-0.00870099	00:00.2	-0.00640674
00:00.2	-0.00884347	00:00.2	-0.00630051
00:00.2	-0.00898355	00:00.2	-0.00619399
00:00.2	-0.00912117	00:00.2	-0.00608724
00:00.2	-0.00925629	00:00.2	-0.00598028
00:00.2	-0.00938883	00:00.2	-0.00587306
00:00.2	-0.00951871	00:00.2	-0.00576559
00:00.2	-0.0096459	00:00.2	-0.00565796
00:00.2	-0.00977048	00:00.2	-0.00555027
00:00.2	-0.00989248	00:00.2	-0.00544262
00:00.2	-0.0100119	00:00.2	-0.0053351
00:00.2	-0.0101286	00:00.2	-0.00522778
00:00.2	-0.0102426	00:00.2	-0.00512069
00:00.2	-0.0103537	00:00.2	-0.00501384
00:00.2	-0.0104621	00:00.2	-0.00490727
00:00.2	-0.0105674	00:00.2	-0.00480101
00:00.2	-0.0106697	00:00.2	-0.00469508
00:00.2	-0.0107688	00:00.2	-0.00458955
00:00.2	-0.0108647	00:00.2	-0.0044845
00:00.2	-0.0109574	00:00.2	-0.00437999
00:00.2	-0.0110469	00:00.2	-0.00427604
00:00.2	-0.0111332	00:00.2	-0.00417264
00:00.2	-0.0112163	00:00.2	-0.00406977
00:00.2	-0.0112963	00:00.2	-0.00396745
00:00.2	-0.0113731	00:00.2	-0.00386577
00:00.2	-0.0114467	00:00.2	-0.00376488
00:00.2	-0.0115171	00:00.2	-0.00366491
00:00.2	-0.0115844	00:00.2	-0.00356597
00:00.2	-0.0116487	00:00.2	-0.00346809
00:00.2	-0.0117099	00:00.2	-0.00337132
00:00.2	-0.0117681	00:00.2	-0.0032756
00:00.2	-0.0118233	00:00.2	-0.00318087
00:00.2	-0.0118755	00:00.2	-0.00308707
00:00.2	-0.0119247	00:00.2	-0.00299426
00:00.2	-0.011971	00:00.2	-0.00290249
00:00.2	-0.0120144	00:00.2	-0.00281179
00:00.2	-0.012055	00:00.2	-0.00272212
00:00.2	-0.0120926	00:00.2	-0.00263338
00:00.2	-0.0121273	00:00.2	-0.00254546
00:00.2	-0.0121593	00:00.2	-0.00245834
00:00.2	-0.0121885	00:00.2	-0.00237207
00:00.2	-0.0122151	00:00.2	-0.00228672
00:00.2	-0.0122392	00:00.2	-0.00220234
00:00.2	-0.0122608	00:00.2	-0.00211898
00:00.2	-0.0122797	00:00.2	-0.00203661
00:00.2	-0.0122961	00:00.2	-0.00195521
00:00.2	-0.0123098	00:00.2	-0.00187474
00:00.2	-0.0123211	00:00.2	-0.00179518
00:00.2	-0.0123297	00:00.2	-0.00171659
00:00.2	-0.0123356	00:00.2	-0.001639
00:00.2	-0.012339	00:00.2	-0.00156248
00:00.2	-0.0123396	00:00.2	-0.0014871
00:00.2	-0.0123374	00:00.2	-0.00141297
00:00.2	-0.0123324	00:00.2	-0.0013402
00:00.2	-0.0123248	00:00.2	-0.00126883
00:00.2	-0.0123146	00:00.2	-0.00119888
00:00.2	-0.0123019	00:00.2	-0.00113038
00:00.2	-0.0122869	00:00.2	-0.00106333
00:00.2	-0.0122695	00:00.2	-0.000997744
00:00.2	-0.01225	00:00.2	-0.000933636
00:00.2	-0.0122283	00:00.2	-0.000871009
00:00.2	-0.0122047	00:00.2	-0.000809865
00:00.2	-0.0121791	00:00.2	-0.000750203
00:00.2	-0.0121518	00:00.2	-0.000692022
00:00.2	-0.0121228	00:00.2	-0.000635293
00:00.2	-0.0120921	00:00.2	-0.000579941
00:00.2	-0.0120599	00:00.2	-0.000525894
00:00.2	-0.0120261	00:00.2	-0.000473127
00:00.2	-0.0119905	00:00.2	-0.000421616
00:00.2	-0.0119533	00:00.2	-0.000371289
00:00.2	-0.0119142	00:00.2	-0.000322077
00:00.2	-0.0118731	00:00.2	-0.000273959
00:00.2	-0.0118301	00:00.2	-0.000226938
00:00.2	-0.011785	00:00.2	-0.000181013
00:00.2	-0.011738	00:00.2	-0.000136182
00:00.2	-0.011689	00:00.2	-9.24E-05
00:00.2	-0.0116381	00:00.2	-4.96E-05
00:00.2	-0.0115855	00:00.2	-7.79E-06
00:00.2	-0.0115312	00:00.2	3.32E-05
00:00.2	-0.0114752	00:00.2	7.32E-05
00:00.2	-0.0114177	00:00.2	0.000112394
00:00.2	-0.0113586	00:00.2	0.000150793
00:00.2	-0.0112979	00:00.2	0.000188547
00:00.2	-0.0112357	00:00.2	0.00022576
00:00.2	-0.011172	00:00.2	0.000262509
00:00.2	-0.0111068	00:00.2	0.000298842
00:00.2	-0.0110399	00:00.2	0.000334737
00:00.2	-0.0109714	00:00.2	0.000370127
00:00.2	-0.0109012	00:00.2	0.000404998
00:00.2	-0.0108295	00:00.2	0.000439382
00:00.2	-0.0107561	00:00.2	0.000473288
00:00.2	-0.010681	00:00.2	0.000506726
00:00.2	-0.0106043	00:00.2	0.000539751
00:00.2	-0.0105261	00:00.2	0.000572416
00:00.2	-0.0104465	00:00.2	0.000604726
00:00.2	-0.0103655	00:00.2	0.000636662
00:00.2	-0.0102832	00:00.2	0.000668208
00:00.2	-0.0101996	00:00.2	0.00069935
00:00.2	-0.0101144	00:00.2	0.000730074
00:00.3	-0.0100277	00:00.3	0.00076037
00:00.3	-0.00993945	00:00.3	0.000790228
00:00.3	-0.00984959	00:00.3	0.000819642
00:00.3	-0.00975806	00:00.3	0.000848628
00:00.3	-0.0096648	00:00.3	0.000877249
00:00.3	-0.00956976	00:00.3	0.000905565
00:00.3	-0.00947289	00:00.3	0.000933587
00:00.3	-0.00937416	00:00.3	0.000961303
00:00.3	-0.00927354	00:00.3	0.000988701
00:00.3	-0.00917101	00:00.3	0.00101577
00:00.3	-0.00906657	00:00.3	0.00104251
00:00.3	-0.00896031	00:00.3	0.0010689
00:00.3	-0.00885238	00:00.3	0.00109495
00:00.3	-0.00874292	00:00.3	0.00112065
00:00.3	-0.00863203	00:00.3	0.00114599
00:00.3	-0.00851978	00:00.3	0.00117098
00:00.3	-0.00840622	00:00.3	0.00119561
00:00.3	-0.00829135	00:00.3	0.00121989
00:00.3	-0.00817516	00:00.3	0.00124381
00:00.3	-0.00805762	00:00.3	0.00126738
00:00.3	-0.00793872	00:00.3	0.0012906
00:00.3	-0.00781839	00:00.3	0.00131348
00:00.3	-0.00769658	00:00.3	0.00133605
00:00.3	-0.00757327	00:00.3	0.00135839
00:00.3	-0.0074485	00:00.3	0.00138064
00:00.3	-0.00732229	00:00.3	0.0014029
00:00.3	-0.00719469	00:00.3	0.00142518
00:00.3	-0.00706576	00:00.3	0.00144755
00:00.3	-0.00693559	00:00.3	0.00147004
00:00.3	-0.00680433	00:00.3	0.00149266
00:00.3	-0.0066721	00:00.3	0.0015154
00:00.3	-0.00653901	00:00.3	0.00153832
00:00.3	-0.00640507	00:00.3	0.00156142
00:00.3	-0.00627024	00:00.3	0.00158463
00:00.3	-0.00613442	00:00.3	0.00160788
00:00.3	-0.00599757	00:00.3	0.00163122
00:00.3	-0.00585972	00:00.3	0.00165477
00:00.3	-0.00572097	00:00.3	0.00167858
00:00.3	-0.00558146	00:00.3	0.00170264
00:00.3	-0.0054413	00:00.3	0.00172691
00:00.3	-0.00530059	00:00.3	0.00175137
00:00.3	-0.0051594	00:00.3	0.00177599
00:00.3	-0.00501786	00:00.3	0.00180081
00:00.3	-0.0048761	00:00.3	0.00182588
00:00.3	-0.00473418	00:00.3	0.00185116
00:00.3	-0.00459215	00:00.3	0.00187665
00:00.3	-0.00445006	00:00.3	0.00190238
00:00.3	-0.00430797	00:00.3	0.00192838
00:00.3	-0.00416593	00:00.3	0.00195461
00:00.3	-0.00402397	00:00.3	0.00198107
00:00.3	-0.00388217	00:00.3	0.00200778
00:00.3	-0.00374056	00:00.3	0.00203476
00:00.3	-0.0035992	00:00.3	0.00206199
00:00.3	-0.00345815	00:00.3	0.00208944
00:00.3	-0.00331744	00:00.3	0.00211713
00:00.3	-0.00317714	00:00.3	0.00214509
00:00.3	-0.00303732	00:00.3	0.00217328
00:00.3	-0.00289809	00:00.3	0.00220165
00:00.3	-0.00275957	00:00.3	0.00223016
00:00.3	-0.00262182	00:00.3	0.00225875
00:00.3	-0.0024849	00:00.3	0.00228741
00:00.3	-0.00234894	00:00.3	0.00231616
00:00.3	-0.00221412	00:00.3	0.00234502
00:00.3	-0.00208062	00:00.3	0.00237397
00:00.3	-0.00194856	00:00.3	0.00240297
00:00.3	-0.00181804	00:00.3	0.00243198
00:00.3	-0.00168911	00:00.3	0.00246101
00:00.3	-0.00156178	00:00.3	0.00249002
00:00.3	-0.00143605	00:00.3	0.00251892
00:00.3	-0.00131189	00:00.3	0.00254764
00:00.3	-0.00118929	00:00.3	0.00257615
00:00.3	-0.00106825	00:00.3	0.00260442
00:00.3	-0.000948769	00:00.3	0.00263245
00:00.3	-0.000830908	00:00.3	0.00266027
00:00.3	-0.000714717	00:00.3	0.00268792
00:00.3	-0.000600221	00:00.3	0.00271541
00:00.3	-0.000487488	00:00.3	0.00274279
00:00.3	-0.000376626	00:00.3	0.00277006
00:00.3	-0.000267713	00:00.3	0.00279723
00:00.3	-0.000160793	00:00.3	0.00282427
00:00.3	-5.59E-05	00:00.3	0.00285122
00:00.3	4.69E-05	00:00.3	0.0028781
00:00.3	0.000147633	00:00.3	0.00290488
00:00.3	0.0002463	00:00.3	0.00293156
00:00.3	0.0003429	00:00.3	0.00295816
00:00.3	0.000437431	00:00.3	0.0029847
00:00.3	0.000529941	00:00.3	0.00301116
00:00.3	0.000620478	00:00.3	0.00303749
00:00.3	0.000709042	00:00.3	0.00306363
00:00.3	0.000795659	00:00.3	0.00308947
00:00.3	0.000880451	00:00.3	0.00311491
00:00.3	0.00096353	00:00.3	0.00313991
00:00.3	0.00104491	00:00.3	0.00316443
00:00.3	0.00112458	00:00.3	0.00318847
00:00.3	0.00120247	00:00.3	0.003212
00:00.3	0.0012785	00:00.3	0.00323501
00:00.3	0.0013526	00:00.3	0.00325748
00:00.3	0.00142477	00:00.3	0.00327941
00:00.3	0.00149507	00:00.3	0.00330078
00:00.3	0.0015636	00:00.3	0.00332158
00:00.3	0.00163045	00:00.3	0.00334182
00:00.4	0.00169571	00:00.4	0.00336147
00:00.4	0.00175946	00:00.4	0.00338054
00:00.4	0.00182176	00:00.4	0.00339902
00:00.4	0.00188261	00:00.4	0.00341692
00:00.4	0.00194205	00:00.4	0.00343422
00:00.4	0.00200011	00:00.4	0.00345096
00:00.4	0.00205689	00:00.4	0.00346721
00:00.4	0.00211246	00:00.4	0.00348302
00:00.4	0.0021669	00:00.4	0.00349842
00:00.4	0.00222027	00:00.4	0.0035134
00:00.4	0.00227255	00:00.4	0.00352795
00:00.4	0.00232378	00:00.4	0.00354204
00:00.4	0.00237409	00:00.4	0.00355561
00:00.4	0.00242359	00:00.4	0.00356861
00:00.4	0.00247239	00:00.4	0.00358107
00:00.4	0.00252054	00:00.4	0.003593
00:00.4	0.00256819	00:00.4	0.00360436
00:00.4	0.00261543	00:00.4	0.00361514
00:00.4	0.00266233	00:00.4	0.00362535
00:00.4	0.00270893	00:00.4	0.00363501
00:00.4	0.00275524	00:00.4	0.00364413
00:00.4	0.0028013	00:00.4	0.00365273
00:00.4	0.00284714	00:00.4	0.00366081
00:00.4	0.00289279	00:00.4	0.00366838
00:00.4	0.00293823	00:00.4	0.00367541
00:00.4	0.00298341	00:00.4	0.00368191
00:00.4	0.00302821	00:00.4	0.00368796
00:00.4	0.00307255	00:00.4	0.00369359
00:00.4	0.00311638	00:00.4	0.00369882
00:00.4	0.00315968	00:00.4	0.00370367
00:00.4	0.00320246	00:00.4	0.00370815
00:00.4	0.00324478	00:00.4	0.00371228
00:00.4	0.00328668	00:00.4	0.00371607
00:00.4	0.0033282	00:00.4	0.00371955
00:00.4	0.00336938	00:00.4	0.00372273
00:00.4	0.00341025	00:00.4	0.00372562
00:00.4	0.00345083	00:00.4	0.00372822
00:00.4	0.00349108	00:00.4	0.00373046
00:00.4	0.00353096	00:00.4	0.00373221
00:00.4	0.0035705	00:00.4	0.00373343
00:00.4	0.00360973	00:00.4	0.00373411
00:00.4	0.00364868	00:00.4	0.00373429
00:00.4	0.0036874	00:00.4	0.00373394
00:00.4	0.00372588	00:00.4	0.00373301
00:00.4	0.00376407	00:00.4	0.00373155
00:00.4	0.00380183	00:00.4	0.00372959
00:00.4	0.00383906	00:00.4	0.00372719
00:00.4	0.00387568	00:00.4	0.00372439
00:00.4	0.00391165	00:00.4	0.00372122
00:00.4	0.00394688	00:00.4	0.00371774
00:00.4	0.00398134	00:00.4	0.00371398
00:00.4	0.00401508	00:00.4	0.00370999
00:00.4	0.00404808	00:00.4	0.00370579
00:00.4	0.00408035	00:00.4	0.00370145
00:00.4	0.00411194	00:00.4	0.00369705
00:00.4	0.0041429	00:00.4	0.00369262
00:00.4	0.00417321	00:00.4	0.00368814
00:00.4	0.00420278	00:00.4	0.00368361
00:00.4	0.00423148	00:00.4	0.00367907
00:00.4	0.00425912	00:00.4	0.00367456
00:00.4	0.00428547	00:00.4	0.00367021
00:00.4	0.00431028	00:00.4	0.00366618
00:00.4	0.00433333	00:00.4	0.00366255
00:00.4	0.00435438	00:00.4	0.00365936
00:00.4	0.00437316	00:00.4	0.0036566
00:00.4	0.00438937	00:00.4	0.00365427
00:00.4	0.00440276	00:00.4	0.00365236
00:00.4	0.00441309	00:00.4	0.00365089
00:00.4	0.00442003	00:00.4	0.00364983
00:00.4	0.00442328	00:00.4	0.00364919
00:00.4	0.00442259	00:00.4	0.00364896
00:00.4	0.00441768	00:00.4	0.00364916
00:00.4	0.00440821	00:00.4	0.00364985
00:00.4	0.00439383	00:00.4	0.0036511
00:00.4	0.0043742	00:00.4	0.00365289
00:00.4	0.00434906	00:00.4	0.00365522
00:00.4	0.00431809	00:00.4	0.00365807
00:00.4	0.00428093	00:00.4	0.00366141
00:00.4	0.00423719	00:00.4	0.00366524
00:00.4	0.00418651	00:00.4	0.00366952
00:00.4	0.00412854	00:00.4	0.00367425
00:00.4	0.00406296	00:00.4	0.0036794
00:00.4	0.00398954	00:00.4	0.00368495
00:00.4	0.00390815	00:00.4	0.00369089
00:00.4	0.00381864	00:00.4	0.0036972
00:00.4	0.00372093	00:00.4	0.00370386
00:00.4	0.00361488	00:00.4	0.00371084
00:00.4	0.0035004	00:00.4	0.00371815
00:00.4	0.00337739	00:00.4	0.00372574
00:00.4	0.00324576	00:00.4	0.00373362
00:00.4	0.00310539	00:00.4	0.00374176
00:00.4	0.00295613	00:00.4	0.00375016
00:00.4	0.00279774	00:00.4	0.00375888
00:00.4	0.00263002	00:00.4	0.00376797
00:00.4	0.00245286	00:00.4	0.00377739
00:00.4	0.00226622	00:00.4	0.00378705
00:00.4	0.00207008	00:00.4	0.00379687
00:00.4	0.00186449	00:00.4	0.00380679
00:00.4	0.00164952	00:00.4	0.00381681
00:00.5	0.00142525	00:00.5	0.00382692
00:00.5	0.00119176	00:00.5	0.00383709
00:00.5	0.000949245	00:00.5	0.00384732
00:00.5	0.000697958	00:00.5	0.00385759
00:00.5	0.000438196	00:00.5	0.00386789
00:00.5	0.000170201	00:00.5	0.0038782
00:00.5	-0.000105807	00:00.5	0.00388852
00:00.5	-0.000389538	00:00.5	0.00389884
00:00.5	-0.000680633	00:00.5	0.00390913
00:00.5	-0.000978768	00:00.5	0.00391939
00:00.5	-0.00128367	00:00.5	0.00392961
00:00.5	-0.00159506	00:00.5	0.00393978
00:00.5	-0.00191266	00:00.5	0.00394989
00:00.5	-0.00223615	00:00.5	0.00395993
00:00.5	-0.00256521	00:00.5	0.00396986
00:00.5	-0.00289947	00:00.5	0.0039796
00:00.5	-0.00323851	00:00.5	0.0039891
00:00.5	-0.00358188	00:00.5	0.00399834
00:00.5	-0.00392911	00:00.5	0.0040074
00:00.5	-0.00427976	00:00.5	0.00401637
00:00.5	-0.00463344	00:00.5	0.00402533
00:00.5	-0.00498977	00:00.5	0.00403434
00:00.5	-0.00534835	00:00.5	0.0040434
00:00.5	-0.00570877	00:00.5	0.00405251
00:00.5	-0.00607057	00:00.5	0.00406173
00:00.5	-0.00643326	00:00.5	0.00407109
00:00.5	-0.00679635	00:00.5	0.0040806
00:00.5	-0.00715939	00:00.5	0.00409021
00:00.5	-0.00752194	00:00.5	0.00409991
00:00.5	-0.00788355	00:00.5	0.00410967
00:00.5	-0.00824367	00:00.5	0.00411946
00:00.5	-0.00860177	00:00.5	0.00412925
00:00.5	-0.0089573	00:00.5	0.00413902
00:00.5	-0.00930979	00:00.5	0.00414875
00:00.5	-0.00965879	00:00.5	0.00415842
00:00.5	-0.0100039	00:00.5	0.00416801
00:00.5	-0.0103446	00:00.5	0.00417748
00:00.5	-0.0106805	00:00.5	0.00418683
00:00.5	-0.0110111	00:00.5	0.00419604
00:00.5	-0.0113358	00:00.5	0.00420509
00:00.5	-0.0116542	00:00.5	0.00421396
00:00.5	-0.0119659	00:00.5	0.00422264
00:00.5	-0.0122704	00:00.5	0.00423111
00:00.5	-0.0125673	00:00.5	0.00423936
00:00.5	-0.0128564	00:00.5	0.00424737
00:00.5	-0.0131374	00:00.5	0.00425513
00:00.5	-0.0134099	00:00.5	0.00426266
00:00.5	-0.0136737	00:00.5	0.00427001
00:00.5	-0.0139285	00:00.5	0.00427723
00:00.5	-0.0141737	00:00.5	0.00428434
00:00.5	-0.0144092	00:00.5	0.00429129
00:00.5	-0.0146344	00:00.5	0.00429809
00:00.5	-0.0148492	00:00.5	0.0043047
00:00.5	-0.015053	00:00.5	0.00431112
00:00.5	-0.0152456	00:00.5	0.00431734
00:00.5	-0.0154266	00:00.5	0.00432343
00:00.5	-0.0155959	00:00.5	0.00432942
00:00.5	-0.015753	00:00.5	0.00433535
00:00.5	-0.0158978	00:00.5	0.00434125
00:00.5	-0.0160301	00:00.5	0.00434717
00:00.5	-0.0161498	00:00.5	0.00435309
00:00.5	-0.0162569	00:00.5	0.00435898
00:00.5	-0.0163513	00:00.5	0.00436484
00:00.5	-0.016433	00:00.5	0.0043707
00:00.5	-0.0165019	00:00.5	0.0043766
00:00.5	-0.0165578	00:00.5	0.00438252
00:00.5	-0.0166007	00:00.5	0.00438842
00:00.5	-0.0166303	00:00.5	0.00439428
00:00.5	-0.0166466	00:00.5	0.00440005
00:00.5	-0.0166495	00:00.5	0.00440571
00:00.5	-0.0166389	00:00.5	0.00441122
00:00.5	-0.0166148	00:00.5	0.00441656
00:00.5	-0.0165773	00:00.5	0.0044217
00:00.5	-0.0165266	00:00.5	0.00442663
00:00.5	-0.0164625	00:00.5	0.0044314
00:00.5	-0.0163854	00:00.5	0.00443606
00:00.5	-0.0162951	00:00.5	0.00444059
00:00.5	-0.0161918	00:00.5	0.00444496
00:00.5	-0.0160755	00:00.5	0.00444914
00:00.5	-0.0159464	00:00.5	0.00445311
00:00.5	-0.0158047	00:00.5	0.00445684
00:00.5	-0.0156504	00:00.5	0.00446032
00:00.5	-0.0154836	00:00.5	0.00446361
00:00.5	-0.0153045	00:00.5	0.00446673
00:00.5	-0.0151132	00:00.5	0.0044697
00:00.5	-0.0149099	00:00.5	0.00447247
00:00.5	-0.0146947	00:00.5	0.00447502
00:00.5	-0.0144679	00:00.5	0.00447732
00:00.5	-0.0142296	00:00.5	0.00447937
00:00.5	-0.0139801	00:00.5	0.00448124
00:00.5	-0.0137194	00:00.5	0.00448303
00:00.5	-0.0134481	00:00.5	0.00448483
00:00.5	-0.0131662	00:00.5	0.00448669
00:00.5	-0.0128743	00:00.5	0.00448862
00:00.5	-0.0125726	00:00.5	0.00449062
00:00.5	-0.0122615	00:00.5	0.00449272
00:00.5	-0.0119412	00:00.5	0.00449493
00:00.5	-0.0116123	00:00.5	0.00449725
00:00.5	-0.0112748	00:00.5	0.00449968
00:00.5	-0.0109292	00:00.5	0.00450225
00:00.6	-0.0105755	00:00.6	0.00450491
00:00.6	-0.0102141	00:00.6	0.00450761
00:00.6	-0.00984521	00:00.6	0.00451031
00:00.6	-0.00946926	00:00.6	0.00451304
00:00.6	-0.00908651	00:00.6	0.00451581
00:00.6	-0.00869724	00:00.6	0.00451861
00:00.6	-0.00830178	00:00.6	0.00452148
