 - R	Amplitude (V) - R	 - IR	Amplitude (V) - IR
00:00.0	3.48E-09	00:00.0	-7.74E-10
00:00.0	2.87E-08	00:00.0	-6.90E-09
00:00.0	1.17E-07	00:00.0	-3.14E-08
00:00.0	3.17E-07	00:00.0	-9.98E-08
00:00.0	6.58E-07	00:00.0	-2.52E-07
00:00.0	1.11E-06	00:00.0	-5.41E-07
00:00.0	1.57E-06	00:00.0	-1.04E-06
00:00.0	1.85E-06	00:00.0	-1.82E-06
00:00.0	1.71E-06	00:00.0	-2.97E-06
00:00.0	8.55E-07	00:00.0	-4.58E-06
00:00.0	-1.02E-06	00:00.0	-6.76E-06
00:00.0	-4.18E-06	00:00.0	-9.60E-06
00:00.0	-8.83E-06	00:00.0	-1.32E-05
00:00.0	-1.51E-05	00:00.0	-1.77E-05
00:00.0	-2.30E-05	00:00.0	-2.31E-05
00:00.0	-3.23E-05	00:00.0	-2.97E-05
00:00.0	-4.29E-05	00:00.0	-3.74E-05
00:00.0	-5.44E-05	00:00.0	-4.65E-05
00:00.0	-6.65E-05	00:00.0	-5.71E-05
00:00.0	-7.86E-05	00:00.0	-6.92E-05
00:00.0	-9.04E-05	00:00.0	-8.30E-05
00:00.0	-0.000101544	00:00.0	-9.87E-05
00:00.0	-0.000111749	00:00.0	-0.000116235
00:00.0	-0.00012086	00:00.0	-0.000135851
00:00.0	-0.000128829	00:00.0	-0.00015763
00:00.0	-0.000135702	00:00.0	-0.00018168
00:00.0	-0.000141587	00:00.0	-0.000208102
00:00.0	-0.000146617	00:00.0	-0.000236992
00:00.0	-0.000150918	00:00.0	-0.000268442
00:00.0	-0.000154569	00:00.0	-0.000302538
00:00.0	-0.000157579	00:00.0	-0.00033936
00:00.0	-0.000159868	00:00.0	-0.000378978
00:00.0	-0.000161264	00:00.0	-0.000421457
00:00.0	-0.000161508	00:00.0	-0.000466853
00:00.0	-0.000160274	00:00.0	-0.000515213
00:00.0	-0.000157208	00:00.0	-0.000566574
00:00.0	-0.000151962	00:00.0	-0.000620965
00:00.0	-0.000144238	00:00.0	-0.00067841
00:00.0	-0.000133824	00:00.0	-0.000738928
00:00.0	-0.000120622	00:00.0	-0.00080253
00:00.0	-0.000104656	00:00.0	-0.000869222
00:00.0	-8.61E-05	00:00.0	-0.000939002
00:00.0	-6.51E-05	00:00.0	-0.00101186
00:00.0	-4.20E-05	00:00.0	-0.00108777
00:00.0	-1.72E-05	00:00.0	-0.0011667
00:00.0	9.12E-06	00:00.0	-0.00124863
00:00.0	3.66E-05	00:00.0	-0.00133351
00:00.0	6.52E-05	00:00.0	-0.00142128
00:00.0	9.46E-05	00:00.0	-0.0015119
00:00.0	0.000125063	00:00.0	-0.00160531
00:00.0	0.000156529	00:00.0	-0.00170142
00:00.1	0.000189184	00:00.1	-0.00180017
00:00.1	0.000223205	00:00.1	-0.00190148
00:00.1	0.000258753	00:00.1	-0.00200527
00:00.1	0.000295932	00:00.1	-0.00211144
00:00.1	0.000334758	00:00.1	-0.00221991
00:00.1	0.000375133	00:00.1	-0.00233058
00:00.1	0.000416844	00:00.1	-0.00244335
00:00.1	0.000459569	00:00.1	-0.00255811
00:00.1	0.000502912	00:00.1	-0.00267477
00:00.1	0.000546429	00:00.1	-0.00279318
00:00.1	0.000589678	00:00.1	-0.00291325
00:00.1	0.00063225	00:00.1	-0.00303485
00:00.1	0.000673807	00:00.1	-0.00315784
00:00.1	0.000714101	00:00.1	-0.00328211
00:00.1	0.000752984	00:00.1	-0.00340752
00:00.1	0.000790405	00:00.1	-0.00353394
00:00.1	0.000826397	00:00.1	-0.00366124
00:00.1	0.000861052	00:00.1	-0.00378928
00:00.1	0.00089448	00:00.1	-0.00391792
00:00.1	0.00092677	00:00.1	-0.00404702
00:00.1	0.000957952	00:00.1	-0.00417645
00:00.1	0.000987962	00:00.1	-0.00430606
00:00.1	0.00101663	00:00.1	-0.00443571
00:00.1	0.00104368	00:00.1	-0.00456526
00:00.1	0.00106874	00:00.1	-0.00469456
00:00.1	0.0010914	00:00.1	-0.00482348
00:00.1	0.00111121	00:00.1	-0.00495185
00:00.1	0.00112776	00:00.1	-0.00507953
00:00.1	0.00114066	00:00.1	-0.00520638
00:00.1	0.00114963	00:00.1	-0.00533224
00:00.1	0.00115449	00:00.1	-0.00545699
00:00.1	0.00115516	00:00.1	-0.00558048
00:00.1	0.00115166	00:00.1	-0.00570258
00:00.1	0.00114409	00:00.1	-0.00582315
00:00.1	0.00113262	00:00.1	-0.00594206
00:00.1	0.00111741	00:00.1	-0.00605917
00:00.1	0.00109859	00:00.1	-0.00617436
00:00.1	0.00107625	00:00.1	-0.00628752
00:00.1	0.00105036	00:00.1	-0.00639851
00:00.1	0.00102079	00:00.1	-0.00650722
00:00.1	0.000987318	00:00.1	-0.00661354
00:00.1	0.000949637	00:00.1	-0.00671736
00:00.1	0.000907403	00:00.1	-0.00681857
00:00.1	0.000860269	00:00.1	-0.00691705
00:00.1	0.000807921	00:00.1	-0.00701273
00:00.1	0.000750114	00:00.1	-0.00710548
00:00.1	0.000686698	00:00.1	-0.00719522
00:00.1	0.00061763	00:00.1	-0.00728186
00:00.1	0.000542982	00:00.1	-0.00736532
00:00.1	0.000462921	00:00.1	-0.00744551
00:00.1	0.000377692	00:00.1	-0.00752237
00:00.1	0.000287579	00:00.1	-0.00759581
00:00.1	0.000192866	00:00.1	-0.00766578
00:00.1	9.38E-05	00:00.1	-0.0077322
00:00.1	-9.45E-06	00:00.1	-0.00779502
00:00.1	-0.000116809	00:00.1	-0.0078542
00:00.1	-0.000228311	00:00.1	-0.00790968
00:00.1	-0.000344084	00:00.1	-0.00796141
00:00.1	-0.000464321	00:00.1	-0.00800935
00:00.1	-0.000589243	00:00.1	-0.00805346
00:00.1	-0.000719061	00:00.1	-0.00809371
00:00.1	-0.000853935	00:00.1	-0.00813006
00:00.1	-0.000993951	00:00.1	-0.00816249
00:00.1	-0.0011391	00:00.1	-0.00819098
00:00.1	-0.00128925	00:00.1	-0.00821551
00:00.1	-0.00144418	00:00.1	-0.00823606
00:00.1	-0.00160357	00:00.1	-0.00825265
00:00.1	-0.00176702	00:00.1	-0.00826526
00:00.1	-0.00193411	00:00.1	-0.0082739
00:00.1	-0.00210445	00:00.1	-0.00827859
00:00.1	-0.0022777	00:00.1	-0.00827934
00:00.1	-0.0024536	00:00.1	-0.00827616
00:00.1	-0.002632	00:00.1	-0.0082691
00:00.1	-0.00281286	00:00.1	-0.00825818
00:00.1	-0.00299622	00:00.1	-0.00824344
00:00.1	-0.00318219	00:00.1	-0.00822494
00:00.1	-0.00337086	00:00.1	-0.00820273
00:00.1	-0.00356234	00:00.1	-0.00817685
00:00.1	-0.00375665	00:00.1	-0.00814736
00:00.1	-0.00395375	00:00.1	-0.00811432
00:00.1	-0.00415351	00:00.1	-0.0080778
00:00.1	-0.00435566	00:00.1	-0.00803787
00:00.1	-0.00455988	00:00.1	-0.0079946
00:00.1	-0.00476574	00:00.1	-0.00794806
00:00.1	-0.00497277	00:00.1	-0.00789833
00:00.1	-0.00518052	00:00.1	-0.00784549
00:00.1	-0.00538855	00:00.1	-0.00778961
00:00.1	-0.00559649	00:00.1	-0.0077308
00:00.1	-0.00580409	00:00.1	-0.00766913
00:00.1	-0.00601121	00:00.1	-0.0076047
00:00.1	-0.00621779	00:00.1	-0.00753762
00:00.1	-0.0064239	00:00.1	-0.00746797
00:00.1	-0.00662963	00:00.1	-0.00739586
00:00.1	-0.00683508	00:00.1	-0.00732139
00:00.1	-0.00704034	00:00.1	-0.00724466
00:00.1	-0.00724543	00:00.1	-0.00716578
00:00.1	-0.00745029	00:00.1	-0.00708483
00:00.1	-0.00765476	00:00.1	-0.00700194
00:00.1	-0.0078586	00:00.1	-0.0069172
00:00.2	-0.00806144	00:00.2	-0.00683073
00:00.2	-0.00826288	00:00.2	-0.00674262
00:00.2	-0.00846248	00:00.2	-0.00665299
00:00.2	-0.00865981	00:00.2	-0.00656194
00:00.2	-0.00885449	00:00.2	-0.00646958
00:00.2	-0.00904623	00:00.2	-0.00637602
00:00.2	-0.00923486	00:00.2	-0.00628137
00:00.2	-0.00942031	00:00.2	-0.00618574
00:00.2	-0.00960264	00:00.2	-0.00608924
00:00.2	-0.00978195	00:00.2	-0.00599198
00:00.2	-0.00995841	00:00.2	-0.00589407
00:00.2	-0.0101322	00:00.2	-0.0057956
00:00.2	-0.0103034	00:00.2	-0.0056967
00:00.2	-0.0104721	00:00.2	-0.00559747
00:00.2	-0.0106384	00:00.2	-0.00549801
00:00.2	-0.010802	00:00.2	-0.00539844
00:00.2	-0.0109629	00:00.2	-0.00529884
00:00.2	-0.0111206	00:00.2	-0.00519934
00:00.2	-0.011275	00:00.2	-0.00510002
00:00.2	-0.0114256	00:00.2	-0.00500098
00:00.2	-0.0115721	00:00.2	-0.00490233
00:00.2	-0.0117143	00:00.2	-0.00480414
00:00.2	-0.011852	00:00.2	-0.00470651
00:00.2	-0.0119852	00:00.2	-0.00460951
00:00.2	-0.0121139	00:00.2	-0.00451322
00:00.2	-0.0122383	00:00.2	-0.00441773
00:00.2	-0.0123587	00:00.2	-0.00432311
00:00.2	-0.0124754	00:00.2	-0.00422943
00:00.2	-0.0125885	00:00.2	-0.00413676
00:00.2	-0.0126984	00:00.2	-0.00404516
00:00.2	-0.0128052	00:00.2	-0.0039547
00:00.2	-0.0129089	00:00.2	-0.00386544
00:00.2	-0.0130095	00:00.2	-0.00377742
00:00.2	-0.0131069	00:00.2	-0.0036907
00:00.2	-0.0132009	00:00.2	-0.00360533
00:00.2	-0.0132913	00:00.2	-0.00352135
00:00.2	-0.0133777	00:00.2	-0.00343879
00:00.2	-0.0134601	00:00.2	-0.00335771
00:00.2	-0.0135382	00:00.2	-0.00327813
00:00.2	-0.0136121	00:00.2	-0.00320008
00:00.2	-0.0136818	00:00.2	-0.00312359
00:00.2	-0.0137475	00:00.2	-0.00304867
00:00.2	-0.0138095	00:00.2	-0.00297537
00:00.2	-0.0138681	00:00.2	-0.00290368
00:00.2	-0.0139236	00:00.2	-0.00283363
00:00.2	-0.0139763	00:00.2	-0.00276523
00:00.2	-0.0140265	00:00.2	-0.00269849
00:00.2	-0.0140744	00:00.2	-0.00263343
00:00.2	-0.0141199	00:00.2	-0.00257005
00:00.2	-0.0141631	00:00.2	-0.00250835
00:00.2	-0.0142039	00:00.2	-0.00244834
00:00.2	-0.0142419	00:00.2	-0.00239001
00:00.2	-0.0142771	00:00.2	-0.00233335
00:00.2	-0.0143091	00:00.2	-0.00227838
00:00.2	-0.0143379	00:00.2	-0.00222508
00:00.2	-0.0143632	00:00.2	-0.00217345
00:00.2	-0.0143852	00:00.2	-0.00212347
00:00.2	-0.014404	00:00.2	-0.00207513
00:00.2	-0.0144197	00:00.2	-0.00202841
00:00.2	-0.0144328	00:00.2	-0.00198329
00:00.2	-0.0144434	00:00.2	-0.00193975
00:00.2	-0.0144519	00:00.2	-0.00189775
00:00.2	-0.0144586	00:00.2	-0.00185728
00:00.2	-0.0144637	00:00.2	-0.00181829
00:00.2	-0.0144673	00:00.2	-0.00178076
00:00.2	-0.0144693	00:00.2	-0.00174463
00:00.2	-0.0144698	00:00.2	-0.00170987
00:00.2	-0.0144684	00:00.2	-0.00167643
00:00.2	-0.014465	00:00.2	-0.00164426
00:00.2	-0.0144592	00:00.2	-0.00161332
00:00.2	-0.0144508	00:00.2	-0.00158354
00:00.2	-0.0144397	00:00.2	-0.00155487
00:00.2	-0.0144257	00:00.2	-0.00152726
00:00.2	-0.0144087	00:00.2	-0.00150067
00:00.2	-0.014389	00:00.2	-0.00147503
00:00.2	-0.0143667	00:00.2	-0.00145029
00:00.2	-0.014342	00:00.2	-0.00142641
00:00.2	-0.0143153	00:00.2	-0.00140332
00:00.2	-0.0142867	00:00.2	-0.00138099
00:00.2	-0.0142565	00:00.2	-0.00135937
00:00.2	-0.0142248	00:00.2	-0.0013384
00:00.2	-0.0141917	00:00.2	-0.00131804
00:00.2	-0.0141569	00:00.2	-0.00129824
00:00.2	-0.0141205	00:00.2	-0.00127894
00:00.2	-0.014082	00:00.2	-0.00126009
00:00.2	-0.0140412	00:00.2	-0.00124164
00:00.2	-0.0139978	00:00.2	-0.00122353
00:00.2	-0.0139516	00:00.2	-0.00120572
00:00.2	-0.0139021	00:00.2	-0.00118815
00:00.2	-0.0138495	00:00.2	-0.00117076
00:00.2	-0.0137936	00:00.2	-0.0011535
00:00.2	-0.0137346	00:00.2	-0.00113631
00:00.2	-0.0136727	00:00.2	-0.00111915
00:00.2	-0.013608	00:00.2	-0.00110196
00:00.2	-0.0135409	00:00.2	-0.0010847
00:00.2	-0.0134715	00:00.2	-0.00106733
00:00.2	-0.0133999	00:00.2	-0.0010498
00:00.2	-0.0133263	00:00.2	-0.00103205
00:00.2	-0.0132506	00:00.2	-0.00101405
00:00.2	-0.0131727	00:00.2	-0.000995729
00:00.3	-0.0130923	00:00.3	-0.000977049
00:00.3	-0.0130091	00:00.3	-0.000957956
00:00.3	-0.0129228	00:00.3	-0.000938399
00:00.3	-0.0128332	00:00.3	-0.000918329
00:00.3	-0.0127398	00:00.3	-0.000897699
00:00.3	-0.0126426	00:00.3	-0.000876463
00:00.3	-0.0125415	00:00.3	-0.000854576
00:00.3	-0.0124365	00:00.3	-0.000831995
00:00.3	-0.0123277	00:00.3	-0.000808678
00:00.3	-0.0122154	00:00.3	-0.000784586
00:00.3	-0.0120997	00:00.3	-0.000759678
00:00.3	-0.011981	00:00.3	-0.000733913
00:00.3	-0.0118595	00:00.3	-0.000707252
00:00.3	-0.0117353	00:00.3	-0.000679657
00:00.3	-0.0116084	00:00.3	-0.000651093
00:00.3	-0.0114788	00:00.3	-0.000621527
00:00.3	-0.0113463	00:00.3	-0.000590927
00:00.3	-0.0112107	00:00.3	-0.000559264
00:00.3	-0.0110718	00:00.3	-0.000526505
00:00.3	-0.0109292	00:00.3	-0.000492618
00:00.3	-0.0107827	00:00.3	-0.000457573
00:00.3	-0.010632	00:00.3	-0.000421339
00:00.3	-0.0104771	00:00.3	-0.000383892
00:00.3	-0.0103179	00:00.3	-0.000345202
00:00.3	-0.0101546	00:00.3	-0.000305243
00:00.3	-0.0099873	00:00.3	-0.000263989
00:00.3	-0.00981638	00:00.3	-0.000221416
00:00.3	-0.00964209	00:00.3	-0.0001775
00:00.3	-0.00946472	00:00.3	-0.000132219
00:00.3	-0.00928453	00:00.3	-8.56E-05
00:00.3	-0.00910168	00:00.3	-3.75E-05
00:00.3	-0.00891624	00:00.3	1.20E-05
00:00.3	-0.00872818	00:00.3	6.30E-05
00:00.3	-0.00853737	00:00.3	0.000115417
00:00.3	-0.00834363	00:00.3	0.00016932
00:00.3	-0.0081467	00:00.3	0.000224714
00:00.3	-0.00794635	00:00.3	0.000281607
00:00.3	-0.00774237	00:00.3	0.00034
00:00.3	-0.00753461	00:00.3	0.000399893
00:00.3	-0.00732306	00:00.3	0.000461284
00:00.3	-0.00710779	00:00.3	0.000524168
00:00.3	-0.00688897	00:00.3	0.000588542
00:00.3	-0.00666689	00:00.3	0.000654398
00:00.3	-0.00644185	00:00.3	0.000721729
00:00.3	-0.0062142	00:00.3	0.000790523
00:00.3	-0.00598423	00:00.3	0.000860765
00:00.3	-0.00575219	00:00.3	0.000932439
00:00.3	-0.00551823	00:00.3	0.00100553
00:00.3	-0.00528241	00:00.3	0.00108
00:00.3	-0.0050447	00:00.3	0.00115585
00:00.3	-0.00480497	00:00.3	0.00123302
00:00.3	-0.00456301	00:00.3	0.0013115
00:00.3	-0.00431862	00:00.3	0.00139125
00:00.3	-0.00407158	00:00.3	0.00147222
00:00.3	-0.00382173	00:00.3	0.00155437
00:00.3	-0.003569	00:00.3	0.00163765
00:00.3	-0.00331344	00:00.3	0.00172203
00:00.3	-0.00305518	00:00.3	0.00180744
00:00.3	-0.00279448	00:00.3	0.00189384
00:00.3	-0.00253167	00:00.3	0.00198116
00:00.3	-0.0022671	00:00.3	0.00206936
00:00.3	-0.00200115	00:00.3	0.00215837
00:00.3	-0.00173414	00:00.3	0.00224814
00:00.3	-0.00146632	00:00.3	0.00233862
00:00.3	-0.00119787	00:00.3	0.00242974
00:00.3	-0.000928858	00:00.3	0.00252146
00:00.3	-0.000659254	00:00.3	0.00261373
00:00.3	-0.000388948	00:00.3	0.00270646
00:00.3	-0.000117776	00:00.3	0.00279963
00:00.3	0.000154448	00:00.3	0.00289315
00:00.3	0.000427884	00:00.3	0.00298699
00:00.3	0.000702632	00:00.3	0.00308109
00:00.3	0.000978699	00:00.3	0.00317541
00:00.3	0.00125598	00:00.3	0.0032699
00:00.3	0.00153427	00:00.3	0.00336451
00:00.3	0.00181326	00:00.3	0.0034592
00:00.3	0.00209259	00:00.3	0.00355392
00:00.3	0.00237187	00:00.3	0.00364863
00:00.3	0.00265072	00:00.3	0.00374326
00:00.3	0.00292881	00:00.3	0.00383779
00:00.3	0.00320591	00:00.3	0.00393216
00:00.3	0.00348187	00:00.3	0.00402632
00:00.3	0.00375665	00:00.3	0.00412022
00:00.3	0.00403031	00:00.3	0.00421383
00:00.3	0.00430296	00:00.3	0.00430708
00:00.3	0.00457479	00:00.3	0.00439995
00:00.3	0.00484597	00:00.3	0.00449237
00:00.3	0.00511663	00:00.3	0.00458431
00:00.3	0.00538684	00:00.3	0.00467573
00:00.3	0.00565657	00:00.3	0.00476659
00:00.3	0.00592565	00:00.3	0.00485685
00:00.3	0.00619384	00:00.3	0.0049465
00:00.3	0.00646079	00:00.3	0.00503548
00:00.3	0.00672614	00:00.3	0.00512379
00:00.3	0.00698947	00:00.3	0.0052114
00:00.3	0.00725043	00:00.3	0.00529827
00:00.3	0.00750872	00:00.3	0.00538441
00:00.3	0.00776413	00:00.3	0.00546978
00:00.3	0.00801653	00:00.3	0.00555437
00:00.3	0.00826593	00:00.3	0.00563816
00:00.3	0.00851239	00:00.3	0.00572114
00:00.4	0.00875608	00:00.4	0.00580329
00:00.4	0.00899715	00:00.4	0.00588459
00:00.4	0.0092358	00:00.4	0.00596502
00:00.4	0.00947215	00:00.4	0.00604457
00:00.4	0.00970624	00:00.4	0.00612321
00:00.4	0.00993803	00:00.4	0.00620092
00:00.4	0.0101674	00:00.4	0.0062777
00:00.4	0.0103939	00:00.4	0.00635353
00:00.4	0.0106175	00:00.4	0.00642838
00:00.4	0.0108376	00:00.4	0.00650224
00:00.4	0.0110539	00:00.4	0.00657508
00:00.4	0.011266	00:00.4	0.0066469
00:00.4	0.0114738	00:00.4	0.00671766
00:00.4	0.0116771	00:00.4	0.00678736
00:00.4	0.0118758	00:00.4	0.00685597
00:00.4	0.0120699	00:00.4	0.00692347
00:00.4	0.0122597	00:00.4	0.00698985
00:00.4	0.0124452	00:00.4	0.00705509
00:00.4	0.0126267	00:00.4	0.00711917
00:00.4	0.0128044	00:00.4	0.00718208
00:00.4	0.0129785	00:00.4	0.00724379
00:00.4	0.0131489	00:00.4	0.00730431
00:00.4	0.0133156	00:00.4	0.00736361
00:00.4	0.0134784	00:00.4	0.00742169
00:00.4	0.013637	00:00.4	0.00747853
00:00.4	0.0137913	00:00.4	0.00753414
00:00.4	0.0139407	00:00.4	0.00758848
00:00.4	0.014085	00:00.4	0.00764157
00:00.4	0.0142239	00:00.4	0.0076934
00:00.4	0.0143573	00:00.4	0.00774395
00:00.4	0.014485	00:00.4	0.00779322
00:00.4	0.0146071	00:00.4	0.00784121
00:00.4	0.0147237	00:00.4	0.0078879
00:00.4	0.014835	00:00.4	0.00793328
00:00.4	0.0149413	00:00.4	0.00797736
00:00.4	0.0150428	00:00.4	0.00802011
00:00.4	0.0151398	00:00.4	0.00806155
00:00.4	0.0152324	00:00.4	0.00810166
00:00.4	0.0153207	00:00.4	0.00814044
00:00.4	0.0154048	00:00.4	0.0081779
00:00.4	0.0154844	00:00.4	0.00821402
00:00.4	0.0155593	00:00.4	0.0082488
00:00.4	0.0156294	00:00.4	0.00828224
00:00.4	0.0156944	00:00.4	0.00831434
00:00.4	0.015754	00:00.4	0.0083451
00:00.4	0.0158082	00:00.4	0.00837451
00:00.4	0.0158568	00:00.4	0.00840258
00:00.4	0.0158999	00:00.4	0.0084293
00:00.4	0.0159377	00:00.4	0.00845468
00:00.4	0.0159703	00:00.4	0.00847873
00:00.4	0.0159982	00:00.4	0.00850144
00:00.4	0.0160216	00:00.4	0.00852283
00:00.4	0.016041	00:00.4	0.0085429
00:00.4	0.0160565	00:00.4	0.00856167
00:00.4	0.0160685	00:00.4	0.00857913
00:00.4	0.0160771	00:00.4	0.0085953
00:00.4	0.0160823	00:00.4	0.00861019
00:00.4	0.0160839	00:00.4	0.00862382
00:00.4	0.0160819	00:00.4	0.00863621
00:00.4	0.0160761	00:00.4	0.00864736
00:00.4	0.0160663	00:00.4	0.00865731
00:00.4	0.0160523	00:00.4	0.00866606
00:00.4	0.0160341	00:00.4	0.00867364
00:00.4	0.0160118	00:00.4	0.00868006
00:00.4	0.0159854	00:00.4	0.00868534
00:00.4	0.0159552	00:00.4	0.00868951
00:00.4	0.0159215	00:00.4	0.00869257
00:00.4	0.0158846	00:00.4	0.00869455
00:00.4	0.0158451	00:00.4	0.00869548
00:00.4	0.0158031	00:00.4	0.00869538
00:00.4	0.0157591	00:00.4	0.00869428
00:00.4	0.0157133	00:00.4	0.0086922
00:00.4	0.0156657	00:00.4	0.00868918
00:00.4	0.0156165	00:00.4	0.00868525
00:00.4	0.0155654	00:00.4	0.00868042
00:00.4	0.0155124	00:00.4	0.00867472
00:00.4	0.0154573	00:00.4	0.00866819
00:00.4	0.0154	00:00.4	0.00866084
00:00.4	0.0153403	00:00.4	0.0086527
00:00.4	0.0152782	00:00.4	0.00864378
00:00.4	0.0152138	00:00.4	0.0086341
00:00.4	0.0151473	00:00.4	0.00862369
00:00.4	0.0150788	00:00.4	0.00861256
00:00.4	0.0150089	00:00.4	0.00860073
00:00.4	0.0149377	00:00.4	0.00858822
00:00.4	0.0148658	00:00.4	0.00857505
00:00.4	0.0147935	00:00.4	0.00856124
00:00.4	0.014721	00:00.4	0.00854681
00:00.4	0.0146485	00:00.4	0.00853177
00:00.4	0.0145761	00:00.4	0.00851613
00:00.4	0.0145038	00:00.4	0.00849991
00:00.4	0.0144314	00:00.4	0.00848311
00:00.4	0.0143587	00:00.4	0.00846576
00:00.4	0.0142856	00:00.4	0.00844785
00:00.4	0.014212	00:00.4	0.00842941
00:00.4	0.0141376	00:00.4	0.00841044
00:00.4	0.0140626	00:00.4	0.00839097
00:00.4	0.0139869	00:00.4	0.008371
00:00.4	0.0139107	00:00.4	0.00835055
00:00.5	0.0138343	00:00.5	0.00832962
00:00.5	0.013758	00:00.5	0.00830822
00:00.5	0.0136821	00:00.5	0.00828636
00:00.5	0.0136069	00:00.5	0.00826405
00:00.5	0.0135328	00:00.5	0.00824129
00:00.5	0.0134599	00:00.5	0.00821809
00:00.5	0.0133884	00:00.5	0.00819444
00:00.5	0.0133181	00:00.5	0.00817035
00:00.5	0.013249	00:00.5	0.00814581
00:00.5	0.0131808	00:00.5	0.00812085
00:00.5	0.0131134	00:00.5	0.00809545
00:00.5	0.0130465	00:00.5	0.00806961
00:00.5	0.01298	00:00.5	0.00804335
00:00.5	0.0129136	00:00.5	0.00801668
00:00.5	0.0128474	00:00.5	0.00798959
00:00.5	0.0127813	00:00.5	0.0079621
00:00.5	0.0127156	00:00.5	0.00793424
00:00.5	0.0126505	00:00.5	0.00790602
00:00.5	0.0125861	00:00.5	0.00787744
00:00.5	0.0125229	00:00.5	0.00784853
00:00.5	0.012461	00:00.5	0.00781929
00:00.5	0.0124007	00:00.5	0.00778975
00:00.5	0.0123421	00:00.5	0.00775991
00:00.5	0.0122852	00:00.5	0.00772978
00:00.5	0.0122299	00:00.5	0.00769938
00:00.5	0.012176	00:00.5	0.00766871
00:00.5	0.0121232	00:00.5	0.00763779
00:00.5	0.0120713	00:00.5	0.00760663
00:00.5	0.01202	00:00.5	0.00757523
00:00.5	0.0119689	00:00.5	0.0075436
00:00.5	0.0119181	00:00.5	0.00751176
00:00.5	0.0118675	00:00.5	0.00747973
00:00.5	0.011817	00:00.5	0.00744751
00:00.5	0.0117668	00:00.5	0.00741511
00:00.5	0.0117172	00:00.5	0.00738255
00:00.5	0.0116683	00:00.5	0.00734984
00:00.5	0.0116205	00:00.5	0.00731698
00:00.5	0.0115739	00:00.5	0.00728399
00:00.5	0.0115287	00:00.5	0.00725088
00:00.5	0.011485	00:00.5	0.00721764
00:00.5	0.0114426	00:00.5	0.0071843
00:00.5	0.0114015	00:00.5	0.00715085
00:00.5	0.0113613	00:00.5	0.0071173
00:00.5	0.0113218	00:00.5	0.00708365
00:00.5	0.0112827	00:00.5	0.00704992
00:00.5	0.0112437	00:00.5	0.00701611
00:00.5	0.0112045	00:00.5	0.00698222
00:00.5	0.0111652	00:00.5	0.00694827
00:00.5	0.0111255	00:00.5	0.00691426
00:00.5	0.0110857	00:00.5	0.0068802
00:00.5	0.0110458	00:00.5	0.0068461
00:00.5	0.0110061	00:00.5	0.00681197
00:00.5	0.0109669	00:00.5	0.0067778
00:00.5	0.0109284	00:00.5	0.00674361
00:00.5	0.0108908	00:00.5	0.0067094
00:00.5	0.0108542	00:00.5	0.00667517
00:00.5	0.0108187	00:00.5	0.00664092
00:00.5	0.0107842	00:00.5	0.00660666
00:00.5	0.0107505	00:00.5	0.00657239
00:00.5	0.0107173	00:00.5	0.00653811
00:00.5	0.0106844	00:00.5	0.00650382
00:00.5	0.0106515	00:00.5	0.00646952
00:00.5	0.0106184	00:00.5	0.00643523
00:00.5	0.0105848	00:00.5	0.00640093
00:00.5	0.0105507	00:00.5	0.00636665
00:00.5	0.0105162	00:00.5	0.00633238
00:00.5	0.0104813	00:00.5	0.00629812
00:00.5	0.0104463	00:00.5	0.00626388
00:00.5	0.0104114	00:00.5	0.00622967
00:00.5	0.010377	00:00.5	0.00619548
00:00.5	0.0103432	00:00.5	0.00616133
00:00.5	0.0103103	00:00.5	0.00612722
00:00.5	0.0102784	00:00.5	0.00609315
00:00.5	0.0102475	00:00.5	0.00605913
00:00.5	0.0102175	00:00.5	0.00602516
00:00.5	0.0101883	00:00.5	0.00599124
00:00.5	0.0101595	00:00.5	0.00595738
00:00.5	0.010131	00:00.5	0.00592357
00:00.5	0.0101026	00:00.5	0.00588981
00:00.5	0.010074	00:00.5	0.00585611
00:00.5	0.0100451	00:00.5	0.00582246
00:00.5	0.010016	00:00.5	0.00578886
00:00.5	0.00998674	00:00.5	0.00575532
00:00.5	0.00995749	00:00.5	0.00572185
00:00.5	0.00992855	00:00.5	0.00568844
00:00.5	0.00990021	00:00.5	0.0056551
00:00.5	0.0098728	00:00.5	0.00562184
00:00.5	0.00984659	00:00.5	0.00558867
00:00.5	0.00982181	00:00.5	0.0055556
00:00.5	0.00979857	00:00.5	0.00552264
00:00.5	0.00977688	00:00.5	0.0054898
00:00.5	0.00975667	00:00.5	0.00545708
00:00.5	0.00973776	00:00.5	0.00542449
00:00.5	0.00971996	00:00.5	0.00539204
00:00.5	0.00970304	00:00.5	0.00535975
00:00.5	0.00968681	00:00.5	0.00532761
00:00.5	0.00967116	00:00.5	0.00529563
00:00.5	0.00965603	00:00.5	0.00526382
00:00.5	0.00964147	00:00.5	0.00523217
00:00.5	0.00962765	00:00.5	0.00520068
00:00.6	0.0096148	00:00.6	0.00516935
00:00.6	0.00960322	00:00.6	0.00513816
00:00.6	0.00959323	00:00.6	0.00510714
00:00.6	0.00958516	00:00.6	0.00507626
00:00.6	0.00957928	00:00.6	0.00504553
00:00.6	0.00957579	00:00.6	0.00501495
00:00.6	0.00957479	00:00.6	0.00498452
00:00.6	0.00957627	00:00.6	0.00495424
00:00.6	0.00958011	00:00.6	0.00492409
